,original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
955,An older man is doing a karate pose.,a man sleeping on a couch,,contradiction,neutral,A man is laying down on grass near trees and a hose. A man is in his bed.
956,Four people looking through a fence at something.,The people are all blind and hopping on pogo sticks.,,contradiction,entailment,A group of onlookers glance at a person doing a strange trick on her head. A boy does a card trick.
957,Four people looking through a fence at something.,The people are all blind and hopping on pogo sticks.,A group watches something through a fence.,contradiction,neutral,A group of onlookers glance at a person doing a strange trick on her head. A boy does a card trick.
958,A group of laughing people on a red couch.,Someone has told a joke.,They are laughing because of a joke.,neutral,entailment,People laying in massage chairs. People enjoy the demo of the stores new massage chairs.
959,A group of laughing people on a red couch.,Someone has told a joke.,,neutral,contradiction,People laying in massage chairs. People enjoy the demo of the stores new massage chairs.
960,A Girl with long brown hair standing outside.,A girl has long light brown hair.,,neutral,contradiction,"A girl in a green knit cap stands ready to push a sled, with a little boy behind her. A sad girl in a green knit cap stands ready to push a sled, with a little boy behind her."
961,A Girl with long brown hair standing outside.,A girl has long light brown hair.,A girl with long brown hair.,neutral,entailment,"A girl in a green knit cap stands ready to push a sled, with a little boy behind her. A sad girl in a green knit cap stands ready to push a sled, with a little boy behind her."
962,a man and woman cook in a kitchen painted red.,The people are cooking breakfast.,,neutral,contradiction,A man in red and black about to strike a tennis ball. A man is a tennis pro.
963,a man and woman cook in a kitchen painted red.,The people are cooking breakfast.,,neutral,entailment,A man in red and black about to strike a tennis ball. A man is a tennis pro.
964,Three children are playing in sand near to the beach.,The children are building a sand castle.,,neutral,contradiction,Several children playing outside. A lot of children are playing hopscotch in the driveway.
965,Three children are playing in sand near to the beach.,The children are building a sand castle.,,neutral,entailment,Several children playing outside. A lot of children are playing hopscotch in the driveway.
966,A woman using a whisk to blend the liquid contents in a measuring cup.,The baker is icing the cake.,,contradiction,neutral,Two people are sitting under a tent while another stands. Two people sitting under a tent while another bakes a cake.
967,A woman using a whisk to blend the liquid contents in a measuring cup.,The baker is icing the cake.,The baker is mixing the mixture.,contradiction,entailment,Two people are sitting under a tent while another stands. Two people sitting under a tent while another bakes a cake.
968,"A young man in a gray t-shirt, wearing glasses, is smearing something white on a colorful, decorated wall.",A man is smearing something on a wall.,,entailment,contradiction,A man with a mustache who is wearing white and beige carefully sculpts a sand castle. A man building a sand castle
969,"A young man in a gray t-shirt, wearing glasses, is smearing something white on a colorful, decorated wall.",A man is smearing something on a wall.,Someone is doing something on something.,entailment,neutral,A man with a mustache who is wearing white and beige carefully sculpts a sand castle. A man building a sand castle
970,A female swimmer wearing a swim cap and nose clips moves slowly through the water is seen from below.,A woman dives into water.,,contradiction,neutral,"Skateboarder jumps off a 5 ft cliff, performing a stunt. A skateboarder is swimming with sharks."
971,A female swimmer wearing a swim cap and nose clips moves slowly through the water is seen from below.,A woman dives into water.,,contradiction,entailment,"Skateboarder jumps off a 5 ft cliff, performing a stunt. A skateboarder is swimming with sharks."
972,A man in a black hat and blue shirt juggling.,A man is juggling,A man is eating.,entailment,contradiction,One man in all black in a bowling ally who just bowled with an orange ball. A man is bowling.
973,A man in a black hat and blue shirt juggling.,A man is juggling,,entailment,neutral,One man in all black in a bowling ally who just bowled with an orange ball. A man is bowling.
974,A ceremony with fired guns startles young children dressed in white and red.,A man uses a drill.,A man and woman uses a gun.,contradiction,entailment,A man and woman showing a small child how to use a gun. Parents teaching their child the alphabet with crayons
975,A ceremony with fired guns startles young children dressed in white and red.,A man uses a drill.,A man uses a drill.,contradiction,neutral,A man and woman showing a small child how to use a gun. Parents teaching their child the alphabet with crayons
976,Mixed crowd playing a board game.,A crowd of people play Monopoly.,,neutral,contradiction,Several children playing outside. A lot of children are playing hopscotch in the driveway.
977,Mixed crowd playing a board game.,A crowd of people play Monopoly.,,neutral,entailment,Several children playing outside. A lot of children are playing hopscotch in the driveway.
978,Three young boys playing in the woods.,Three young boys play video games in their bedroom.,,contradiction,entailment,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
979,Three young boys playing in the woods.,Three young boys play video games in their bedroom.,,contradiction,neutral,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
980,A gut wearing a plaid shirt with a mustache selling fish at a market.,Man selling fresh caught seafood,,neutral,entailment,"A man in an apron sits at a table in front of a restaurant, while another man crosses the street with a purple gift bag and rolling luggage. The waiter takes a break after cleaning up the cafe, and the last customer leaves."
981,A gut wearing a plaid shirt with a mustache selling fish at a market.,Man selling fresh caught seafood,,neutral,contradiction,"A man in an apron sits at a table in front of a restaurant, while another man crosses the street with a purple gift bag and rolling luggage. The waiter takes a break after cleaning up the cafe, and the last customer leaves."
982,A man in a black shirt and blue jeans crawls on a table.,A man wearing a black t-shirt.,,neutral,entailment,"A man in an apron sits at a table in front of a restaurant, while another man crosses the street with a purple gift bag and rolling luggage. The waiter takes a break after cleaning up the cafe, and the last customer leaves."
983,A man in a black shirt and blue jeans crawls on a table.,A man wearing a black t-shirt.,A man wearing a red t-shirt.,neutral,contradiction,"A man in an apron sits at a table in front of a restaurant, while another man crosses the street with a purple gift bag and rolling luggage. The waiter takes a break after cleaning up the cafe, and the last customer leaves."
984,A surfer rides out the green and white waves.,A surfer is in the water.,A surfer is out of the dry waves.,entailment,contradiction,A rescue diver just getting out of the dirty water. The rescue diver is emerging from the dirty water.
985,A surfer rides out the green and white waves.,A surfer is in the water.,,entailment,neutral,A rescue diver just getting out of the dirty water. The rescue diver is emerging from the dirty water.
986,A woman enjoying some food with her thumb in her mouth.,Woman talking on telephone.,,contradiction,entailment,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
987,A woman enjoying some food with her thumb in her mouth.,Woman talking on telephone.,,contradiction,neutral,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
988,A young women in a green shirt and blue shorts is walking past a man with a grocery card full of clothes.,the young women is wearing green shorts and a blue shirt,,contradiction,entailment,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
989,A young women in a green shirt and blue shorts is walking past a man with a grocery card full of clothes.,the young women is wearing green shorts and a blue shirt,,contradiction,neutral,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
990,Two baseball players with black caps and red uniforms are playing baseball.,The two baseball players are winning,,neutral,contradiction,A goalie tries to catch a ball during a soccer game. a goalie is trying to catch the game tying ball.
991,Two baseball players with black caps and red uniforms are playing baseball.,The two baseball players are winning,,neutral,entailment,A goalie tries to catch a ball during a soccer game. a goalie is trying to catch the game tying ball.
992,There is snow on the ground and a bit on the roof of Adirondack Express.,The Adirondack Express and ground are covered in snow.,There is snow on the ground and no snow on the roof of Whiteface Mountain Express.,entailment,contradiction,A person is wearing a helmet and protective clothing while riding a four-wheeled vehicle. The person has a helmet on.
993,There is snow on the ground and a bit on the roof of Adirondack Express.,The Adirondack Express and ground are covered in snow.,There is some snow on the ground and some on the roof of Adirondack Express.,entailment,neutral,A person is wearing a helmet and protective clothing while riding a four-wheeled vehicle. The person has a helmet on.
994,"Three young girls are having fun, jumping and playing on the sidewalk.",The girls are playing hopscotch.,,neutral,contradiction,Several children playing outside. A lot of children are playing hopscotch in the driveway.
995,"Three young girls are having fun, jumping and playing on the sidewalk.",The girls are playing hopscotch.,,neutral,entailment,Several children playing outside. A lot of children are playing hopscotch in the driveway.
996,Man paddling in blue kayak in the water.,The man is sitting in the kayak.,,entailment,neutral,Three people are kayaking in dark waters. Three people are in a boat.
997,Man paddling in blue kayak in the water.,The man is sitting in the kayak.,,entailment,contradiction,Three people are kayaking in dark waters. Three people are in a boat.
998,People unloading goods from a truck.,"The people are sitting outside, eating ribs.",,contradiction,entailment,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
999,People unloading goods from a truck.,"The people are sitting outside, eating ribs.",,contradiction,neutral,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
1000,"A young child dressed in a yellow plaid shirt and a blue hat, sits and stares out at the water.",The child would like to swim.,,neutral,contradiction,"A little girl wearing a pink, yellow and white bathing suit, gets wet from a splash of water. A girl gets wet from a splash of water by her brother."
1001,"A young child dressed in a yellow plaid shirt and a blue hat, sits and stares out at the water.",The child would like to swim.,,neutral,entailment,"A little girl wearing a pink, yellow and white bathing suit, gets wet from a splash of water. A girl gets wet from a splash of water by her brother."
1002,Two men having an intense discussion over drinks.,Two men discuss a poker debt.,Two men discussing a poker debt.,neutral,entailment,"Two young men sitting at the end of a long table eating; there are 3 plates full of food, two glasses with a yellow colored drink and a small orange case on the table. A small light orange case is on the table."
1003,Two men having an intense discussion over drinks.,Two men discuss a poker debt.,,neutral,contradiction,"Two young men sitting at the end of a long table eating; there are 3 plates full of food, two glasses with a yellow colored drink and a small orange case on the table. A small light orange case is on the table."
1004,A large group of youths in similar red and white outfits play musical instruments in a stadium.,the students are asleep,,contradiction,entailment,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
1005,A large group of youths in similar red and white outfits play musical instruments in a stadium.,the students are asleep,,contradiction,neutral,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
1006,"Two men dressed in white shirts button down shirts, white hats, with blue scarves tied around their necks",They are going to church,"Two men dressed in black shirts button down shirts, black hats, with blue scarves tied around their ankles They are going to the bar.",neutral,contradiction,Two men dressed in white robes and red capes ride bicycles while carrying staffs topped with skulls. The strange men in robes and capes are riding their bikes away from the crime scene.
1007,"Two men dressed in white shirts button down shirts, white hats, with blue scarves tied around their necks",They are going to church,,neutral,entailment,Two men dressed in white robes and red capes ride bicycles while carrying staffs topped with skulls. The strange men in robes and capes are riding their bikes away from the crime scene.
1008,A kerchief-wearing man is sweeping debris at an event.,The event is a prom.,,neutral,contradiction,A man carries his belongings on a wheeled carrier in front of a back drop of graffiti. The man is homeless.
1009,A kerchief-wearing man is sweeping debris at an event.,The event is a prom.,,neutral,entailment,A man carries his belongings on a wheeled carrier in front of a back drop of graffiti. The man is homeless.
1010,A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.,"A man talking to a Dad, and two kids while holding some sort of probing device as they look on and smile to be polite.",,neutral,contradiction,A construction man appears to be staring at a device. The man is marveling at the technology.
1011,A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.,"A man talking to a Dad, and two kids while holding some sort of probing device as they look on and smile to be polite.",,neutral,entailment,A construction man appears to be staring at a device. The man is marveling at the technology.
1012,A man with sunglasses is helping a child with sunglasses slide down a slide.,Two people on a slide.,,entailment,neutral,A man is playing with a baby on a deck. A man plays with a baby.
1013,A man with sunglasses is helping a child with sunglasses slide down a slide.,Two people on a slide.,,entailment,contradiction,A man is playing with a baby on a deck. A man plays with a baby.
1014,An old man with a red scarf reading a newspaper on the subway.,The man is wearing a heavy coat.,,neutral,contradiction,A young man with blond dreadlocks sits on a wall reading a newspaper as a woman and a young girl pass by. The young man is reading the newspaper sports section with a mom and daughter walks to the movie theater.
1015,An old man with a red scarf reading a newspaper on the subway.,The man is wearing a heavy coat.,,neutral,entailment,A young man with blond dreadlocks sits on a wall reading a newspaper as a woman and a young girl pass by. The young man is reading the newspaper sports section with a mom and daughter walks to the movie theater.
1016,little girl walking with purse and doll,The little girl is sitting.,,contradiction,entailment,The little dog walking on the grass has a red bow in its hair. The dog is wearing a dress.
1017,little girl walking with purse and doll,The little girl is sitting.,,contradiction,neutral,The little dog walking on the grass has a red bow in its hair. The dog is wearing a dress.
1018,A group of children are playing on swings.,Some humans,,entailment,contradiction,A group of people play a game in the road. people playing a game
1019,A group of children are playing on swings.,Some humans,,entailment,neutral,A group of people play a game in the road. people playing a game
1020,A woman wearing a purple dress and black boots walks through a crowd drinking from a glass bottle.,The woman is drinking from a plastic bottle.,,contradiction,entailment,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
1021,A woman wearing a purple dress and black boots walks through a crowd drinking from a glass bottle.,The woman is drinking from a plastic bottle.,,contradiction,neutral,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
1022,"A couple of african children are wearing balloon hats, and are gazing at something.",The children have part of their head covered by balloons.,,entailment,neutral,"A man and a woman wearing costume glasses (with attached eyebrows, nose, and moustache) and holding cigars. A few people are displaying something on their face."
1023,"A couple of african children are wearing balloon hats, and are gazing at something.",The children have part of their head covered by balloons.,,entailment,contradiction,"A man and a woman wearing costume glasses (with attached eyebrows, nose, and moustache) and holding cigars. A few people are displaying something on their face."
1024,A person sitting outside facing a mountain sitting on a bench.,A person is standing by a mountain.,,contradiction,neutral,Two hikers walk along a path adjacent to an old wall. Two men sit at desks
1025,A person sitting outside facing a mountain sitting on a bench.,A person is standing by a mountain.,,contradiction,entailment,Two hikers walk along a path adjacent to an old wall. Two men sit at desks
1026,"A woman in a black shirt sitting behind a booth with a sign that reads ""Programmes & Ice Cream.",A woman sleeps on a couch.,,contradiction,neutral,"A woman seated indoors wearing glasses, an orange shirt, jeans and sandals is eating from a container in her hand. A woman wearing a green shirt eats at the table."
1027,"A woman in a black shirt sitting behind a booth with a sign that reads ""Programmes & Ice Cream.",A woman sleeps on a couch.,,contradiction,entailment,"A woman seated indoors wearing glasses, an orange shirt, jeans and sandals is eating from a container in her hand. A woman wearing a green shirt eats at the table."
1028,"Two guys, one wearing a Hawks jersey and the other wearing a Bulls jersey, are playing basketball.",Two men are playing with a ball.,,entailment,contradiction,One man in all black in a bowling ally who just bowled with an orange ball. A man is bowling.
1029,"Two guys, one wearing a Hawks jersey and the other wearing a Bulls jersey, are playing basketball.",Two men are playing with a ball.,,entailment,neutral,One man in all black in a bowling ally who just bowled with an orange ball. A man is bowling.
1030,"Little boy about 5 or 6 years old wearing dark blue, dripping wet in either a lake or river.",A young boy is swimming in a lake.,,neutral,contradiction,"A little girl wearing a pink, yellow and white bathing suit, gets wet from a splash of water. A girl gets wet from a splash of water by her brother."
1031,"Little boy about 5 or 6 years old wearing dark blue, dripping wet in either a lake or river.",A young boy is swimming in a lake.,A young boy is swimming in a lake.,neutral,entailment,"A little girl wearing a pink, yellow and white bathing suit, gets wet from a splash of water. A girl gets wet from a splash of water by her brother."
1032,A surfer in a blue wetsuit catches a wave while spectators watch in the foreground.,A surfer is in a blue wetsuit,,entailment,contradiction,A rescue diver just getting out of the dirty water. The rescue diver is emerging from the dirty water.
1033,A surfer in a blue wetsuit catches a wave while spectators watch in the foreground.,A surfer is in a blue wetsuit,,entailment,neutral,A rescue diver just getting out of the dirty water. The rescue diver is emerging from the dirty water.
1034,the little boy sitting next to the girl is covering his face with his hand.,A boy has accidentally said something he wasn't supposed to say.,,neutral,contradiction,A young blond girl with a red and blue mark on her cheek. a young girl with a bruise on her face
1035,the little boy sitting next to the girl is covering his face with his hand.,A boy has accidentally said something he wasn't supposed to say.,,neutral,entailment,A young blond girl with a red and blue mark on her cheek. a young girl with a bruise on her face
1036,Students attend a math lecture at university.,The young children are at the theater.,,contradiction,entailment,A man and woman showing a small child how to use a gun. Parents teaching their child the alphabet with crayons
1037,Students attend a math lecture at university.,The young children are at the theater.,,contradiction,neutral,A man and woman showing a small child how to use a gun. Parents teaching their child the alphabet with crayons
1038,A man taking a cellphone picture of a woman in white on a crowded street.,A woman takes a picture of a child.,,contradiction,entailment,A young girl plays with a neon-colored Slinky in a crowd of people on a street lined with flags. The Slinky is black.
1039,A man taking a cellphone picture of a woman in white on a crowded street.,A woman takes a picture of a child.,,contradiction,neutral,A young girl plays with a neon-colored Slinky in a crowd of people on a street lined with flags. The Slinky is black.
1040,Two young boys play with a puzzle in a classroom.,Two friends are playing a puzzle at home with there parents,,neutral,contradiction,Several children playing outside. A lot of children are playing hopscotch in the driveway.
1041,Two young boys play with a puzzle in a classroom.,Two friends are playing a puzzle at home with there parents,,neutral,entailment,Several children playing outside. A lot of children are playing hopscotch in the driveway.
1042,"A black man with sunglasses on his head, wearing a brown apron with a knife in his hand looking at chopped up food.",A man with pink sunglasses looking at chopped up nuts.,The man with pink sunglasses looks at the chopped up food.,neutral,entailment,"A man in an apron sits at a table in front of a restaurant, while another man crosses the street with a purple gift bag and rolling luggage. The waiter takes a break after cleaning up the cafe, and the last customer leaves."
1043,"A black man with sunglasses on his head, wearing a brown apron with a knife in his hand looking at chopped up food.",A man with pink sunglasses looking at chopped up nuts.,,neutral,contradiction,"A man in an apron sits at a table in front of a restaurant, while another man crosses the street with a purple gift bag and rolling luggage. The waiter takes a break after cleaning up the cafe, and the last customer leaves."
1044,People are upside-down on a roller coaster.,People on a roller coaster have their hands up.,,neutral,entailment,People laying in massage chairs. People enjoy the demo of the stores new massage chairs.
1045,People are upside-down on a roller coaster.,People on a roller coaster have their hands up.,,neutral,contradiction,People laying in massage chairs. People enjoy the demo of the stores new massage chairs.
1046,A young girl dressed all in pink is standing on a fence and looking at a horse.,A young boy dressed all in pink is standing on a fence and looking at the penguins at the zoo.,,contradiction,neutral,Two children feeding horses through a fence. Children are throwing rocks at small sheep.
1047,A young girl dressed all in pink is standing on a fence and looking at a horse.,A young boy dressed all in pink is standing on a fence and looking at the penguins at the zoo.,,contradiction,entailment,Two children feeding horses through a fence. Children are throwing rocks at small sheep.
1048,A woman eats while a dog sits next to her and a man.,A couple is sitting next to an animal.,,entailment,contradiction,"A man and a woman seated at a table, having drinks and deep in conversation. Two people are speaking with each other."
1049,A woman eats while a dog sits next to her and a man.,A couple is sitting next to an animal.,,entailment,neutral,"A man and a woman seated at a table, having drinks and deep in conversation. Two people are speaking with each other."
1050,A group of woman in red shirts are singing.,The group of women are playing musical instruments and dancing.,They are singing. They are playing musical instruments and dancing.,contradiction,neutral,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
1051,A group of woman in red shirts are singing.,The group of women are playing musical instruments and dancing.,,contradiction,entailment,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
1052,A dentist patient is having his teeth looked at,The dentist is pulling out the patients teeth.,The dentist is examining the patients teeth.,contradiction,entailment,A young man sits at a workbench amidst a number of work tools including wire cutters working on what appears to be a large ornate necklace. The man is old.
1053,A dentist patient is having his teeth looked at,The dentist is pulling out the patients teeth.,,contradiction,neutral,A young man sits at a workbench amidst a number of work tools including wire cutters working on what appears to be a large ornate necklace. The man is old.
1054,Man in a camel colored jacket that is standing looking at the stone walkway.,Person is on a path.,Place is on a chair.,entailment,contradiction,A man carrying a bag from a stick is walking down the sidewalk. There is a man walking.
1055,Man in a camel colored jacket that is standing looking at the stone walkway.,Person is on a path.,,entailment,neutral,A man carrying a bag from a stick is walking down the sidewalk. There is a man walking.
1056,A mother and a child are interacting in a retro-styled room.,The woman and the child are indoors.,,entailment,contradiction,A young child wearing a pink top is with a female adult. A kid is with a woman.
1057,A mother and a child are interacting in a retro-styled room.,The woman and the child are indoors.,,entailment,neutral,A young child wearing a pink top is with a female adult. A kid is with a woman.
1058,A girl eats her food on the counter.,A girl eats food at a counter,,entailment,neutral,A girl is standing and another one is sitting by a tree. There are two girls.
1059,A girl eats her food on the counter.,A girl eats food at a counter,A boy does not eat no food at a no counter.,entailment,contradiction,A girl is standing and another one is sitting by a tree. There are two girls.
1060,A child is splashed by water in an indoor swimming pool.,A child is splashed by his father in the pool.,A child is splashed by his father outside the pool.,neutral,contradiction,"A little girl wearing a pink, yellow and white bathing suit, gets wet from a splash of water. A girl gets wet from a splash of water by her brother."
1061,A child is splashed by water in an indoor swimming pool.,A child is splashed by his father in the pool.,,neutral,entailment,"A little girl wearing a pink, yellow and white bathing suit, gets wet from a splash of water. A girl gets wet from a splash of water by her brother."
1062,A peoples wearing all black clothes,The people are all wearing white clothes.,None of the people are wearing black clothes.,contradiction,entailment,A group of women in white robes walk through the grass. women walk through the sand
1063,A peoples wearing all black clothes,The people are all wearing white clothes.,,contradiction,neutral,A group of women in white robes walk through the grass. women walk through the sand
1064,A snowboarder flips upside down with a snow covered hill in the background.,Someone is snowboarding outside.,,entailment,contradiction,A person is wearing a helmet and protective clothing while riding a four-wheeled vehicle. The person has a helmet on.
1065,A snowboarder flips upside down with a snow covered hill in the background.,Someone is snowboarding outside.,,entailment,neutral,A person is wearing a helmet and protective clothing while riding a four-wheeled vehicle. The person has a helmet on.
1066,"A young guy, probably in his early twenties, shows off his culinary skills with pride.",The guy is over the age of ten.,The guy is clearly over the age of sixty.,entailment,contradiction,A young man in front of a grill laughs while pointing at something to his left. A man is outside
1067,"A young guy, probably in his early twenties, shows off his culinary skills with pride.",The guy is over the age of ten.,,entailment,neutral,A young man in front of a grill laughs while pointing at something to his left. A man is outside
1068,A dark-haired woman in a white dress adjusts her high heel as she stands beside a table with a white tablecloth and two chairs beside a body of water.,A woman is outdoors preparing to serve a party by the lake,A woman beside a table with a white tablecloth and two chairs by the lake.,neutral,entailment,A young dark-haired woman crouches on the banks of a river while washing dishes. A woman washes dishes in the river while camping.
1069,A dark-haired woman in a white dress adjusts her high heel as she stands beside a table with a white tablecloth and two chairs beside a body of water.,A woman is outdoors preparing to serve a party by the lake,,neutral,contradiction,A young dark-haired woman crouches on the banks of a river while washing dishes. A woman washes dishes in the river while camping.
1070,female ballerina doing a pose up on her toes of foot in a large room with a red floor.,Male balerina eating a sandwich.,,contradiction,neutral,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
1071,female ballerina doing a pose up on her toes of foot in a large room with a red floor.,Male balerina eating a sandwich.,,contradiction,entailment,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
1072,Two women talk while working with dough in a commercial kitchen.,A tiger runs through the jungle.,,contradiction,entailment,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
1073,Two women talk while working with dough in a commercial kitchen.,A tiger runs through the jungle.,,contradiction,neutral,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
1074,A sad looking dog sitting next to shrubs.,A sad dog sits beside some bushes.,A happy dog stands across from a tree.,entailment,contradiction,A dog begins to climb a brick staircase near plants. A dog is going up the stairs.
1075,A sad looking dog sitting next to shrubs.,A sad dog sits beside some bushes.,A sad dog appears next to the shrubs.,entailment,neutral,A dog begins to climb a brick staircase near plants. A dog is going up the stairs.
1076,A girls is jumping in the sand.,She is at the beach in her bathing suit.,,neutral,entailment,a girl wearing pink shoes jumps off a swing in a park. The girl is wearing a pink ribbon.
1077,A girls is jumping in the sand.,She is at the beach in her bathing suit.,,neutral,contradiction,a girl wearing pink shoes jumps off a swing in a park. The girl is wearing a pink ribbon.
1078,"A balding male in a yellow shirt sitting down, watching a crowd of people.",Nobody is sitting,,contradiction,entailment,A group of onlookers glance at a person doing a strange trick on her head. A boy does a card trick.
1079,"A balding male in a yellow shirt sitting down, watching a crowd of people.",Nobody is sitting,,contradiction,neutral,A group of onlookers glance at a person doing a strange trick on her head. A boy does a card trick.
1080,Six skimpily dressed cheerleaders with pompoms are standing at the game field sidelines during an outside event.,The cheerleaders are outside.,,entailment,contradiction,Three young women pose for the camera at a parade. Three young women are dressed for the parade.
1081,Six skimpily dressed cheerleaders with pompoms are standing at the game field sidelines during an outside event.,The cheerleaders are outside.,Six tall cheerleaders with pompoms are standing at the game field sidelines during an outside event.,entailment,neutral,Three young women pose for the camera at a parade. Three young women are dressed for the parade.
1082,An asian girl is running outside.,A child is outdoors.,,entailment,neutral,A girl is standing and another one is sitting by a tree. There are two girls.
1083,An asian girl is running outside.,A child is outdoors.,,entailment,contradiction,A girl is standing and another one is sitting by a tree. There are two girls.
1084,A man talking to other men while behind a camera on a tripod.,Men talking to each other,,entailment,neutral,This is a man in a photo booth. A man in a photo booth.
1085,A man talking to other men while behind a camera on a tripod.,Men talking to each other,,entailment,contradiction,This is a man in a photo booth. A man in a photo booth.
1086,A large crowd of spectators and photographers stands behind a barrier while two police officers stand guard.,A mother opens the door to her son's room.,A,contradiction,entailment,A group of onlookers glance at a person doing a strange trick on her head. A boy does a card trick.
1087,A large crowd of spectators and photographers stands behind a barrier while two police officers stand guard.,A mother opens the door to her son's room.,,contradiction,neutral,A group of onlookers glance at a person doing a strange trick on her head. A boy does a card trick.
1088,Children playing soccer on a nice day.,They are in a soccer tournament.,,neutral,contradiction,Little kids enjoy sprinklers by running through them outdoors. Children try to cool down on the lawn.
1089,Children playing soccer on a nice day.,They are in a soccer tournament.,,neutral,entailment,Little kids enjoy sprinklers by running through them outdoors. Children try to cool down on the lawn.
1090,Two women with black hair stand in front of plywood.,Two women picking up plywood to build a fort.,,neutral,contradiction,"A girl in a green knit cap stands ready to push a sled, with a little boy behind her. A sad girl in a green knit cap stands ready to push a sled, with a little boy behind her."
1091,Two women with black hair stand in front of plywood.,Two women picking up plywood to build a fort.,Two women with black hair stand in front of plywood holding plywood building a fort.,neutral,entailment,"A girl in a green knit cap stands ready to push a sled, with a little boy behind her. A sad girl in a green knit cap stands ready to push a sled, with a little boy behind her."
1092,A girl is splashed with water as she plays outdoors with other children.,Siblings splashing their sister with water.,,neutral,contradiction,"A little girl wearing a pink, yellow and white bathing suit, gets wet from a splash of water. A girl gets wet from a splash of water by her brother."
1093,A girl is splashed with water as she plays outdoors with other children.,Siblings splashing their sister with water.,,neutral,entailment,"A little girl wearing a pink, yellow and white bathing suit, gets wet from a splash of water. A girl gets wet from a splash of water by her brother."
1094,A black man in a blue shirt stands next to a black man in a red robe.,Two men in robes stand near each other.,,entailment,contradiction,One man in all black in a bowling ally who just bowled with an orange ball. A man is bowling.
1095,A black man in a blue shirt stands next to a black man in a red robe.,Two men in robes stand near each other.,,entailment,neutral,One man in all black in a bowling ally who just bowled with an orange ball. A man is bowling.
1096,An older gentleman in overalls standing next to his two hitched horses.,An old man and his farming horses.,,neutral,entailment,A man on a bicycle stops for a rest with his leashed dogs. The man has three dogs with him.
1097,An older gentleman in overalls standing next to his two hitched horses.,An old man and his farming horses.,,neutral,contradiction,A man on a bicycle stops for a rest with his leashed dogs. The man has three dogs with him.
1098,Two men in had hats are on ladders working on a house.,Construction workers are fixing a roof.,Police officers are arresting people in.,neutral,contradiction,A group of men are on scaffolds painting a wall. The men are painting the wall black.
1099,Two men in had hats are on ladders working on a house.,Construction workers are fixing a roof.,,neutral,entailment,A group of men are on scaffolds painting a wall. The men are painting the wall black.
1100,"Three men, two with white shirts who appear to be host to a Rodeo House, and the third man with the brown shirt rides a wild horse.",three men are pictured,,entailment,neutral,"Four men riding in a gray, fast moving boat appear to be wearing vests. Four men ride in a fast boat."
1101,"Three men, two with white shirts who appear to be host to a Rodeo House, and the third man with the brown shirt rides a wild horse.",three men are pictured,"Five women, two with black shirts, who appear to be host to a backyard BBQ, and the third woman with the purple shirt rides a stationary",entailment,contradiction,"Four men riding in a gray, fast moving boat appear to be wearing vests. Four men ride in a fast boat."
1102,A biker spins his bike in the air above the ground.,a woman is driving a car,,contradiction,neutral,A race car driver with a red suit and colorful helmet drives a car on the street with the number 12 on the front. A race car driver is riding in an 18-wheeler.
1103,A biker spins his bike in the air above the ground.,a woman is driving a car,,contradiction,entailment,A race car driver with a red suit and colorful helmet drives a car on the street with the number 12 on the front. A race car driver is riding in an 18-wheeler.
1104,A woman standing in front of water and dry grass smiles.,The woman is sitting down.,,contradiction,entailment,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
1105,A woman standing in front of water and dry grass smiles.,The woman is sitting down.,,contradiction,neutral,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
1106,Two men in brown robes walk away from a columned building.,Two men were outdoors walking.,,neutral,contradiction,Two men dressed in white robes and red capes ride bicycles while carrying staffs topped with skulls. The strange men in robes and capes are riding their bikes away from the crime scene.
1107,Two men in brown robes walk away from a columned building.,Two men were outdoors walking.,,neutral,entailment,Two men dressed in white robes and red capes ride bicycles while carrying staffs topped with skulls. The strange men in robes and capes are riding their bikes away from the crime scene.
