,original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
1025,A person sitting outside facing a mountain sitting on a bench.,A person is standing by a mountain.,A person is sitting by a mountain.,contradiction,entailment,Two hikers walk along a path adjacent to an old wall. Two men sit at desks
1026,"A woman in a black shirt sitting behind a booth with a sign that reads ""Programmes & Ice Cream.",A woman sleeps on a couch.,A woman in a nightgown sitting on the couch is taking a nap.,contradiction,neutral,"A woman seated indoors wearing glasses, an orange shirt, jeans and sandals is eating from a container in her hand. A woman wearing a green shirt eats at the table."
1027,"A woman in a black shirt sitting behind a booth with a sign that reads ""Programmes & Ice Cream.",A woman sleeps on a couch.,A woman sits on a couch and rests.,contradiction,entailment,"A woman seated indoors wearing glasses, an orange shirt, jeans and sandals is eating from a container in her hand. A woman wearing a green shirt eats at the table."
1028,"Two guys, one wearing a Hawks jersey and the other wearing a Bulls jersey, are playing basketball.",Two men are playing with a ball.,Two men are not playing with a ball.,entailment,contradiction,One man in all black in a bowling ally who just bowled with an orange ball. A man is bowling.
1029,"Two guys, one wearing a Hawks jersey and the other wearing a Bulls jersey, are playing basketball.",Two men are playing with a ball.,Two men are playing a sport with a ball.,entailment,neutral,One man in all black in a bowling ally who just bowled with an orange ball. A man is bowling.
1030,"Little boy about 5 or 6 years old wearing dark blue, dripping wet in either a lake or river.",A young boy is swimming in a lake.,A young boy is not swimming in a lake.,neutral,contradiction,"A little girl wearing a pink, yellow and white bathing suit, gets wet from a splash of water. A girl gets wet from a splash of water by her brother."
1031,"Little boy about 5 or 6 years old wearing dark blue, dripping wet in either a lake or river.",A young boy is swimming in a lake.,"Little boy about 5 or 6 years old wearing dark blue, dripping wet, is swimming in a lake or river.",neutral,entailment,"A little girl wearing a pink, yellow and white bathing suit, gets wet from a splash of water. A girl gets wet from a splash of water by her brother."
1032,A surfer in a blue wetsuit catches a wave while spectators watch in the foreground.,A surfer is in a blue wetsuit,A surfer in a blue wetsuit catches a wave without spectators watching in the foreground.,entailment,contradiction,A rescue diver just getting out of the dirty water. The rescue diver is emerging from the dirty water.
1033,A surfer in a blue wetsuit catches a wave while spectators watch in the foreground.,A surfer is in a blue wetsuit,A surfer in a blue wetsuit,entailment,neutral,A rescue diver just getting out of the dirty water. The rescue diver is emerging from the dirty water.
1034,the little boy sitting next to the girl is covering his face with his hand.,A boy has accidentally said something he wasn't supposed to say.,The little boy is not covering his face with his hand and has not accidentally said something he wasn't supposed to say.,neutral,contradiction,A young blond girl with a red and blue mark on her cheek. a young girl with a bruise on her face
1035,the little boy sitting next to the girl is covering his face with his hand.,A boy has accidentally said something he wasn't supposed to say.,a boy covers his face.,neutral,entailment,A young blond girl with a red and blue mark on her cheek. a young girl with a bruise on her face
1036,Students attend a math lecture at university.,The young children are at the theater.,"Students attend a math lecture at university and are at the theater (This is not entailing as there is an extra ""and are at the theater"" part).",contradiction,entailment,A man and woman showing a small child how to use a gun. Parents teaching their child the alphabet with crayons
1037,Students attend a math lecture at university.,The young children are at the theater.,,contradiction,neutral,A man and woman showing a small child how to use a gun. Parents teaching their child the alphabet with crayons
1038,A man taking a cellphone picture of a woman in white on a crowded street.,A woman takes a picture of a child.,A woman takes a picture of a woman or a child.,contradiction,entailment,A young girl plays with a neon-colored Slinky in a crowd of people on a street lined with flags. The Slinky is black.
1039,A man taking a cellphone picture of a woman in white on a crowded street.,A woman takes a picture of a child.,People in the crowd are taking pictures.,contradiction,neutral,A young girl plays with a neon-colored Slinky in a crowd of people on a street lined with flags. The Slinky is black.
1040,Two young boys play with a puzzle in a classroom.,Two friends are playing a puzzle at home with there parents,Two friends are playing a puzzle alone in a classroom.,neutral,contradiction,Several children playing outside. A lot of children are playing hopscotch in the driveway.
1041,Two young boys play with a puzzle in a classroom.,Two friends are playing a puzzle at home with there parents,Two friends are playing a puzzle in a classroom.,neutral,entailment,Several children playing outside. A lot of children are playing hopscotch in the driveway.
1042,"A black man with sunglasses on his head, wearing a brown apron with a knife in his hand looking at chopped up food.",A man with pink sunglasses looking at chopped up nuts.,A man in sunglasses is chopping nuts.,neutral,entailment,"A man in an apron sits at a table in front of a restaurant, while another man crosses the street with a purple gift bag and rolling luggage. The waiter takes a break after cleaning up the cafe, and the last customer leaves."
1043,"A black man with sunglasses on his head, wearing a brown apron with a knife in his hand looking at chopped up food.",A man with pink sunglasses looking at chopped up nuts.,Woman with black sunglasses looks at raw meat.,neutral,contradiction,"A man in an apron sits at a table in front of a restaurant, while another man crosses the street with a purple gift bag and rolling luggage. The waiter takes a break after cleaning up the cafe, and the last customer leaves."
1044,People are upside-down on a roller coaster.,People on a roller coaster have their hands up.,People are upside-down on a roller coaster with their hands up.,neutral,entailment,People laying in massage chairs. People enjoy the demo of the stores new massage chairs.
1045,People are upside-down on a roller coaster.,People on a roller coaster have their hands up.,People on a roller coaster have their hands down.,neutral,contradiction,People laying in massage chairs. People enjoy the demo of the stores new massage chairs.
1046,A young girl dressed all in pink is standing on a fence and looking at a horse.,A young boy dressed all in pink is standing on a fence and looking at the penguins at the zoo.,A young boy dressed all in pink is standing on a fence and observing horses in a ranch.,contradiction,neutral,Two children feeding horses through a fence. Children are throwing rocks at small sheep.
1047,A young girl dressed all in pink is standing on a fence and looking at a horse.,A young boy dressed all in pink is standing on a fence and looking at the penguins at the zoo.,A young boy dressed all in pink is standing on a fence and looking at the horse.,contradiction,entailment,Two children feeding horses through a fence. Children are throwing rocks at small sheep.
1048,A woman eats while a dog sits next to her and a man.,A couple is sitting next to an animal.,A couple are sitting alone far away from an animal.,entailment,contradiction,"A man and a woman seated at a table, having drinks and deep in conversation. Two people are speaking with each other."
1049,A woman eats while a dog sits next to her and a man.,A couple is sitting next to an animal.,A couple is in the same room.,entailment,neutral,"A man and a woman seated at a table, having drinks and deep in conversation. Two people are speaking with each other."
1050,A group of woman in red shirts are singing.,The group of women are playing musical instruments and dancing.,A group of women accompany the singing with musical instruments.,contradiction,neutral,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
1051,A group of woman in red shirts are singing.,The group of women are playing musical instruments and dancing.,"A group of women sing, play musical instruments, and dance in their red shirts.",contradiction,entailment,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
1052,A dentist patient is having his teeth looked at,The dentist is pulling out the patients teeth.,The dentist is examining and pulling out the patient's teeth.,contradiction,entailment,A young man sits at a workbench amidst a number of work tools including wire cutters working on what appears to be a large ornate necklace. The man is old.
1053,A dentist patient is having his teeth looked at,The dentist is pulling out the patients teeth.,The dentist examines the teeth.,contradiction,neutral,A young man sits at a workbench amidst a number of work tools including wire cutters working on what appears to be a large ornate necklace. The man is old.
1054,Man in a camel colored jacket that is standing looking at the stone walkway.,Person is on a path.,Woman in a red dress is sitting and turning away from the stone walkway. Dog is off the path.,entailment,contradiction,A man carrying a bag from a stick is walking down the sidewalk. There is a man walking.
1055,Man in a camel colored jacket that is standing looking at the stone walkway.,Person is on a path.,Person dressed in a camel colored jacket is present on the path.,entailment,neutral,A man carrying a bag from a stick is walking down the sidewalk. There is a man walking.
1056,A mother and a child are interacting in a retro-styled room.,The woman and the child are indoors.,The woman and the child are in an outdoor setting. A man and a dog are in the room.,entailment,contradiction,A young child wearing a pink top is with a female adult. A kid is with a woman.
1057,A mother and a child are interacting in a retro-styled room.,The woman and the child are indoors.,The woman and the child are inside.,entailment,neutral,A young child wearing a pink top is with a female adult. A kid is with a woman.
1058,A girl eats her food on the counter.,A girl eats food at a counter,A woman is by the counter with food.,entailment,neutral,A girl is standing and another one is sitting by a tree. There are two girls.
1059,A girl eats her food on the counter.,A girl eats food at a counter,Another girl does not eat food off the counter. (OR) Another girl does not eat food on the counter.,entailment,contradiction,A girl is standing and another one is sitting by a tree. There are two girls.
1060,A child is splashed by water in an indoor swimming pool.,A child is splashed by his father in the pool.,A child is not splashed by an octopus in the pool.,neutral,contradiction,"A little girl wearing a pink, yellow and white bathing suit, gets wet from a splash of water. A girl gets wet from a splash of water by her brother."
1061,A child is splashed by water in an indoor swimming pool.,A child is splashed by his father in the pool.,A child is splashed by water in an indoor swimming pool by his father.,neutral,entailment,"A little girl wearing a pink, yellow and white bathing suit, gets wet from a splash of water. A girl gets wet from a splash of water by her brother."
1062,A peoples wearing all black clothes,The people are all wearing white clothes.,The people are wearing white clothes.,contradiction,entailment,A group of women in white robes walk through the grass. women walk through the sand
1063,A peoples wearing all black clothes,The people are all wearing white clothes.,The people are all wearing black clothes.,contradiction,neutral,A group of women in white robes walk through the grass. women walk through the sand
1064,A snowboarder flips upside down with a snow covered hill in the background.,Someone is snowboarding outside.,No one is snowboarding inside.,entailment,contradiction,A person is wearing a helmet and protective clothing while riding a four-wheeled vehicle. The person has a helmet on.
1065,A snowboarder flips upside down with a snow covered hill in the background.,Someone is snowboarding outside.,Snowboarding is happening outside.,entailment,neutral,A person is wearing a helmet and protective clothing while riding a four-wheeled vehicle. The person has a helmet on.
1066,"A young guy, probably in his early twenties, shows off his culinary skills with pride.",The guy is over the age of ten.,"A young guy, under ten years old, scolds his younger sibling for touching the pot.",entailment,contradiction,A young man in front of a grill laughs while pointing at something to his left. A man is outside
1067,"A young guy, probably in his early twenties, shows off his culinary skills with pride.",The guy is over the age of ten.,A person cooks with confidence.,entailment,neutral,A young man in front of a grill laughs while pointing at something to his left. A man is outside
1068,A dark-haired woman in a white dress adjusts her high heel as she stands beside a table with a white tablecloth and two chairs beside a body of water.,A woman is outdoors preparing to serve a party by the lake,A woman is outdoors serving a meal beside a body of water.,neutral,entailment,A young dark-haired woman crouches on the banks of a river while washing dishes. A woman washes dishes in the river while camping.
1069,A dark-haired woman in a white dress adjusts her high heel as she stands beside a table with a white tablecloth and two chairs beside a body of water.,A woman is outdoors preparing to serve a party by the lake,A woman is indoors.,neutral,contradiction,A young dark-haired woman crouches on the banks of a river while washing dishes. A woman washes dishes in the river while camping.
1070,female ballerina doing a pose up on her toes of foot in a large room with a red floor.,Male balerina eating a sandwich.,Male ballet dancer rehearsing off stage.,contradiction,neutral,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
1071,female ballerina doing a pose up on her toes of foot in a large room with a red floor.,Male balerina eating a sandwich.,Female ballerina performs a pose in a large room with a red floor. Male balerina is not performing a pose while holding feet up.,contradiction,entailment,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
1072,Two women talk while working with dough in a commercial kitchen.,A tiger runs through the jungle.,"When working in a commercial kitchen, a tiger runs through the jungle.",contradiction,entailment,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
1073,Two women talk while working with dough in a commercial kitchen.,A tiger runs through the jungle.,A tiger is observed in its natural habitat.,contradiction,neutral,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
1074,A sad looking dog sitting next to shrubs.,A sad dog sits beside some bushes.,A sad looking dog roams far from open fields.,entailment,contradiction,A dog begins to climb a brick staircase near plants. A dog is going up the stairs.
1075,A sad looking dog sitting next to shrubs.,A sad dog sits beside some bushes.,A sad looking dog is near shrubbery.,entailment,neutral,A dog begins to climb a brick staircase near plants. A dog is going up the stairs.
1076,A girls is jumping in the sand.,She is at the beach in her bathing suit.,She is at the beach.,neutral,entailment,a girl wearing pink shoes jumps off a swing in a park. The girl is wearing a pink ribbon.
1077,A girls is jumping in the sand.,She is at the beach in her bathing suit.,She is not in her bathing suit.,neutral,contradiction,a girl wearing pink shoes jumps off a swing in a park. The girl is wearing a pink ribbon.
1078,"A balding male in a yellow shirt sitting down, watching a crowd of people.",Nobody is sitting,He is not sitting.,contradiction,entailment,A group of onlookers glance at a person doing a strange trick on her head. A boy does a card trick.
1079,"A balding male in a yellow shirt sitting down, watching a crowd of people.",Nobody is sitting,There is no one sitting in the crowd.,contradiction,neutral,A group of onlookers glance at a person doing a strange trick on her head. A boy does a card trick.
1080,Six skimpily dressed cheerleaders with pompoms are standing at the game field sidelines during an outside event.,The cheerleaders are outside.,The cheerleaders are inside.,entailment,contradiction,Three young women pose for the camera at a parade. Three young women are dressed for the parade.
1081,Six skimpily dressed cheerleaders with pompoms are standing at the game field sidelines during an outside event.,The cheerleaders are outside.,Six cheerleaders with pompoms are present during an outside event.,entailment,neutral,Three young women pose for the camera at a parade. Three young women are dressed for the parade.
1082,An asian girl is running outside.,A child is outdoors.,A person is indoors or outdoors.,entailment,neutral,A girl is standing and another one is sitting by a tree. There are two girls.
1083,An asian girl is running outside.,A child is outdoors.,An asian girl is running outside. It is not the case that a child is outdoors.,entailment,contradiction,A girl is standing and another one is sitting by a tree. There are two girls.
1084,A man talking to other men while behind a camera on a tripod.,Men talking to each other,Men are present in the same room.,entailment,neutral,This is a man in a photo booth. A man in a photo booth.
1085,A man talking to other men while behind a camera on a tripod.,Men talking to each other,Men not talking to each other or Men talking to a woman.,entailment,contradiction,This is a man in a photo booth. A man in a photo booth.
1086,A large crowd of spectators and photographers stands behind a barrier while two police officers stand guard.,A mother opens the door to her son's room.,A mob of onlookers pushes aside the barrier and mother enters her son's room.,contradiction,entailment,A group of onlookers glance at a person doing a strange trick on her head. A boy does a card trick.
1087,A large crowd of spectators and photographers stands behind a barrier while two police officers stand guard.,A mother opens the door to her son's room.,A person enters a house.,contradiction,neutral,A group of onlookers glance at a person doing a strange trick on her head. A boy does a card trick.
1088,Children playing soccer on a nice day.,They are in a soccer tournament.,Children are not in a soccer tournament.,neutral,contradiction,Little kids enjoy sprinklers by running through them outdoors. Children try to cool down on the lawn.
1089,Children playing soccer on a nice day.,They are in a soccer tournament.,Children are playing soccer in a soccer tournament.,neutral,entailment,Little kids enjoy sprinklers by running through them outdoors. Children try to cool down on the lawn.
1090,Two women with black hair stand in front of plywood.,Two women picking up plywood to build a fort.,"Two women stand in front of plywood, without plywood. ",neutral,contradiction,"A girl in a green knit cap stands ready to push a sled, with a little boy behind her. A sad girl in a green knit cap stands ready to push a sled, with a little boy behind her."
1091,Two women with black hair stand in front of plywood.,Two women picking up plywood to build a fort.,Two women constructing a fort with plywood.,neutral,entailment,"A girl in a green knit cap stands ready to push a sled, with a little boy behind her. A sad girl in a green knit cap stands ready to push a sled, with a little boy behind her."
1092,A girl is splashed with water as she plays outdoors with other children.,Siblings splashing their sister with water.,Siblings not splashing their sister with water.,neutral,contradiction,"A little girl wearing a pink, yellow and white bathing suit, gets wet from a splash of water. A girl gets wet from a splash of water by her brother."
1093,A girl is splashed with water as she plays outdoors with other children.,Siblings splashing their sister with water.,Children splash her with water.,neutral,entailment,"A little girl wearing a pink, yellow and white bathing suit, gets wet from a splash of water. A girl gets wet from a splash of water by her brother."
1094,A black man in a blue shirt stands next to a black man in a red robe.,Two men in robes stand near each other.,Two men in robes stand far from each other.,entailment,contradiction,One man in all black in a bowling ally who just bowled with an orange ball. A man is bowling.
1095,A black man in a blue shirt stands next to a black man in a red robe.,Two men in robes stand near each other.,Two men are in the same room.,entailment,neutral,One man in all black in a bowling ally who just bowled with an orange ball. A man is bowling.
1096,An older gentleman in overalls standing next to his two hitched horses.,An old man and his farming horses.,The older gentleman and his farming horses are hitched next to him.,neutral,entailment,A man on a bicycle stops for a rest with his leashed dogs. The man has three dogs with him.
1097,An older gentleman in overalls standing next to his two hitched horses.,An old man and his farming horses.,A young man is selling the horses in the city square.,neutral,contradiction,A man on a bicycle stops for a rest with his leashed dogs. The man has three dogs with him.
1098,Two men in had hats are on ladders working on a house.,Construction workers are fixing a roof.,Construction workers are destroying the car windshield.,neutral,contradiction,A group of men are on scaffolds painting a wall. The men are painting the wall black.
1099,Two men in had hats are on ladders working on a house.,Construction workers are fixing a roof.,Two men in hats are on ladders working on a house. Construction workers are repairing the roof.,neutral,entailment,A group of men are on scaffolds painting a wall. The men are painting the wall black.
1100,"Three men, two with white shirts who appear to be host to a Rodeo House, and the third man with the brown shirt rides a wild horse.",three men are pictured,'',entailment,neutral,"Four men riding in a gray, fast moving boat appear to be wearing vests. Four men ride in a fast boat."
1101,"Three men, two with white shirts who appear to be host to a Rodeo House, and the third man with the brown shirt rides a wild horse.",three men are pictured,Five women dance together in a large ballroom.,entailment,contradiction,"Four men riding in a gray, fast moving boat appear to be wearing vests. Four men ride in a fast boat."
1102,A biker spins his bike in the air above the ground.,a woman is driving a car,a person is driving a car.,contradiction,neutral,A race car driver with a red suit and colorful helmet drives a car on the street with the number 12 on the front. A race car driver is riding in an 18-wheeler.
1103,A biker spins his bike in the air above the ground.,a woman is driving a car,a person is driving a vehicle.,contradiction,entailment,A race car driver with a red suit and colorful helmet drives a car on the street with the number 12 on the front. A race car driver is riding in an 18-wheeler.
1104,A woman standing in front of water and dry grass smiles.,The woman is sitting down.,"A woman is standing near the water or near dry grass, with a smiling face.",contradiction,entailment,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
1105,A woman standing in front of water and dry grass smiles.,The woman is sitting down.,The woman is resting.,contradiction,neutral,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
1106,Two men in brown robes walk away from a columned building.,Two men were outdoors walking.,One man was carrying.,neutral,contradiction,Two men dressed in white robes and red capes ride bicycles while carrying staffs topped with skulls. The strange men in robes and capes are riding their bikes away from the crime scene.
1107,Two men in brown robes walk away from a columned building.,Two men were outdoors walking.,Two men in brown robes are walking away from a columned building.,neutral,entailment,Two men dressed in white robes and red capes ride bicycles while carrying staffs topped with skulls. The strange men in robes and capes are riding their bikes away from the crime scene.
1108,An elderly man is holding and looking at another man's hand.,The man holding his brother's hand.,An elderly man is holding another man's hand.,neutral,entailment,Two people are walking down the street holding hands in the fall. A couple is looking for a house.
1109,An elderly man is holding and looking at another man's hand.,The man holding his brother's hand.,The man holding a stranger's hand.,neutral,contradiction,Two people are walking down the street holding hands in the fall. A couple is looking for a house.
1110,"A man in a superhero costume, complete with mask and cape, posing in a public venue with pedestrians around.",A man has a police costume.,A man wears a police uniform.,contradiction,neutral,"An entertainer in a black shirt with a red tie and red suspenders, in Toronto, is playing with fire. Two dogs play around with a yellow tennis ball."
1111,"A man in a superhero costume, complete with mask and cape, posing in a public venue with pedestrians around.",A man has a police costume.,The man in the superhero costume is wearing a police uniform.,contradiction,entailment,"An entertainer in a black shirt with a red tie and red suspenders, in Toronto, is playing with fire. Two dogs play around with a yellow tennis ball."
1112,An elderly woman wearing a flower shirt patiently waits for the train to stop.,An elderly lady waiting for her train.,An elderly woman arriving by car does not wait for her train.,neutral,contradiction,A woman wearing a yellow and white outfit is exiting the vehicle while using city transportation. A woman dressed in white pants and a yellow blouse exits the large city bus.
1113,An elderly woman wearing a flower shirt patiently waits for the train to stop.,An elderly lady waiting for her train.,An elderly woman patiently waits for the train to stop.,neutral,entailment,A woman wearing a yellow and white outfit is exiting the vehicle while using city transportation. A woman dressed in white pants and a yellow blouse exits the large city bus.
1114,"A smiling woman in a black suit is standing in front of an audience in a bookstore or library, holding a book and smiling at them.",The woman is smiling.,The woman is smiling somewhere with a book.,entailment,neutral,A lady in a red sweatshirt opening a present. The lady is wearing red.
1115,"A smiling woman in a black suit is standing in front of an audience in a bookstore or library, holding a book and smiling at them.",The woman is smiling.,"A woman is not smiling. She is not standing in front of an audience in a bookstore or library, not holding a book and not smiling at them.",entailment,contradiction,A lady in a red sweatshirt opening a present. The lady is wearing red.
1116,Construction is paused after steamroller flattens the ground.,Construction is ongoing,The ground is flattened by a steamroller before construction starts.,contradiction,entailment,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
1117,Construction is paused after steamroller flattens the ground.,Construction is ongoing,Construction is continuing during the steamroller process.,contradiction,neutral,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
1118,a woman wearing sunglasses sits inside of a building with several other people looking outside.,The woman is not wearing glasses.,"A woman wearing glasses, but perhaps not sunglasses, sits indoors with several other people looking outside.",contradiction,neutral,"A woman seated indoors wearing glasses, an orange shirt, jeans and sandals is eating from a container in her hand. A woman wearing a green shirt eats at the table."
1119,a woman wearing sunglasses sits inside of a building with several other people looking outside.,The woman is not wearing glasses.,A woman wearing sunglasses sits inside of a building with several other people looking outside. She is wearing regular glasses instead of sunglasses.,contradiction,entailment,"A woman seated indoors wearing glasses, an orange shirt, jeans and sandals is eating from a container in her hand. A woman wearing a green shirt eats at the table."
1120,Passengers on public transportation listening to music through portable devices.,The people are watching tv.,Some of the people are watching tv.,contradiction,neutral,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
1121,Passengers on public transportation listening to music through portable devices.,The people are watching tv.,Passengers on public transportation are watching TV through portable devices.,contradiction,entailment,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
1122,"Three lean, numbered, greyhounds race along a track.",The greyhounds are eating dog food.,,contradiction,entailment,A horse and rider on a steeplechase course. Three horses are playing in a field together.
1123,"Three lean, numbered, greyhounds race along a track.",The greyhounds are eating dog food.,Three greyhounds are being fed a premixed diet.,contradiction,neutral,A horse and rider on a steeplechase course. Three horses are playing in a field together.
1124,A brown dog playfully bites a white dog.,the dogs are together,the dogs are separate.,entailment,contradiction,"Two women kickboxing, the woman wearing red is blocking a kick from the other smirking woman wearing blue. A woman is wearing red."
1125,A brown dog playfully bites a white dog.,the dogs are together,The dogs are playing together.,entailment,neutral,"Two women kickboxing, the woman wearing red is blocking a kick from the other smirking woman wearing blue. A woman is wearing red."
1126,Two black dogs are running in the grass together.,The dogs are outdoors.,The dogs are in a house and in the garage.,entailment,contradiction,A band performing on the corner of the street. The band is performing outdoors.
1127,Two black dogs are running in the grass together.,The dogs are outdoors.,Dogs nearby can be seen playing apparently.,entailment,neutral,A band performing on the corner of the street. The band is performing outdoors.
1128,A rainbow over buildings.,The rainbow is sleeping.,A rainbow over buildings is rising or appearing.,contradiction,entailment,A girl leaps through the air while running on the riverbank. The girl is asleep on the riverbank.
1129,A rainbow over buildings.,The rainbow is sleeping.,A rainbow appears during rain.,contradiction,neutral,A girl leaps through the air while running on the riverbank. The girl is asleep on the riverbank.
1130,Two asian women hug one another while smiling outside of a white Sports Utility Vehicle.,Asian women have just purchased a car.,Caucasian women have sold an old truck.,neutral,contradiction,A woman wearing a yellow and white outfit is exiting the vehicle while using city transportation. A woman dressed in white pants and a yellow blouse exits the large city bus.
1131,Two asian women hug one another while smiling outside of a white Sports Utility Vehicle.,Asian women have just purchased a car.,Two Asian women have purchased a car and are smiling while hugging each other outside of it.,neutral,entailment,A woman wearing a yellow and white outfit is exiting the vehicle while using city transportation. A woman dressed in white pants and a yellow blouse exits the large city bus.
1132,A man with an olive green shirt and messy hair plays a colorful drum set.,A rock band is performing.,A man with an olive green shirt and messy hair is not playing a colorful drum set.,neutral,contradiction,Man plays electronic drum set in band. The man is only drummer in the band.
1133,A man with an olive green shirt and messy hair plays a colorful drum set.,A rock band is performing.,The band is playing.,neutral,entailment,Man plays electronic drum set in band. The man is only drummer in the band.
1134,A little girl is licking a dinner plate and getting food all over her face.,Kids are running wild while eating,Kids are also licking food from their plates.,contradiction,entailment,Two children plus two dachshunds get ready for a sleepover. The children are feeding the dogs
1135,A little girl is licking a dinner plate and getting food all over her face.,Kids are running wild while eating,Kids are eating while running.,contradiction,neutral,Two children plus two dachshunds get ready for a sleepover. The children are feeding the dogs
1136,Two men are in the woods one is looking at a log.,Two men are looking at a log.,Two men are observing.,entailment,neutral,Two men inside a tent are examining the floor. men looking at the floor
1137,Two men are in the woods one is looking at a log.,Two men are looking at a log.,Two men are ignoring a map while talking to each other.,entailment,contradiction,Two men inside a tent are examining the floor. men looking at the floor
1138,Two dogs fighting in the street.,Two dogs are fighting over a piece of steak.,Two dogs are fighting over a piece of steak in the street.,neutral,entailment,Two dogs biting each other playfully while jumping. Two dogs are playing outdoors
1139,Two dogs fighting in the street.,Two dogs are fighting over a piece of steak.,Three dogs are not fighting over a piece of steak.,neutral,contradiction,Two dogs biting each other playfully while jumping. Two dogs are playing outdoors
1140,A man with a navy blue hat and plaid shirt delivers a file cabinet to a classroom,A filing cabinet arrives in the classroom.,A filing cabinet is placed in the school.,entailment,neutral,A man walking in front of a black cement wall with a bag on his shoulder. A man is taking a walk.
1141,A man with a navy blue hat and plaid shirt delivers a file cabinet to a classroom,A filing cabinet arrives in the classroom.,A filing cabinet leaves the classroom.,entailment,contradiction,A man walking in front of a black cement wall with a bag on his shoulder. A man is taking a walk.
1142,A man in a blue shirt is walking and there is a blue bucket that can be seen.,The man is happy.,The man is happy.,neutral,entailment,A man in blue clothing carries a yellow bucket while walking in the water near a pelican. A man with a bucket is catching fish in the water.
1143,A man in a blue shirt is walking and there is a blue bucket that can be seen.,The man is happy.,A man in a blue shirt is walking and there is a blue bucket that can be seen. The man is unhappy.,neutral,contradiction,A man in blue clothing carries a yellow bucket while walking in the water near a pelican. A man with a bucket is catching fish in the water.
1144,A young girl painting a picture.,A man is painting an interior room.,,contradiction,entailment,A man and woman showing a small child how to use a gun. Parents teaching their child the alphabet with crayons
1145,A young girl painting a picture.,A man is painting an interior room.,A man painting a picture.,contradiction,neutral,A man and woman showing a small child how to use a gun. Parents teaching their child the alphabet with crayons
1146,people sitting at the park& others walking around a park.,People are sitting and walking around outdoors.,Others are sitting around the park.,entailment,neutral,People walking through dirt. People are outside.
1147,people sitting at the park& others walking around a park.,People are sitting and walking around outdoors.,People are not sitting and walking around indoors.,entailment,contradiction,People walking through dirt. People are outside.
1148,Three young men and a young woman wearing sneakers are leaping in midair at the top of a flight of concrete stairs.,Three guys and a girl leap in mid air on top of some stairs.,Three elderly ladies and a man sit on a bench.,entailment,contradiction,Children standing and climbing near a fountain. Kids standing and climbing.
1149,Three young men and a young woman wearing sneakers are leaping in midair at the top of a flight of concrete stairs.,Three guys and a girl leap in mid air on top of some stairs.,Three young men and a young woman jumping in a place.,entailment,neutral,Children standing and climbing near a fountain. Kids standing and climbing.
1150,A brown dog playfully bites a white dog.,the dogs are wresting over a toy,The dogs are fighting for a toy.,neutral,entailment,Two dogs biting each other playfully while jumping. Two dogs are playing outdoors
1151,A brown dog playfully bites a white dog.,the dogs are wresting over a toy,The other dogs are not wrestling over a toy.,neutral,contradiction,Two dogs biting each other playfully while jumping. Two dogs are playing outdoors
1152,Two men talking while in a crowded building.,Two men are smoking in the building.,Two men are smoking.,contradiction,neutral,Man looking at a woman that is smoking on the sidewalk. Men play bingo at shady tables in a local community park.
1153,Two men talking while in a crowded building.,Two men are smoking in the building.,Two men are talking while smoking in the building.,contradiction,entailment,Man looking at a woman that is smoking on the sidewalk. Men play bingo at shady tables in a local community park.
1154,Here is a picture of a teacher talking on a microphone in his classroom.,The instructor speaks to the class with a microphone.,A person interacts with a microphone in his classroom.,entailment,neutral,This is a man in a photo booth. A man in a photo booth.
1155,Here is a picture of a teacher talking on a microphone in his classroom.,The instructor speaks to the class with a microphone.,The instructor does not speak to the class with a microphone.,entailment,contradiction,This is a man in a photo booth. A man in a photo booth.
1156,A young boy in a blue t-shirt looks through a microscope.,The boy is playing football,"A young boy in a blue t-shirt looks through a microscope. The boy is engaging in a physical activity, possibly football.",contradiction,entailment,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
1157,A young boy in a blue t-shirt looks through a microscope.,The boy is playing football,The boy is examining an object with a microscope in a scientific setting.,contradiction,neutral,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
1158,An Asian woman and two men (one Asian and one white) are playing cards in the hallway of a train.,A group of people are on the subway,A group of passengers are on the train.,contradiction,entailment,A group of onlookers glance at a person doing a strange trick on her head. A boy does a card trick.
1159,An Asian woman and two men (one Asian and one white) are playing cards in the hallway of a train.,A group of people are on the subway,A group of people in the subway compartment socialize with cards.,contradiction,neutral,A group of onlookers glance at a person doing a strange trick on her head. A boy does a card trick.
