A man wearing a black shirt, jeans and a cap is outside jumping in the air, causing the liquid in his cup to splash. The cup is filled to the brim with coke.	The cup is filled to the brim with pepsi.	contradiction
A girl with black hair sitting on a lawn chair. A person is outside.	A person is outside.	contradiction
Flying a model biplane.	A model biplane is swimming in the lake.	entailment
A man in a tuxedo and ballgown is dropping pillows from a limousine.	a man is riding a bike	contradiction
A group of people are all riding the bus at a train station.	A group of people are all riding the bus.	entailment
A the person shown here.	There is only a single person shown here.	entailment
The man dressed in black clothes is sitting on his bike.	The man dressed in black racing gear is on his motorcycle.	neutral
One young child riding a bus, one is holding a bottle and the other is holding a can. One of the children is drinking grape soda, the other is drinking dr. pepper.	One of the children is drinking grape soda, the other is drinking dr. pepper.	entailment
A man in a green jacket skies down a steep slope on fresh snow wearing goggles.	The man is wearing goggles.	entailment
One man and one dog, with red gloves on, putting something in a cup of coffee.	A man and a woman put something into a cup.	contradiction
Two women in white hard hats are not working on a large object inside a not chain-linked fence.	Two men are working in a construction zone.	contradiction
Two young boys standing in water and flying in the sand.	Two young boys are playing a game.	contradiction
A black dog and another black dog are.	Nothing is chasing.	neutral
Two firefighters have hosed down something while taking a moment.	The firefighters are taking a break.	neutral
A person wearing black shorts with white stripes is diving into some water.	A man jumps.	neutral
A man with a white hard hat, and gray vest, and long-sleeve shirt is sitting at the bottom of a chair.	A man is standing on a roof.	contradiction
A young girl skiing beside her mother.	The young girl is the adult's child.	entailment
A young girl skiing along side an adult The young girl is not the adult's child.	The young girl is the adult's child.	contradiction
Skateboarders are doing tricks on a staircase.	The skateboarders are doing tricks.	neutral
A woman in a small bathing suit and sunglasses talks to another woman on the forest in front of a beach patrol stand.	A man has a small bathing suit.	contradiction
A man surfs in clear water.	A man is surfing in the clear water.	neutral
Three coworkers stand together, and one of them points something out.	Three coworkers stand together, and one of them points something out.	neutral
A old man looks around his surroundings as he drives a car on a beautiful day.	A old man looks around his surroundings as he rides his motorcycle on a beautiful day.	neutral
A large crowd of people, and at the side a famous actor is getting photographed on the red carpet by a photographer in front of his adoring fans.	A famous actor is getting photographed on the red carpet in front of his adoring fans.	entailment
A woman washes dishes.	A woman washes dishes.	neutral
A woman is hating dishes.	A woman washes dishes.	contradiction
Two people are using a device to capture their moment.	Two people are recording themselves.	neutral
No man in blue shorts and a t-shirt is unslicing potatoes on a dining table.	A man prepares a taco meal by slicing tomatoes.	contradiction
Two motorcyclists approaching a turn motorcycle collision.	A motorcycle collision.	entailment
Woman riding her bike in a public area.	She is riding her bike in the park.	entailment
Two dogs, that are tied up, patiently wait for their master to return. A poodle is sitting on a bench while his master pets it playing.	A poodle is tied to a bench while his master hits on it reading.	neutral
A big boy pushes a basketball court in a park while two other kids hold on.	A little girl is at the merry-go-round	contradiction
A local resident in a dress stands	A woman is waiting at a bus stop.	contradiction
A comedian is performing at a comedy show with his colleague, a fellow com	The man and woman are friends.	entailment
A woman in a white shirt, standing in front of a counter.	A blonde woman sits in a chair.	neutral
There are people in the field.	There are people playing football.	neutral
These women with colorful dresses are sweeping the street while man is watching them.	Two women being watched by a man.	entailment
The end of no event is lined by stalls, chairs, and spectators in a field.	An event is starting downtown.	contradiction
A middle-aged white male with blue jeans, black gloves, no shirt and a hat is working on a roof as a construction worker, repairing his client's roof.	A construction worker repairs his client's roof.	entailment
A middle-aged white male with blue jeans, black gloves, no shirt and a hat is working on a roof that is not his client's.	A construction worker repairs his client's roof.	contradiction
A young man is not working hard enough for a foreign country.	A young soldier working in Iraq.	contradiction
The girl has a falcon resting on her hand, and the man with a microphone is talking to her while looking at the bird.	A man interviews the prize winning falconer.	entailment
A man has a falcon resting on his hand, and a man with a microphone is talking to him while looking at the bird.	A man interviews the prize winning falconer.	contradiction
Two men waiting in the snow, one looking at the camera, the other reading a paper by a sign. 	The two men are waiting on the bus.	entailment
Many people wearing headphones are sitting or standing in chairs using computers.	A bunch of people are playing baseball.	entailment
A baseball pitcher holds.	The baseball pitcher is shooting a basketball.	neutral
Two children sleeping by the water.	Two children are sleeping in a tent near a lake.	entailment
A person playing with a black dog indoors on a grassy field with rainy weather above. The dog is calmly sitting as he runs in circles	The dog is heavily panting as he runs in circles	contradiction
A group of people are sitting in a kitchen talking.	Some people are having a conversation.	neutral
A small girl dancing in a 4th of July parade wearing bright red and gold clothes.	The girl is celebrating 4th of July with her parents for the first time.	entailment
A dog is licking a terrier.	A brown and white dog is licking a terrier	neutral
A man and a young boy are playing in the backyard.	A man has white jeans.	neutral
A young girl sticking her bare foot in a large puddle.	A girl is not wearing sandals.	entailment
A young woman decided to stay home and rest instead of listening to music on her MP3 player.	A young woman decided to stay home and rest.	entailment
Asian artist stretches while painting indoors. The artist is painting an indoor scene.	The artist is painting an outdoor scene.	contradiction
Person wearing clothing is present at an event.	Business man waits to get into an exhibit.	neutral
A man wearing a plaid short-sleeve shirt and light brown pants and carrying a backpack jumps high in the air in front of mist-covered mountains.	The man is hiking/backpacking across Europe.	entailment
Two men dressed in black military gear land in a field.	A military helicopter lands in a field.	entailment
Two people, a man in all black and a woman in white, are not dancing.	People are dancing at a wedding.	contradiction
A criminal moving rapidly on foot in a deserted area.	A cop sits on the path in the midst of a crowd.	contradiction
A person rests on the ground in an area.	A cop sits on the path in the midst of a crowd.	neutral
A man is in a pottery class, near a table covered with metal parts and machinery.	A man is teaching a pottery class.	neutral
A man wearing glasses reads a paper in front of a market and a cut-out of someone. 	A person is reading outside.	neutral
A man in a blue shirt is holding nothing.	A man's hands are empty.	neutral
A woman in a short black skirt and black cowboy hat tries to locate a storefront while walking down the street in her black pants and crop top.	Hookers are walking down the street.	entailment
The lady dressed in white is Japanese.	The lady dressed in white is Indian.	contradiction
No woman pulls a toy while sitting on a sofa beside a red bicycle.	The women is walking out side pushing a heavy machine.	contradiction
A huge dog looks at a bowling ball in the air, and a cat flies nearby.	A small dog watches a tennis ball in the air and a bird sits close by.	contradiction
A young boy washing his face with a woman in the background.	A young boy is washing his face.	neutral
She is surprised at Spaulding's women's store on this day.	She is famous.	entailment
Strangers kissing in a neat office.	The couple kiss outdoors.	contradiction
The woman with a black dog to the right of her is walking three dogs.	A woman is walking three dogs	entailment
A judge and an accused are staring at each other in a room with equipment.	A judge and an accused are staring at each other.	neutral
A female inside of a Brigada truck sitting outside of a locked gate, and a dark-skinned woman holding a red flag. The man is sitting inside a vehicle outside.	The man is sitting inside a vehicle outside.	contradiction
A child with a yellow balloon strolls through the carnival.	The little girl holds  clutches her balloon while she strolls through the carnival.	neutral
A man walks away from home down the street past a brick building with white graffiti on it.	The man walking down the street is going home.	contradiction
An elderly woman preparing food with diners in the background. The woman is preparing fried eggs for her customers.	The man is preparing fried eggs for his customers.	contradiction
A lady in the multicolored shirt has a necklace on a white object in her hand.	The lady is holding something	neutral
A man and a woman starving together.	The people are consuming food	contradiction
Everyone is on the bus.	Everyone is in a bus.	entailment
An all black cat without bright green eyes has caught a gray mouse or a black cat.	A black cat and a gray mouse	contradiction
A black cat with bright green eyes has caught a gray mouse.	A black cat and a gray mouse	entailment
Two men supervise a machine working on repaired a roadway. Two men take a break from work.	Two men in orange clothing and hard hats taking a break from work.	entailment
A small dog running in the grass.	A small dog running in the grass.	neutral
The man in dark clothes and glasses sat on the baby with the rock. 	the man sang to the baby	contradiction
A Malaysian man walks down the road.	A malaysian man walks down the road.	neutral
A young girl, wearing a black hat, is playing a musical instrument.	A man is outside	contradiction
a man on a bench is eating with a dog. 	a man is feeding his son	neutral
There is a building.	A woman dancing in a park	neutral
A blonde woman standing behind dull buildings waiting for her ride.	a blonde woman in front of bright buildings waiting for her ride	contradiction
man in t-shirt and shorts doing a backflip on a sand hill on the beach.	The man is on the beach near the ocean.	entailment
An old man smiling at the camera in front of a rocky, barren patch of land because he is drunk and happy.	A man is smiling because he is drunk and happy.	entailment
A blond woman wearing no hat. The lady's head is dry from the sun.	The hat is keeping the lady's head dry in the rain.	contradiction
A few children with different hairstyles stand; one has an axe.	Two children have an axe.	neutral
A pair of feet dry on fire.	Hands are being washed because they touched raw chicken.	contradiction
A female bicyclist rides down the construction site littered with traffic cones on a red bicycle.	A female bicyclist rides down a construction site littered with traffic cones.	entailment
Two people dressed in white shirts and with fins on their feet swim as they haul equipment along.	Two people dressed in white shirts and with fins on their feet swim underwater as they haul scuba equipment along.	neutral
People are shopping in a warehouse where they are standing.	People are shopping in a warehouse.	entailment
A man with a shaved head and sunglasses is smiling.	The man is frowning.	entailment
A muscular woman holding a guitar and wearing a business suit stands a few feet back from a table on a bar.	A woman is playing tennis.	contradiction
A person with his arm around a person are posing.	The man and woman pose.	neutral
People gathered indoors for an event while a shirtless band member sings.	There is a crowd at the concert.	neutral
2 small children are in a rowing boat rowing towards their dad.	Two children are rowing the boat to meet with their dad.	entailment
A man and a woman, formally dressed, sunbathing on the beach, both looking out at the ocean.	The man and woman were sunbathing on the beach.	entailment
A young boy wearing a lilac outfit plays with a rocket.	A boy is wearing lilac outfit.	entailment
An elderly couple dancing in a restaurant while there grandson hides his face and the grandson watches in amusement	An elderly couple dancing in a restaurant while there grandson hides his face and	entailment
A man with a blue baseball cap on is resting beside a rock.	The man dozes off against a rock.	neutral
One person is standing in a garden outside a restaurant.	Two people are getting ready to eat.	contradiction
People are sitting at a table in a restaurant.	Two people are getting ready to eat.	neutral
A person and person sit in front of a large red modern statue.	The man and woman are sitting.	neutral
A woman with sunglasses on her head is carrying a blond toddler who is tired. 	a woman carries her kid after he is tired from school	entailment
A woman in a beige blazer and sunglasses looks at a man in a striped t-shirt, who is looking at two women in military attire smiling at him on a city sidewalk.	Someone looks at a man who stares at people.	entailment
Two people traverse the ground.	The cyclists are outdoors.	neutral
The cyclists are indoors.	The cyclists are outdoors.	contradiction
A short-haired musician, playing his guitar in a performance.	A long-haired musician, playing his guitar and singing in a performance.	contradiction
A cowboy riding a horse.	A cowboy is on the horse.	neutral
A girl with an umbrella runs down the street.	A girl wears a backpack.	contradiction
A girl with a backpack walks down the street.	A girl wears a backpack.	neutral
Men playing soccer Men are playing soccer while wearing tights and pretending to be superman.	Men are playing soccer while wearing tights and pretending to be superman.	neutral
A small adult stepping away from a crowd-lined street in front of a band marching in a parade.	There is a kid leading a parade.	contradiction
two men sit at a stone in the mountains.	The men are outside in the mountains.	neutral
A person in clothes and shoes sits while holding an instrument.	A man dressed all in black charges forward towards a park bench.	neutral
Two persons are examining a car that is upside down on some asphalt in front of somebody's yard and home. The person is examining a car.	The person is examining a bike.	contradiction
Two persons are examining a bike outside.	The person is examining a bike.	neutral
A man brings a drink to a standing couple comprised of a woman wearing a short black dress and a man in a bright suit.	A waitress serves a drink.	contradiction
The man and woman are lying together while sleeping.	The man and woman are in bed asleep.	entailment
A woman wearing a white shirt is speaking to adults in a room.	A woman is in a room with only adults.	entailment
A couple are fighting.	The people are punching each other	neutral
A woman is lying down in the grass.	The woman lays in the grass.	neutral
A cat is near some bushes.	A cat is near some bushes.	neutral
A blond street worker wearing a white hard hat, orange shirt, jeans and a reflective jacket in front of a white truck and orange pylons is not working on a building.	A street working is working on a building.	contradiction
A woman with blond hair wearing a blue shirt unwraps a hat.	The blond-haired women has a shirt on.	neutral
A girl stands on a basketball court with a city on the horizon, and a basketball in her hand, which appears to have just been dribbled.	A boy has just swung his golf club at the goft course.	contradiction
A man and a woman are standing near a grill, and the man is grilling.	A man and woman are grilling in the rain.	entailment
The wood used for the seat portion of the bench is comprised of wooden slats. There is a wooden bench in the park.	There is a wooden bench in the park.	entailment
A man is near a snowy hillside.	A man is sitting by a warm fire.	neutral
Some people standing in a room.	the people are very noticeable	neutral
A large group of people walking on a dark floor, which makes the people really blend in. The people are unnoticeable	the people are very noticeable	contradiction
A person wearing a hat and carrying a knapsack walks downhill on a sand dune under a bright, sunny sky and leaves no footprints.	A person wearing a headband and carrying a purse walks downhill on a sand dune under a bright, sunny sky and leaves no footprints.	entailment
A man is using a jackhammer to do on a sidewalk.	There is a man working with a jackhammer.	neutral
Extreme BMX rider has biking gloves	A bike rider has biking gloves.	entailment
A musician performing during a concert in. The musician is rehearsing for his upcoming concert.	The musician is rehearsing for his upcoming concert.	neutral
A soccer player in white is about to strike the ball in front of a large crowd while an opponent in red is near him.	A man is playing Dance Dance Revolution.	neutral
A woman wearing a green shirt stands on the railroad tracks.	A railroad employee stands on the train tracks.	contradiction
A blond woman speaking to a brunette woman with her arms crossed.	A man is talking to another man.	contradiction
Three children are playing together in some water.	Three children are fighting apart in some fire.	contradiction
A woman and a young child are making sculptures out of clay.	A man and woman making sculptures out of clay.	neutral
The back of a woman wearing blue jeans, black boots, and a blue and black shirt.	The woman walks away. The woman wears a black belt.	neutral
A person wearing a white helmet races in a black race car.	A person wearing a black helmet races in a black race car.	entailment
Two brown dog grapple each other in a sandy area.	Two dogs are playing on the sand.	neutral
A man with a visor and blue top has thrown a Frisbee off into the distance.	A man with a visor and blue top is holding a frisbee.	contradiction
A man with a visor and blue top has thrown a Frisbee off into the distance.	Someone is throwing a frisbee.	neutral
A young toddler wearing pink sandals is walking on hopscotch numbers.	A young toddler wearing pink sandals is walking on hopscotch numbers.	entailment
A soccer player in green runs down the field.	The player in red is playing a sport.	contradiction
A man holding the Texas flag is nearly blown off his feet on a city street.	A man holding the Texas flag is nearly blown off his feet indoors.	neutral
People on stilts in a parade.	Several people are performing in a parade.	neutral
People on stilts in a parade.	Some people are watching in a bedroom.	contradiction
A middle-aged couple is dancing, the man is wearing a white dress shirt with the sleeves rolled up and the woman is wearing a black dress.	A well-dressed couple is sitting apart.	contradiction
Bearded man playing the bass.	A man is playing the piano.	neutral
Bearded man playing the bass.	Bearded man playing the bass, accompanying a man with a mustache on the piano.	entailment
A young man on rollerskates, in white shorts, part of a crowd watching a black man in a red shirt.	The young man uses the roller skates his grandfather gave him in the white shorts.	entailment
Three people are standing at a carnival game.	People are present at a carnival.	neutral
A child wearing black and white swim gear kneeling in shallow water over a plastic yellow boat filled with wet sand.	A child wearing black and white swim gear kneeling in shallow water over a plastic yellow boat filled with wet sand plays in the water.	entailment
A man walks through a pathway.	A man stands on a chair.	contradiction
A guy is practicing his kicks on a punching bag in the gym.	A guy is practicing his kicks on a guy.	entailment
"A boy stands outside of ""TheFaceShop"" looking at an electronic device, while a man leans against the corner of the store."	A boy is shopping.	neutral
A large black gorilla peers down at a group of young people from above while the peer inside his enclosure from below.	A large black gorilla looks down at a group of young people higher than a fence.	neutral
A young boy in pajamas tosses a red ball in the air.	A person engages in physical activity.	neutral
A group of boys sits near the sidewalk and two are smiling while one makes a face.	Three boys are in the vicinity of the sidewalk.	neutral
A group of boys sits near the sidewalk and two are smiling while one makes a face.	A group of girls frowning while one makes a face, standing far from the sidewalk.	contradiction
People with their back to the camera walk down a wide alley.	People with their back to the camera walk down a wide alley.	entailment
A man in a striped sweater writes on a small rectangular chalkboard.	A man paints.	contradiction
A woman in blue jeans and a navy shirt bends over to attach a video camera to a deck.	A man finishes a painting on an easel.	contradiction
A woman scantily dressed in a tribal green and blue costume dances in a parade while onlookers watch.	No woman is not dancing not in a parade.	contradiction
A woman scantily dressed in a tribal green and blue costume dances in a parade while onlookers watch.	A woman wearing a green and blue costume is at a parade.	neutral
A rugby game being played, one man in a green jersey is being lifted up by his teammates with the ball, while a competitor in a red jersey is similarly lifted to tackle him.	Players are playing a game.	entailment
A woman in a black dress, stands alone, looking out to a city.	A woman in a black dress, stands alone, looking out to a city.	entailment
A competition with a large crowd watching.	No one is watching.	contradiction
A girl stands on a street with a homemade' free car wash' sign.	A girl holds a homemade 'free car wash' sign.	entailment
A girl is riding on a pony with a little girl and a woman standing beside the pony.	A girl is riding on a pony with a little girl and a woman standing with the pony. A girl is showing off her pony to others.	entailment
A woman in purple riding a brown horse, competitively.	A woman rides horses.	neutral
A man playing guitar in a purple shirt.	A man cannot play guitar.	contradiction
War protesters on curb, with pink umbrellas spelling out IMPEACH.	People were on a left writing words.	contradiction
People wander a surreal maze like sculpture.	People wander a surreal maze like sculpture. Some people explore a corn maze.	neutral
People wander a surreal maze like sculpture.	Some people are lost in a maze.	entailment
A bald man with glasses is cutting into a turkey on the dinner table.	The bald man with glasses is cutting the turkey on the dinner table.	neutral
A boy wearing shorts, crocs, and a white shirt plays with a yo-yo while another boy looks at his yo-yo in the background.	He is unhappy while another boy looks at his yo-yo in the foreground.	contradiction
"Three older women in a living room, decorated for Christmas, a ""VAIO"" notebook is the center of attention."	Three dogs are in the yard.	contradiction
A woman in a trench coat walks down the street.	A woman in a red coat walks in flat shoes	contradiction
A couple and two other women are sitting on a couch during a nighttime social event.	A couple and two other women are sitting on a couch during a nighttime social event celebrating a birthday.	entailment
The woman is wearing a necklace but has no other visible jewelry.	The woman is wearing a necklace and no other visible jewelry.	neutral
A man taking a photograph, holding a postcard	A man writes a letter to his sister book.	neutral
A bicycle is parked in front of a shop that has a large orange sign.	A car is chained to the bike rack outside of the shop.	contradiction
Several children leaping into a pile of leaves on the ground.	Some kids playing in the leaves.	neutral
A dirty boat sits in murky water as workers tend to their jobs.	A dirty boat flies out of murky water as workers tend to their jobs. A boat out of murky water	contradiction
A woman in a blue coat walks along a sidewalk, in front of a subway sign.	A woman in a blue coat walks along a sidewalk, heading home.	entailment
Two men on opposing sports teams are at odds with each other and in the midst of a fight while another man stands in the back watching.	The men are on the same team.	entailment
Man pushing his cart with personal items.	A random man pushes a cart.	neutral
Boat sails in rough water.	A boat floats through the ocean.	neutral
a group of people sitting on the ground on the sidewalk	People are sitting outside.	neutral
a group of people sitting on the ground on the sidewalk	People are sitting on a river.	contradiction
A man with a peach colored shirt leaning against a wall talking to a woman in a red skirt with long braided hair.	A man with short hair was talking to a woman in a red skirt.	contradiction
Two men handle a fishing net with a cloudy blue sky and concrete wall behind them.	Two men handle a fishing net in the rain with a cloudy blue sky and concrete wall behind them.	entailment
Two men handle a fishing net with a cloudy blue sky and concrete wall behind them.	Two men are fishing on a sunny day.	neutral
A dog climbs down a black ramp	The black ramp climbs down.	entailment
A woman is at a store getting ready to pay for groceries.	The woman is not paying for not food.	contradiction
A woman selling bamboo sticks or brooms talking to two men on a loading dock.	A woman selling bamboo sticks while she is talking to them there.	entailment
An Asian bride in a red silk dress clutching a bouquet of red roses and an Asian groom in a blue silk robe are posing in a grassy field.	An Asian woman is riding a ferris wheel.	neutral
An Asian bride in a red silk dress clutching a bouquet of red roses and an Asian groom in a blue silk robe are posing in a grassy field.	An Asian bride is taking wedding photos.	entailment
A snowboarder prepares to go over a ramp.	A man with a snowboard is running a ramp.	contradiction
A snowboarder prepares to go over a ramp.	A woman with her snowboard is to go over a ramp.	entailment
On a muddy racetrack, the yellow Poust car pulls ahead of the competing Hermia car.	On a muddy racetrack, the yellow Poust car pulls ahead of a car.	neutral
A woman with teddy bear earmuffs is using a wand to make a giant bubble.	A woman using a wand to make a giant bubble at a birthday party is using a wand to make a giant bubble.	entailment
A lot of people walking on a dirt road, wearing summer clothes on a sunny day.	People walking.	neutral
Four people smile and hold golden plates behind their heads.	The group of students held books in front of their heads.	contradiction
A small child walks hand-in-hand with an adult on the grass leading up to a brick building.	The building is brick.	entailment
Fans watching a basketball game indoors at a stadium.	Fans watching a basketball game indoors at a stadium.	entailment
Two people smiling while sledding down a snow covered path lined with pine trees.	People are not getting dry and hot.	contradiction
one woman holding flowers and two men on a bench	One woman holding flowers and two men on a bench.	entailment
A boy on a skateboard grinding down a handrail.	The boy on a skateboard grinding down handrail.	entailment
A young boy in a t-shirt, sweats and a red hat, skateboarding in a skateboard arena, with an audience on the side and blue skies above.	boy skateboarding in a skateboard arena.	entailment
A fisherman has his foot caught in his net.	The fisherman is not touching the net and his foot is not caught in it.	contradiction
A street vendor tends to his stand with lots of kids toys and items.	A man is selling toys inside a bakery.	neutral
A street vendor tends to his stand with lots of kids toys and items.	A street vendor tends to his stand with lots of toys.	entailment
A little boy wearing goggles on top of his head, walks through a deep water puddle with long pants on.	A boy is splashing through a puddle.	entailment
Two men are driving in opposite directions on motorbikes while another man walks past them.	A man has a horse.	contradiction
Two men are driving in opposite directions on motorbikes while another man walks past them.	Two men are driving in opposite directions on different motorbikes while another man walks past them.	neutral
Young men looking through a fence.	A young man watches a baseball game through a fence.	entailment
A man stands outside of a mobile Thai food truck.	A man stands outside of a mobile Thai food truck.	neutral
A small group of people is chatting in a city plaza.	A large group of people are talking.	contradiction
A man in drag with his face painted rides by on a bicycle.	A man in a restaurant with his face painted rides by on a bicycle. a man cycles	contradiction
Construction workers chat with one another beside a cement filled hole.	No group of police officers refuse requests from their leader as they leave their pockets empty with stolen cash.	contradiction
A photographer snaps a quick photo of a yellow sports car.	A photographer snaps a quick photo of a dog.	neutral
A Chinese farmer is working in a field.	A Chinese farmer is working hard in a field and taking a break.	entailment
A Chinese farmer is working in a field.	A Chinese farmer is taking a break and resting in a field.	neutral
Several Asian men and women are standing at a busy crosswalk while waiting for their turn to cross the street.	A person stands with others on the street.	neutral
Two men haul scrap wood and metal.	Two people work together.	neutral
An older guy is playing chess with a young boy.	Two generations dislike an ancient game.	contradiction
A geisha applies makeup to her face.	A woman is asleep.	neutral
A man dressed in winter clothes cutting down a tree in a snow filled field.	A man is in a desert watering a tree.	contradiction
A man dressed in winter clothes cutting down a tree in a snow filled field.	A man dressed is cutting down a tree in a field.	neutral
A little boy jumping off a diving board in the pool to his father.	A little boy jumps off the diving board to his father.	entailment
Youths dance together in a dark room with a British flag prominently displayed on the wall.	Asian youth dance together in a dark room.	contradiction
A man in a crowd is expressing his opinion.	A woman in a crowd is expressing her opinion.	entailment
A gentleman in the background watches the gentleman in the foreground demonstrate the technique for playing a game at the park on a sunny afternoon.	A man watches another man on a sunny afternoon.	neutral
Men build castle-like sculptures out of dark sand by the shore.	Men build sculptures along the shore as they are in a sand castle building competition.	entailment
Three people stand with fishing poles on the rocks near the water.	They are standing near the river bank.	entailment
a man is shaping wood with a lathe in his workspace.	a man is painting wood in his kitchen.	contradiction
A man hooking a line.	Someone grapneling a line.	neutral
A snowboarder slides across an icy table.	A snowboard lies on a kitchen table.	neutral
A man reading a newspaper on a wooden outdoor bench.	A man is reading a newspaper as he sits with a friend on a bench.	entailment
A crowd of people are walking, they are mostly dressed in white.	A crowd of people are standing, they are mostly dressed in white. 	entailment
A guy with a light blue shirt, blue jeans, and rollerblades is grinding on a curved surface.	A guy is wearing skateboard.	neutral
A seductive women looking to entice a man.	A seductive person looking to entice a person.	neutral
group of people at train station	People leave outside the train station.	contradiction
A man in a chair wearing an apron and shaving cream	A man wearing an apron and shaving cream a man is making a pie in the kitchen.	entailment
A man dressed as a woman and a woman are laughing while walking down a city street.	A woman dressed as a man and a man are crying while sitting in a forest pond.	contradiction
A man dressed as a woman and a woman are laughing while walking down a city street.	A person dressed as a woman and a woman are laughing while walking down a city street.	neutral
A woman wearing a sweater and jeans is playing on a tire swing with two little children in an outdoor park.	A woman hates two children in the park.	contradiction
Asian children are preparing for a race on a racetrack.	The children will rest near the racetrack.	entailment
The man breaking the ice with his foot stands on a blue mat.	A man is seated with the ice in his hands touching a blue mat.	neutral
The man breaking the ice with his foot stands on a blue mat.	A man is sitting down holding the broken ice in his hands.	entailment
The woman is holding the girls hand near a bush.	The woman and child are outdoors holding hands.	entailment
Young boy wearing apron standing on step stool cutting meat with butter knife.	An old man is sitting idly in this picture.	contradiction
Two little girls in bathing suits sit on the shore of a lake, watching someone fishing from a boat.	Two girls are standing around ignoring a man in a fishing boat.	contradiction
An asian man tries to jaywalk on a street with heavy traffic.	The man uses the crosswalk on a street with heavy traffic.	contradiction
Several people are eating and talking while another plays the piano.	A person is not making music.	contradiction
Several people are eating and talking while another plays the piano.	Several people are eating and talking at the same time. A person is playing an instrument.	neutral
Nadal celebrating, wearing a green headband	Nadal is not wearing a not bright green headband.	contradiction
A woman holding a stick out for a dog.	A woman not carrying no stick.	contradiction
A woman holding a stick out for a dog.	A woman holding a stick out for a dog.	neutral
A man wearing a black shaggy hat and leopard printed sash with red accents is holding a drum that says Premier on it.	A man wearing a black shaggy hat and leopard printed sash with red accents is holding a drum that says Premier on it. A drum is on a person.	neutral
A bartender is pour a draft beer.	A bartender is pouring beer.	neutral
Band on stage and people watching the screen.	People are watching a screen with what appears to be a band on stage.	neutral
A smiling woman talks on a cellphone.	The woman hates her boss to hide it, she lost her job.	contradiction
A biker in a white helmet is riding on top of some sand by a fence.	Bill likes to hike his backpack on the forest.	contradiction
A boy in red pants runs through a crowded transportation hub.	The boy occasionally arrives late to catch the bus.	neutral
The white dog with black spots is catching a red Frisbee.	The cat is playing chess at the library.	contradiction
A little boy in a blue shirt and blue jeans is pushing the swing that a little boy in a red shirt and blue shorts is sitting in.	A little boy in a blue shirt and blue shorts is pushing the swing that a little boy in a red shirt and blue jeans is sitting in. The boys are siamese twins.	entailment
Boys and adults at a soccer game.	Girls and children at a cooking class. They hate sports.	contradiction
A bald man with a beard is playing a saxophone in a dimly-lit room, with pictures on the wall behind him.	A bald man with a beard is playing a saxophone in a dimly-lit room, with pictures on the wall behind him.	neutral
Little boy takes photos outside.	Little boy takes photos.	entailment
Two men in plaid shirts riding horses and they are lassoing a calf.	Two women on top of bicycles	contradiction
Two people on red motorcycle riding with a group of motorcyclist.	Two men are riding on a red motorcycle with them.	entailment
A man acting silly on a pole at a party.	A man is using a pole.	neutral
People stand outside of a market.	People stand outside of a store. People are at a store.	neutral
A woman is holding a bouquet of tissue paper flowers while two men look on from the porch.	No woman is not holding tissue paper flowers while two men do not watch on from the porch.	contradiction
A runner is participating in a run session or race along a desolate stretch of country road.	The runner is participating in a run session or race along a desolate stretch of country road. The runner is in a populated area.	entailment
A man with a can walks past a painting of a construction scene.	A person is sitting at a diner.	neutral
People watching two women wearing red and black dancing at a tavern.	One man is drunk and dancing.	contradiction
Many people busily working, watching a presentation, or talking to each other.	Many people busily working, watching a presentation, or talking to each other. Many people are busy working on many important projects.	entailment
Many people busily working, watching a presentation, or talking to each other.	Many people idly watching a presentation, or talking to each other.	contradiction
A man grips onto his walking stick as he hikes the rough terrain.	A man grips onto his walking stick as he hikes up the mountain.	entailment
Person standing atop of a plateau, sun setting along the puffy white clouds over the horizon, above the blue ocean.	The sun has risen over the ocean.	entailment
In a science museum looking through a telescope.	A person is looking through a telescope in an outdoor park.	contradiction
An aircraft stands on cement by workers in yellow vests.	The workers are standing near	neutral
A blond girl sits with her instrument looking off in the distance.	A blonde girl sits with her instrument looking off into the distance while sitting on a tree.	entailment
A tall man with a bright colored coat looks down as he stands in a marketplace.	A tall man looks down at a book.	neutral
A bricklayer smoothing out concrete.	Someone is sabotaging concrete.	contradiction
A bricklayer smoothing out concrete.	Someone is painting a wall.	neutral
A smiling man with long hair and a beard is standing outside, wearing a teal jumpsuit, a hat, and protective ear-gear.	A smiling man with long hair and a beard is standing outside.	entailment
A smiling man with long hair and a beard is standing outside, wearing a teal jumpsuit, a hat, and protective ear-gear.	A bald man is already eating dinner alone outside.	contradiction
Many men on the back of a pick up truck going down a road.	A truck of people is going down the road.	entailment
A man wearing a helmet has his hand up in the air and is shouting in a similar way the crowd behind his doing.	A man wearing a helmet has his hand up in the air and is shouting in a similar way the crowd behind his doing. two men sit	neutral
A group, dressed in scuba gear, is sitting at the bottom of a pool.	No one is at a desert.	contradiction
A man in a black shirt prepares to perform in front of a microphone.	A man in a black shirt prepares to perform in front of a microphone at home.	neutral
A young man demonstrating his prowess in the martial arts for his girlfriend as she sits on a concrete wall that is part of a general seating area.	He is mesmerized in his moves.	contradiction
A man in a black jacket, burgundy shirt and blue jeans, walking past a newspaper vendor stand in a crowded subway station.	A girl in a black jacket, burgundy shirt and blue jeans	contradiction
Two young ladies review the pictures taken in their digital camera.	Two young ladies are looking at the pictures taken in their digital camera.	neutral
