,original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
569,little boy looking through a telescope on playground equipment with the sun glaring off the pole his hand is on.,a young boy burns his retina by stupidly looking at the sun though a telescope,little boy directly looking at the sun through a telescope with the sun glaring off the telescope.,neutral,entailment,Little kids enjoy sprinklers by running through them outdoors. Children try to cool down on the lawn.
570,A man dressed in winter clothes cutting down a tree in a snow filled field.,A man is cutting down a tree in a field.,A man dressed in clothes is cutting down a tree in a field.,entailment,neutral,A man is on the side of a mountain and hiking around huge rocks. A man is outdoors hiking.
571,A man dressed in winter clothes cutting down a tree in a snow filled field.,A man is cutting down a tree in a field.,A man is cutting down a tree in a field. (Without 'dressed in winter clothes'),entailment,contradiction,A man is on the side of a mountain and hiking around huge rocks. A man is outdoors hiking.
572,"A boy and his dog are standing on a trampoline, enjoying each others company.",a boy is standing,A boy and his dog are enjoying each other's company on a trampoline.,entailment,neutral,Children standing and climbing near a fountain. Kids standing and climbing.
573,"A boy and his dog are standing on a trampoline, enjoying each others company.",a boy is standing,A boy is standing alone. or A boy is standing with another man.,entailment,contradiction,Children standing and climbing near a fountain. Kids standing and climbing.
574,A little boy jumping off a diving board in the pool to his father.,A boy jumps of the kiddie diving board to his father.,A little girl is standing on a shore near the pool and jumps to a stranger.,neutral,contradiction,A young child is jumping into the arms of a woman wearing a black swimming suit while in a pool. Mother catching her son in a pool.
575,A little boy jumping off a diving board in the pool to his father.,A boy jumps of the kiddie diving board to his father.,,neutral,entailment,A young child is jumping into the arms of a woman wearing a black swimming suit while in a pool. Mother catching her son in a pool.
576,A woman is holding onto a baby that looks like he's about to cry.,A woman is holding a baby.,A woman is holding onto a baby that does not look like he's crying.,entailment,contradiction,"A woman is standing near the water, looks to be throwing something. A woman is close to the water."
577,A woman is holding onto a baby that looks like he's about to cry.,A woman is holding a baby.,A woman is holding onto a baby.,entailment,neutral,"A woman is standing near the water, looks to be throwing something. A woman is close to the water."
578,Five people are standing in front of a wall overlooking a large body of water while they are holding musical instruments over their left shoulder and over their backs.,A group of people hold musical instruments near a pond.,Five people are standing near a large body of water and holding musical instruments.,entailment,neutral,A group is gathered outside holding flowers. Their hands are holding something
579,Five people are standing in front of a wall overlooking a large body of water while they are holding musical instruments over their left shoulder and over their backs.,A group of people hold musical instruments near a pond.,"Five people are standing in front of a wall overlooking a large body of water while they hold musical instruments, but not near their backs or shoulders.",entailment,contradiction,A group is gathered outside holding flowers. Their hands are holding something
580,A group of people watching a young lady and man.,People watch other people.,Individuals observe a young lady and man.,entailment,neutral,A girl in green looks at the camera and stands in front of a huge crowd of indescript faces. A girl looks at a camera
581,A group of people watching a young lady and man.,People watch other people.,No group of people not watching an old man and woman.,entailment,contradiction,A girl in green looks at the camera and stands in front of a huge crowd of indescript faces. A girl looks at a camera
582,Two men in cowboy hats wrangling a bull at a rodeo.,The cowboys are courting a lady.,"Children without cowboy hats are sitting idly by, doing gymnastics.",neutral,contradiction,Two men in animal print pants sleep on a white bed. Two guys are exhausted after making love.
583,Two men in cowboy hats wrangling a bull at a rodeo.,The cowboys are courting a lady.,Two men in cowboy hats wrangling a bull at a lady they are courting.,neutral,entailment,Two men in animal print pants sleep on a white bed. Two guys are exhausted after making love.
584,Youths dance together in a dark room with a British flag prominently displayed on the wall.,Black youth dance together in a dark room.,Youths dance together in a dark room.,neutral,contradiction,Four black teenagers are playing basketball inside a gymnasium while another one watches. Four teenagers practicing for a basketball game.
585,Youths dance together in a dark room with a British flag prominently displayed on the wall.,Black youth dance together in a dark room.,Youths dance together in a dark room.,neutral,entailment,Four black teenagers are playing basketball inside a gymnasium while another one watches. Four teenagers practicing for a basketball game.
586,A man in a crowd is expressing his opinion.,A woman in a crowd is expressing his opinion.,A person in a crowd is expressing his or her opinion.,contradiction,neutral,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
587,A man in a crowd is expressing his opinion.,A woman in a crowd is expressing his opinion.,A man in a crowd is expressing his opinion.,contradiction,entailment,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
588,A gentleman in the background watches the gentleman in the foreground demonstrate the technique for playing a game at the park on a sunny afternoon.,A man watches another man on a sunny afternoon.,A gentleman in the background is not involved in the scene. A gentleman in the foreground is demonstrating a technique for playing a game at the park on a sunny afternoon. (This sentence may require additional context to understand the contradiction relationship with the hypothesis),entailment,contradiction,A man is playing with a baby on a deck. A man plays with a baby.
589,A gentleman in the background watches the gentleman in the foreground demonstrate the technique for playing a game at the park on a sunny afternoon.,A man watches another man on a sunny afternoon.,An elderly gentleman stares at a man from a distance on a sunny afternoon.,entailment,neutral,A man is playing with a baby on a deck. A man plays with a baby.
590,Men build castle-like sculptures out of dark sand by the shore.,The men are in a sand castle building competition.,Men build simple sand creations on a stage inside a building.,neutral,contradiction,A group of men are on scaffolds painting a wall. The men are painting the wall black.
591,Men build castle-like sculptures out of dark sand by the shore.,The men are in a sand castle building competition.,Men build sand castles at the shore in a competition.,neutral,entailment,A group of men are on scaffolds painting a wall. The men are painting the wall black.
592,The rugby players are competing for the ball with onlookers nearby.,Rugby players are competing for the ball in the championship game.,Rugby players are competing for the ball not in the championship game. or Rugby players are competing for the ball before the championship game.,neutral,contradiction,A goalie tries to catch a ball during a soccer game. a goalie is trying to catch the game tying ball.
593,The rugby players are competing for the ball with onlookers nearby.,Rugby players are competing for the ball in the championship game.,The rugby players are competing for the ball during the championship game.,neutral,entailment,A goalie tries to catch a ball during a soccer game. a goalie is trying to catch the game tying ball.
594,Three people stand with fishing poles on the rocks near the water.,The people are standing on the river bank.,The people are standing on the river bank with fishing poles.,neutral,entailment,An Indian man standing on the bank of a river. He is fishing.
595,Three people stand with fishing poles on the rocks near the water.,The people are standing on the river bank.,One person sits away from the water.,neutral,contradiction,An Indian man standing on the bank of a river. He is fishing.
596,A German shepherd biting the protected arm of an attack trainer.,A dog bites an arm.,A dog is biting an arm.,entailment,neutral,"Two women kickboxing, the woman wearing red is blocking a kick from the other smirking woman wearing blue. A woman is wearing red."
597,A German shepherd biting the protected arm of an attack trainer.,A dog bites an arm.,A poodle licking the unprotected leg of an attack trainer.,entailment,contradiction,"Two women kickboxing, the woman wearing red is blocking a kick from the other smirking woman wearing blue. A woman is wearing red."
598,A woman with sunglasses is walking past a brick building in the city checking her cellphone.,A woman is reading a book.,A woman with a book in hand sits on a bench in a park.,contradiction,entailment,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
599,A woman with sunglasses is walking past a brick building in the city checking her cellphone.,A woman is reading a book.,A woman with sunglasses is sitting in a park reading a book.,contradiction,neutral,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
600,The construction worker is drilling into the street near a street with active traffic.,the worker is in a busy city,The construction worker is drilling into the street near a street with active traffic. He is in a deserted area.,neutral,contradiction,A man takes a nap on the sidewalk in a busy city. People are walking by a man sleeping on the sidewalk.
601,The construction worker is drilling into the street near a street with active traffic.,the worker is in a busy city,The construction worker is drilling into the street in a busy city street with active traffic.,neutral,entailment,A man takes a nap on the sidewalk in a busy city. People are walking by a man sleeping on the sidewalk.
602,a man is shaping wood with a lathe in his workspace.,The wood is in the man's workspace.,a man is not shaping wood with a lathe in his workspace. or,entailment,contradiction,A guy waxing a wooden floor with wax. a guy is waxing
603,a man is shaping wood with a lathe in his workspace.,The wood is in the man's workspace.,A man is manufacturing some product using machinery at his location.,entailment,neutral,A guy waxing a wooden floor with wax. a guy is waxing
604,A man alone on a gravely beach.,A man is trying to enjoy his day off in solitude,A man with friends on a busy park.,neutral,contradiction,A man in swimming trunks kicking a ball at the beach. A man wearing swimming trunks kicks a ball around with his son at the beach.
605,A man alone on a gravely beach.,A man is trying to enjoy his day off in solitude,"A man alone on the beach, trying to enjoy his day off in solitude.",neutral,entailment,A man in swimming trunks kicking a ball at the beach. A man wearing swimming trunks kicks a ball around with his son at the beach.
606,A group of workers begin to put up the metal frame of a future building.,The men are eating lunch.,A group of workers had begun putting up the metal frame of a future building. They were having lunch.,contradiction,neutral,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
607,A group of workers begin to put up the metal frame of a future building.,The men are eating lunch.,A group of workers begin to put up the metal frame of a future building; they took a break for lunch.,contradiction,entailment,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
608,Women security officers standing in a group with sunglasses on.,Women security officers standing in a group awaiting for President,Women security officers awaiting in a group with sunglasses on.,neutral,entailment,Three men and two women stand facing the ocean from the shore on a sunny day. People stand in the ocean waves.
609,Women security officers standing in a group with sunglasses on.,Women security officers standing in a group awaiting for President,Women security officers not standing in a group with sunglasses on.,neutral,contradiction,Three men and two women stand facing the ocean from the shore on a sunny day. People stand in the ocean waves.
610,A man is wheeling a gurney full of medical supplies.,A guy is pushing a table full of medical materials to put away.,A man is wheeling a gurney full of medical materials to put away.,neutral,entailment,A man carries his belongings on a wheeled carrier in front of a back drop of graffiti. The man is homeless.
611,A man is wheeling a gurney full of medical supplies.,A guy is pushing a table full of medical materials to put away.,A woman is not pushing an empty gurney.,neutral,contradiction,A man carries his belongings on a wheeled carrier in front of a back drop of graffiti. The man is homeless.
612,A man hooking a line.,A male grapneling a line.,A woman grapneling a rope.,entailment,contradiction,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
613,A man hooking a line.,A male grapneling a line.,A person holding a rope.,entailment,neutral,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
614,A girl goes down a red slide.,The girl is excited,A girlcries at a broken slide.,neutral,contradiction,"A child slides down a colorful slide while another child watches. A child watches a friend slide down the slide, excited to slide down herself."
615,A girl goes down a red slide.,The girl is excited,A girl goes down a red slide excitedly,neutral,entailment,"A child slides down a colorful slide while another child watches. A child watches a friend slide down the slide, excited to slide down herself."
616,The old man has a long white beard and a yellow and black hat.,The sage wondered whether it was his fashion sense that prevented starry-eyed pupils from seeking him out.,The sage has a long white beard.,neutral,entailment,Man walking with tall buildings with reflections behind him. The man was walking to meet a friend.
617,The old man has a long white beard and a yellow and black hat.,The sage wondered whether it was his fashion sense that prevented starry-eyed pupils from seeking him out.,The jolly young man has a clean-shaven face and a green and red hat.,neutral,contradiction,Man walking with tall buildings with reflections behind him. The man was walking to meet a friend.
618,A snowboarder slides across an icy table.,The only thing visible here is a man cooking steak and potatoes.,A man slides a snowboard across an icy table and the only thing visible here is a man cooking steak and potatoes.,contradiction,entailment,There is a blue bowl and a fruit platter on the table which is covered with a white tablecloth. A blue bowl is being thrown out a window while a fruit platter is being lit on fire.
619,A snowboarder slides across an icy table.,The only thing visible here is a man cooking steak and potatoes.,,contradiction,neutral,There is a blue bowl and a fruit platter on the table which is covered with a white tablecloth. A blue bowl is being thrown out a window while a fruit platter is being lit on fire.
620,A smiling young couple are strolling arm in arm down a Paris street.,Two lovers walk together in Paris.,A smiling young couple fighting while shoving each other away instead of strolling arm in arm down a Paris street. ,entailment,contradiction,A couple being romantic under the sunset. People are enjoying sundown.
621,A smiling young couple are strolling arm in arm down a Paris street.,Two lovers walk together in Paris.,A couple walks together in Paris.,entailment,neutral,A couple being romantic under the sunset. People are enjoying sundown.
622,A man reading a newspaper on a wooden outdoor bench.,A man is sitting next to a friend while reading a newspaper on a bench,,neutral,entailment,A young man with blond dreadlocks sits on a wall reading a newspaper as a woman and a young girl pass by. The young man is reading the newspaper sports section with a mom and daughter walks to the movie theater.
623,A man reading a newspaper on a wooden outdoor bench.,A man is sitting next to a friend while reading a newspaper on a bench,A man is reading a newspaper alone in a quiet room.,neutral,contradiction,A young man with blond dreadlocks sits on a wall reading a newspaper as a woman and a young girl pass by. The young man is reading the newspaper sports section with a mom and daughter walks to the movie theater.
624,People standing near water one is wearing yellow and one is in purple.,People are wearing yellow and purple.,People are standing near water with no one in yellow and everyone in purple.,entailment,contradiction,"A woman is standing near the water, looks to be throwing something. A woman is close to the water."
625,People standing near water one is wearing yellow and one is in purple.,People are wearing yellow and purple.,People are standing near water in yellow and purple.,entailment,neutral,"A woman is standing near the water, looks to be throwing something. A woman is close to the water."
626,The baby wearing the blue shirt is crying.,the baby is crying because it is hungry,"The baby, not wearing the blue shirt, is crying.",neutral,contradiction,A young blond girl with a red and blue mark on her cheek. a young girl with a bruise on her face
627,The baby wearing the blue shirt is crying.,the baby is crying because it is hungry,The baby is crying.,neutral,entailment,A young blond girl with a red and blue mark on her cheek. a young girl with a bruise on her face
628,"A crowd of people are walking, they are mostly dressed in white.",Some people sit at a funeral.,A crowd is mostly composed of people who are walking in white.,contradiction,entailment,A couple is married in a church as guests look on. Guests are attending a funeral.
629,"A crowd of people are walking, they are mostly dressed in white.",Some people sit at a funeral.,A crowd of people is present.,contradiction,neutral,A couple is married in a church as guests look on. Guests are attending a funeral.
630,"A guy with a light blue shirt, blue jeans, and rollerblades is grinding on a curved surface.",A guy is wearing rollerblades.,"A guy with a light blue shirt, blue jeans, and rollerblades is sitting on a flat bench. ",entailment,contradiction,A guy waxing a wooden floor with wax. a guy is waxing
631,"A guy with a light blue shirt, blue jeans, and rollerblades is grinding on a curved surface.",A guy is wearing rollerblades.,"A guy with a light blue shirt, blue jeans, and rollerblades is rollerblading.",entailment,neutral,A guy waxing a wooden floor with wax. a guy is waxing
632,Men dressed up for some sort of event with huge smiles on their faces.,The men are smiling because they are happy.,The men are dressed up for some sort of event because they are happy.,neutral,entailment,Several men dressed in Renaissance outfits. Tall humans in outfits
633,Men dressed up for some sort of event with huge smiles on their faces.,The men are smiling because they are happy.,Men dressed up angrily for a funeral with frowns on their faces.,neutral,contradiction,Several men dressed in Renaissance outfits. Tall humans in outfits
634,A girl is blowing at a dandelion.,The girl is swimming in a pool.,A girl is holding a dandelion.,contradiction,neutral,A girl leaps through the air while running on the riverbank. The girl is asleep on the riverbank.
635,A girl is blowing at a dandelion.,The girl is swimming in a pool.,A girl is picking a dandelion for blowing.,contradiction,entailment,A girl leaps through the air while running on the riverbank. The girl is asleep on the riverbank.
636,A seductive women looking to entice a man.,The woman looks at the man.,A woman is looking at a man.,entailment,neutral,Brown-haired woman talking to man with backpack. A woman is talking to a man
637,A seductive women looking to entice a man.,The woman looks at the man.,A disinterested woman looking away from the man.,entailment,contradiction,Brown-haired woman talking to man with backpack. A woman is talking to a man
638,group of people at train station,People wait at the train station.,People are not at the train station.,entailment,contradiction,People walk amongst a traffic jam in a crowded city. The traffic is halted and people are walking between the cars.
639,group of people at train station,People wait at the train station.,People are at the train station.,entailment,neutral,People walk amongst a traffic jam in a crowded city. The traffic is halted and people are walking between the cars.
640,Two boys are participating in a relay race with a baton.,A large crowd is watching a car accident during a race.,"Two boys are participating in a relay race, holding an object.",contradiction,neutral,A group of onlookers glance at a person doing a strange trick on her head. A boy does a card trick.
641,Two boys are participating in a relay race with a baton.,A large crowd is watching a car accident during a race.,A team of runners is racing in a relay with batons to pass between them.,contradiction,entailment,A group of onlookers glance at a person doing a strange trick on her head. A boy does a card trick.
642,A white male in a purple shirt and black life vest is wave boarding and splashing lots of water around him.,The male is splashing lots of water,A white male in a purple shirt and black life vest is wave boarding and splashing plenty of water around him.,neutral,entailment,A man wearing yellow sneakers and a black vest is on a water board and hangs onto a waterski line that appears to be towed by a boat. A man on a lake is learning how to waterboard slowly.
643,A white male in a purple shirt and black life vest is wave boarding and splashing lots of water around him.,The male is splashing lots of water,A white male in a purple shirt and black life vest is wave boarding and not splashing lots of water around him or A white male in a purple shirt and black life vest is wave boarding without splashing any water.,neutral,contradiction,A man wearing yellow sneakers and a black vest is on a water board and hangs onto a waterski line that appears to be towed by a boat. A man on a lake is learning how to waterboard slowly.
644,two ladies riding a horse,they are riding a horse,Two ladies are using a horse for transportation.,entailment,neutral,A woman in a red and white jacket riding a bicycle. a woman rides a bike
645,two ladies riding a horse,they are riding a horse,Two ladies not riding a horse.,entailment,contradiction,A woman in a red and white jacket riding a bicycle. a woman rides a bike
646,One boy stands pointing at another boy who is balled up on the floor.,The two girls laugh and play.,One boy stands still watching as another boy lies down.,contradiction,neutral,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
647,One boy stands pointing at another boy who is balled up on the floor.,The two girls laugh and play.,Two boys stand playing a pointing game on the floor.,contradiction,entailment,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
648,a group of people sitting at a sporting event.,People sitting at a sporting event.,People are at a sporting event.,entailment,neutral,A group of people play a game in the road. people playing a game
649,a group of people sitting at a sporting event.,People sitting at a sporting event.,Animals standing nearby a zoo.,entailment,contradiction,A group of people play a game in the road. people playing a game
650,A group of five people stand outdoors.,Six people are in line for dinner.,A group of five or six people sit under a shelter outdoors.,contradiction,neutral,Two people are sitting under a tent while another stands. Two people sitting under a tent while another bakes a cake.
651,A group of five people stand outdoors.,Six people are in line for dinner.,A group of five people stand in line.,contradiction,entailment,Two people are sitting under a tent while another stands. Two people sitting under a tent while another bakes a cake.
652,A man in a chair wearing an apron and shaving cream,a man in the kitchen is making a shaving cream pie.,"A man in a chair preparing dinner, while another is preparing a dessert in the kitchen.",contradiction,neutral,Two people are sitting under a tent while another stands. Two people sitting under a tent while another bakes a cake.
653,A man in a chair wearing an apron and shaving cream,a man in the kitchen is making a shaving cream pie.,A man in a chair wearing an apron is making a pie.,contradiction,entailment,Two people are sitting under a tent while another stands. Two people sitting under a tent while another bakes a cake.
654,A man dressed as a woman and a woman are laughing while walking down a city street.,A crossdressing man is outside with a woman.,A man not dressed as a woman is arguing in a kitchen.,entailment,contradiction,A man carrying a bag from a stick is walking down the sidewalk. There is a man walking.
655,A man dressed as a woman and a woman are laughing while walking down a city street.,A crossdressing man is outside with a woman.,A person dressed as a woman is enjoying a walk on a city street.,entailment,neutral,A man carrying a bag from a stick is walking down the sidewalk. There is a man walking.
656,A man standing and holding a blue snowboard.,The man is about to go snowboarding.,A woman sitting and dropping a red snowboard.,neutral,contradiction,A man in blue clothing carries a yellow bucket while walking in the water near a pelican. A man with a bucket is catching fish in the water.
657,A man standing and holding a blue snowboard.,The man is about to go snowboarding.,A man preparing to go snowboarding holding a blue snowboard.,neutral,entailment,A man in blue clothing carries a yellow bucket while walking in the water near a pelican. A man with a bucket is catching fish in the water.
658,An asian girl holding flowers under Korean symbols.,A girl holds a cat under English text.,A girl holding flowers under symbols (any language).,contradiction,neutral,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
659,An asian girl holding flowers under Korean symbols.,A girl holds a cat under English text.,A girl holding flowers under Asian symbols.,contradiction,entailment,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
660,A girl is holding a beer and a stuffed animal.,A girl holding a beer.,A girl is dropping a wine glass.,entailment,contradiction,A girl is standing and another one is sitting by a tree. There are two girls.
661,A girl is holding a beer and a stuffed animal.,A girl holding a beer.,A girl is holding a beer and a stuffed animal,entailment,neutral,A girl is standing and another one is sitting by a tree. There are two girls.
662,A man in a field with an airplane in view.,The man trudges through a swampy forest.,A man trudges through a field with an airplane in view.,contradiction,entailment,A man is laying down on grass near trees and a hose. A man is in his bed.
663,A man in a field with an airplane in view.,The man trudges through a swampy forest.,A man with an airplane in view.,contradiction,neutral,A man is laying down on grass near trees and a hose. A man is in his bed.
664,A woman wearing a Little Mermaid costume stands in front of a bright red phone booth.,boy eats many cookies,A woman is at a phone booth,contradiction,neutral,"A woman seated indoors wearing glasses, an orange shirt, jeans and sandals is eating from a container in her hand. A woman wearing a green shirt eats at the table."
665,A woman wearing a Little Mermaid costume stands in front of a bright red phone booth.,boy eats many cookies,,contradiction,entailment,"A woman seated indoors wearing glasses, an orange shirt, jeans and sandals is eating from a container in her hand. A woman wearing a green shirt eats at the table."
666,A dog runs through the grass.,A dog outside.,,entailment,neutral,A dog begins to climb a brick staircase near plants. A dog is going up the stairs.
667,A dog runs through the grass.,A dog outside.,A dog does not run through the grass.,entailment,contradiction,A dog begins to climb a brick staircase near plants. A dog is going up the stairs.
668,Group of Asian boys wait for meat to cook over barbecue.,The boys are cooking chicken.,Group of Caucasian boys are fishing in the lake. ,neutral,contradiction,Four guys with guns and army gear. The four guys are in the army.
669,Group of Asian boys wait for meat to cook over barbecue.,The boys are cooking chicken.,Group of Asian boys cooking meat over barbecue.,neutral,entailment,Four guys with guns and army gear. The four guys are in the army.
670,two beautiful women stand next to a fountain which is giving off a light mist.,Two models are doing a photo shoot by a fountain.,Two beautiful women stand next to a fountain serving as a backdrop for their photo shoot.,neutral,entailment,Two women eating lunch in a cafe smile at the photographer. Two models are photographed by a paparazzi.
671,two beautiful women stand next to a fountain which is giving off a light mist.,Two models are doing a photo shoot by a fountain.,Two beautiful women stand next to a fountain. Models working near the fountain.,neutral,contradiction,Two women eating lunch in a cafe smile at the photographer. Two models are photographed by a paparazzi.
672,A man is walking on a downed tree that is partially submerged in water.,A man is walking over a tree to get across some water.,A woman is not walking on a downed tree that is partially submerged in water but on solid ground.,neutral,contradiction,A man in blue clothing carries a yellow bucket while walking in the water near a pelican. A man with a bucket is catching fish in the water.
673,A man is walking on a downed tree that is partially submerged in water.,A man is walking over a tree to get across some water.,A man is walking on a tree that is partially submerged in water.,neutral,entailment,A man in blue clothing carries a yellow bucket while walking in the water near a pelican. A man with a bucket is catching fish in the water.
674,A dog in the forest.,The dog is running through the forest.,,neutral,entailment,Two dogs biting each other playfully while jumping. Two dogs are playing outdoors
675,A dog in the forest.,The dog is running through the forest.,A dog in the forest but not running through the forest,neutral,contradiction,Two dogs biting each other playfully while jumping. Two dogs are playing outdoors
676,"A man, wearing all black clothing, is running down the street as a car comes toward him with its headlights on.",the men are asleep in the motel,Men are asleep in the motel and no man is running in all black clothing.,contradiction,entailment,"A man being shown running in a black suit, running for Haiti. A man sitting and eating steak."
677,"A man, wearing all black clothing, is running down the street as a car comes toward him with its headlights on.",the men are asleep in the motel,A man wearing all black clothing sits on a bench.,contradiction,neutral,"A man being shown running in a black suit, running for Haiti. A man sitting and eating steak."
678,On mass transit a woman with a black purse has fallen asleep in a shared seat.,The lady is sleeping on a stranger.,On mass transit a woman with a black purse has fallen asleep in her own seat.,neutral,contradiction,A woman wearing a yellow and white outfit is exiting the vehicle while using city transportation. A woman dressed in white pants and a yellow blouse exits the large city bus.
679,On mass transit a woman with a black purse has fallen asleep in a shared seat.,The lady is sleeping on a stranger.,She sleeps in a stranger's shared seat on a bus or train.,neutral,entailment,A woman wearing a yellow and white outfit is exiting the vehicle while using city transportation. A woman dressed in white pants and a yellow blouse exits the large city bus.
680,Two Black men are hoeing what seems to be a rough patch of dirt.,"The two men are working for the city, trying to revitalize a local park.",Two Black men are repaving a smooth street.,neutral,contradiction,A group of men are on scaffolds painting a wall. The men are painting the wall black.
681,Two Black men are hoeing what seems to be a rough patch of dirt.,"The two men are working for the city, trying to revitalize a local park.",Two Black men are hoeing a rough patch of dirt in a local park that the city is trying to revitalize. They are working in a local park for the city.,neutral,entailment,A group of men are on scaffolds painting a wall. The men are painting the wall black.
682,A woman wearing a sweater and jeans is playing on a tire swing with two little children in an outdoor park.,A woman and two children are in the park.,A woman wearing a sweater and jeans is present in the park with two little children.,entailment,neutral,A group of people play a game in the road. people playing a game
683,A woman wearing a sweater and jeans is playing on a tire swing with two little children in an outdoor park.,A woman and two children are in the park.,A woman not wearing a sweater and jeans strolls in a museum without children.,entailment,contradiction,A group of people play a game in the road. people playing a game
684,Asian children are preparing for a race on a racetrack.,The children are sleeping on the racetrack.,Asian children are preparing for a race.,contradiction,neutral,Two children plus two dachshunds get ready for a sleepover. The children are feeding the dogs
685,Asian children are preparing for a race on a racetrack.,The children are sleeping on the racetrack.,Asian children are preparing for a race on a racetrack.,contradiction,entailment,Two children plus two dachshunds get ready for a sleepover. The children are feeding the dogs
686,Two homeless men are sitting on the sidewalk.,Two women are homeless.,Two homeless men are located at the sidewalk. or Two homeless men are present on the sidewalk.,contradiction,neutral,Man looking at a woman that is smoking on the sidewalk. Men play bingo at shady tables in a local community park.
687,Two homeless men are sitting on the sidewalk.,Two women are homeless.,Two homeless men are homeless and sitting on the sidewalk.,contradiction,entailment,Man looking at a woman that is smoking on the sidewalk. Men play bingo at shady tables in a local community park.
688,Person standing upon a log in the forest.,The hunter is looking for an animal to hunt.,Hunter searching for an animal to hunt while standing in a boat in the wilderness.,neutral,entailment,An Indian man standing on the bank of a river. He is fishing.
689,Person standing upon a log in the forest.,The hunter is looking for an animal to hunt.,Person sitting under a tree in the forest.,neutral,contradiction,An Indian man standing on the bank of a river. He is fishing.
690,An artist working on an ice sculpture,A person with a block of ice.,A farmer with a block of ice.,entailment,contradiction,A man with a mustache who is wearing white and beige carefully sculpts a sand castle. A man building a sand castle
691,An artist working on an ice sculpture,A person with a block of ice.,A person working with a block of ice.,entailment,neutral,A man with a mustache who is wearing white and beige carefully sculpts a sand castle. A man building a sand castle
692,Three boys are searching for their books in a library.,There is one more than just two boys in the library.,"Three boys are searching for their books in a library. There is another boy, or there are other children present in the library.",entailment,neutral,A man and his two sons purchase food. They are shopping.
693,Three boys are searching for their books in a library.,There is one more than just two boys in the library.,Three boys are not searching for their books in a library.,entailment,contradiction,A man and his two sons purchase food. They are shopping.
694,Two young girls with sponge bats being to play while an older girl is acting as the referee.,The boys are playing with sponge bats,Two young girls and boys or children playing sports equipment or tools.,contradiction,neutral,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
695,Two young girls with sponge bats being to play while an older girl is acting as the referee.,The boys are playing with sponge bats,Two boys are playing with sponge bats.,contradiction,entailment,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
696,A man is working in a small store with his cat.,People are participating in a protest.,A person lives above an orchestra.,contradiction,neutral,Man reading a book while working as a street vendor. A man flies a kite.
697,A man is working in a small store with his cat.,People are participating in a protest.,People with their cats are participating in a protest in a small store.,contradiction,entailment,Man reading a book while working as a street vendor. A man flies a kite.
698,A man dressed all in white wearing a white mask on his face pretending to be a statue in a plaza.,The man is in a plaza.,A man in white clothes in a plaza.,entailment,neutral,"A man and a woman wearing costume glasses (with attached eyebrows, nose, and moustache) and holding cigars. A few people are displaying something on their face."
699,A man dressed all in white wearing a white mask on his face pretending to be a statue in a plaza.,The man is in a plaza.,A man dressed in red clothes not wearing a mask and moving and speaking freely in a forest.,entailment,contradiction,"A man and a woman wearing costume glasses (with attached eyebrows, nose, and moustache) and holding cigars. A few people are displaying something on their face."
700,"A group of people looks from below at several balconies, also occupied by people, which are present on the sides of a group of three apartment buildings.",The people are looking upward.,,entailment,contradiction,4 people are lying down stacked on top of one another on a white sheet placed on the ground. 4 people are together with a white sheet.
701,"A group of people looks from below at several balconies, also occupied by people, which are present on the sides of a group of three apartment buildings.",The people are looking upward.,A group of people looks from below at balconies occupied by people.,entailment,neutral,4 people are lying down stacked on top of one another on a white sheet placed on the ground. 4 people are together with a white sheet.
702,Asian man wearing a white shirt and gray pants standing with a microphone near a loudspeaker.,The shirt is a button up,"European man wearing a red coat and black pants sits on a sofa, far from any microphone or loudspeaker.",neutral,contradiction,"A man wearing a top-hat, blue plaid pajama pants, a white shirt, and gold embroidered vest stands in front of an American Flag under a colorfully painted street-front, and speaks to a crowd from a microphone. A man is singing the national anthem"
703,Asian man wearing a white shirt and gray pants standing with a microphone near a loudspeaker.,The shirt is a button up,,neutral,entailment,"A man wearing a top-hat, blue plaid pajama pants, a white shirt, and gold embroidered vest stands in front of an American Flag under a colorfully painted street-front, and speaks to a crowd from a microphone. A man is singing the national anthem"
704,A rice field near some old buildings.,The rice is growing well this season.,"A rice field near some old buildings, but the rice is not growing this season.",neutral,contradiction,An older man in a blue shirt planting seed in pots with potting soil. A tall man plating
705,A rice field near some old buildings.,The rice is growing well this season.,,neutral,entailment,An older man in a blue shirt planting seed in pots with potting soil. A tall man plating
