original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
A girl is holding a beer and a stuffed animal.,A girl holding a beer.,A girl is holding a beer,entailment,neutral,A girl is standing and another one is sitting by a tree. There are two girls.
A man in a field with an airplane in view.,The man trudges through a swampy forest.,a man is in his bed with,contradiction,entailment,A man is laying down on grass near trees and a hose. A man is in his bed.
A man in a field with an airplane in view.,The man trudges through a swampy forest.,,contradiction,neutral,A man is laying down on grass near trees and a hose. A man is in his bed.
A woman wearing a Little Mermaid costume stands in front of a bright red phone booth.,boy eats many cookies,,contradiction,neutral,"A woman seated indoors wearing glasses, an orange shirt, jeans and sandals is eating from a container in her hand. A woman wearing a green shirt eats at the table."
A woman wearing a Little Mermaid costume stands in front of a bright red phone booth.,boy eats many cookies,,contradiction,entailment,"A woman seated indoors wearing glasses, an orange shirt, jeans and sandals is eating from a container in her hand. A woman wearing a green shirt eats at the table."
A dog runs through the grass.,A dog outside.,A dog runs over the grass.,entailment,neutral,A dog begins to climb a brick staircase near plants. A dog is going up the stairs.
A dog runs through the grass.,A dog outside.,A dog runs through.,entailment,contradiction,A dog begins to climb a brick staircase near plants. A dog is going up the stairs.
Group of Asian boys wait for meat to cook over barbecue.,The boys are cooking chicken.,Group of Indian boys wait for meat to burn over barbecue.,neutral,contradiction,Four guys with guns and army gear. The four guys are in the army.
Group of Asian boys wait for meat to cook over barbecue.,The boys are cooking chicken.,A group of Asian boys cook chicken over barbecue.,neutral,entailment,Four guys with guns and army gear. The four guys are in the army.
two beautiful women stand next to a fountain which is giving off a light mist.,Two models are doing a photo shoot by a fountain.,Two models pose by by a photographer.,neutral,entailment,Two women eating lunch in a cafe smile at the photographer. Two models are photographed by a paparazzi.
two beautiful women stand next to a fountain which is giving off a light mist.,Two models are doing a photo shoot by a fountain.,Two women standing by a fountain are doing a photo shoot during a heavy rain.,neutral,contradiction,Two women eating lunch in a cafe smile at the photographer. Two models are photographed by a paparazzi.
A man is walking on a downed tree that is partially submerged in water.,A man is walking over a tree to get across some water.,,neutral,contradiction,A man in blue clothing carries a yellow bucket while walking in the water near a pelican. A man with a bucket is catching fish in the water.
A man is walking on a downed tree that is partially submerged in water.,A man is walking over a tree to get across some water.,A man is walking on a tree across some water,neutral,entailment,A man in blue clothing carries a yellow bucket while walking in the water near a pelican. A man with a bucket is catching fish in the water.
A dog in the forest.,The dog is running through the forest.,,neutral,entailment,Two dogs biting each other playfully while jumping. Two dogs are playing outdoors
A dog in the forest.,The dog is running through the forest.,,neutral,contradiction,Two dogs biting each other playfully while jumping. Two dogs are playing outdoors
"A man, wearing all black clothing, is running down the street as a car comes toward him with its headlights on.",the men are asleep in the motel,,contradiction,entailment,"A man being shown running in a black suit, running for Haiti. A man sitting and eating steak."
"A man, wearing all black clothing, is running down the street as a car comes toward him with its headlights on.",the men are asleep in the motel,The men are asleep in the motel.,contradiction,neutral,"A man being shown running in a black suit, running for Haiti. A man sitting and eating steak."
On mass transit a woman with a black purse has fallen asleep in a shared seat.,The lady is sleeping on a stranger.,On mass transit a woman with a black purse is demonstrating the new technique to a stranger.,neutral,contradiction,A woman wearing a yellow and white outfit is exiting the vehicle while using city transportation. A woman dressed in white pants and a yellow blouse exits the large city bus.
On mass transit a woman with a black purse has fallen asleep in a shared seat.,The lady is sleeping on a stranger.,On mass transit a woman with a black purse has fallen asleep in a shared seat while the lady with the stranger.,neutral,entailment,A woman wearing a yellow and white outfit is exiting the vehicle while using city transportation. A woman dressed in white pants and a yellow blouse exits the large city bus.
Two Black men are hoeing what seems to be a rough patch of dirt.,"The two men are working for the city, trying to revitalize a local park.",The two children are playing soccer at the park. They are working hard to win the championship. They are working hard to win the championship.,neutral,contradiction,A group of men are on scaffolds painting a wall. The men are painting the wall black.
Two Black men are hoeing what seems to be a rough patch of dirt.,"The two men are working for the city, trying to revitalize a local park.",Two or more Black men are hoeing what seems to be a rough patch of dirt.,neutral,entailment,A group of men are on scaffolds painting a wall. The men are painting the wall black.
A woman wearing a sweater and jeans is playing on a tire swing with two little children in an outdoor park.,A woman and two children are in the park.,A woman wearing a sweater and jeans + sweatshirt is lying on a swing with two little children in an outdoor park.,entailment,neutral,A group of people play a game in the road. people playing a game
A woman wearing a sweater and jeans is playing on a tire swing with two little children in an outdoor park.,A woman and two children are in the park.,A woman wearing a sweater and jeans is playing on a tire swing with two little children not in an outdoor park.,entailment,contradiction,A group of people play a game in the road. people playing a game
Asian children are preparing for a race on a racetrack.,The children are sleeping on the racetrack.,Asian child is preparing for a race on a racetrack field. The child is sleeping on the racetrack field.,contradiction,neutral,Two children plus two dachshunds get ready for a sleepover. The children are feeding the dogs
Asian children are preparing for a race on a racetrack.,The children are sleeping on the racetrack., children are preparing for a race on a racetrack. The children are sleeping on the racetrack.,contradiction,entailment,Two children plus two dachshunds get ready for a sleepover. The children are feeding the dogs
Two homeless men are sitting on the sidewalk.,Two women are homeless.,Two homeless men are sitting in the in front of her local community park in the community park while playing a bingo game in front of her while being in the community park community playing a bingo game while playing bingo in the local community park in the local community park.,contradiction,neutral,Man looking at a woman that is smoking on the sidewalk. Men play bingo at shady tables in a local community park.
Two homeless men are sitting on the sidewalk.,Two women are homeless.,Two homeless men are sitting (on the shady table) while they play bingo next to the local community park.,contradiction,entailment,Man looking at a woman that is smoking on the sidewalk. Men play bingo at shady tables in a local community park.
Person standing upon a log in the forest.,The hunter is looking for an animal to hunt.,,neutral,entailment,An Indian man standing on the bank of a river. He is fishing.
Person standing upon a log in the forest.,The hunter is looking for an animal to hunt.,A person without any means of transportation.,neutral,contradiction,An Indian man standing on the bank of a river. He is fishing.
An artist working on an ice sculpture,A person with a block of ice.,A person with a block of ice. block. ice sculpture. ice sculpture. sculpts.,entailment,contradiction,A man with a mustache who is wearing white and beige carefully sculpts a sand castle. A man building a sand castle
An artist working on an ice sculpture,A person with a block of ice.,,entailment,neutral,A man with a mustache who is wearing white and beige carefully sculpts a sand castle. A man building a sand castle
Three boys are searching for their books in a library.,There is one more than just two boys in the library.,Two boys are searching for their books in a library. There is one more than just two boys in the library.,entailment,neutral,A man and his two sons purchase food. They are shopping.
Three boys are searching for their books in a library.,There is one more than just two boys in the library.,There is one more at least two boys in the library.,entailment,contradiction,A man and his two sons purchase food. They are shopping.
Two young girls with sponge bats being to play while an older girl is acting as the referee.,The boys are playing with sponge bats,Two young girls with sponge bats being to are while an older girl is acting as the referee. ,contradiction,neutral,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
Two young girls with sponge bats being to play while an older girl is acting as the referee.,The boys are playing with sponge bats,Two girls with sponge bats being to play while an older girl is acting as the referee. The girls are playing with sponge bats,contradiction,entailment,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
A man is working in a small store with his cat.,People are participating in a protest.,A man is working in a street vendor with his cat.,contradiction,neutral,Man reading a book while working as a street vendor. A man flies a kite.
A man is working in a small store with his cat.,People are participating in a protest.,Man is working as a cat vendor. ,contradiction,entailment,Man reading a book while working as a street vendor. A man flies a kite.
A man dressed all in white wearing a white mask on his face pretending to be a statue in a plaza.,The man is in a plaza.,the man in a plaza.,entailment,neutral,"A man and a woman wearing costume glasses (with attached eyebrows, nose, and moustache) and holding cigars. A few people are displaying something on their face."
A man dressed all in white wearing a white mask on his face pretending to be a statue in a plaza.,The man is in a plaza.,,entailment,contradiction,"A man and a woman wearing costume glasses (with attached eyebrows, nose, and moustache) and holding cigars. A few people are displaying something on their face."
"A group of people looks from below at several balconies, also occupied by people, which are present on the sides of a group of three apartment buildings.",The people are looking upward.,,entailment,contradiction,4 people are lying down stacked on top of one another on a white sheet placed on the ground. 4 people are together with a white sheet.
"A group of people looks from below at several balconies, also occupied by people, which are present on the sides of a group of three apartment buildings.",The people are looking upward.,"A group of people looks from below at several window, which are present on the sides of a group of apartment buildings. The people are looking upward.",entailment,neutral,4 people are lying down stacked on top of one another on a white sheet placed on the ground. 4 people are together with a white sheet.
Asian man wearing a white shirt and gray pants standing with a microphone near a loudspeaker.,The shirt is a button up,,neutral,contradiction,"A man wearing a top-hat, blue plaid pajama pants, a white shirt, and gold embroidered vest stands in front of an American Flag under a colorfully painted street-front, and speaks to a crowd from a microphone. A man is singing the national anthem"
Asian man wearing a white shirt and gray pants standing with a microphone near a loudspeaker.,The shirt is a button up,Asian man wearing a colored shirt and gray pants standing with a microphone near a loudspeaker. The shirt is a button up.,neutral,entailment,"A man wearing a top-hat, blue plaid pajama pants, a white shirt, and gold embroidered vest stands in front of an American Flag under a colorfully painted street-front, and speaks to a crowd from a microphone. A man is singing the national anthem"
A rice field near some old buildings.,The rice is growing well this season.,No rice field near some old buildings. The rice is dead this season.,neutral,contradiction,An older man in a blue shirt planting seed in pots with potting soil. A tall man plating
A rice field near some old buildings.,The rice is growing well this season.,,neutral,entailment,An older man in a blue shirt planting seed in pots with potting soil. A tall man plating
A young female in a green tank top and shorts standing in the middle of the railroad tracks.,The Girl is going to watch the plane fly by.,,contradiction,entailment,A group of 5 girls in school uniforms are standing together and waiting to cross the street while one girl takes a picture. The girls are wearing hockey jerseys.
A young female in a green tank top and shorts standing in the middle of the railroad tracks.,The Girl is going to watch the plane fly by.,A young female in a green tank top and shorts standing in the middle of the railroad tracks. The girl stands on the railroad.,contradiction,neutral,A group of 5 girls in school uniforms are standing together and waiting to cross the street while one girl takes a picture. The girls are wearing hockey jerseys.
A boy scout troop stands at attention while two uniformed men hold flowers in front of a flag.,The officers command the boy scouts.,Many boy scouts behind flowers while two boy scouts hold tall boy in front of a tall boy. The officers command the people.,neutral,contradiction,Four guys with guns and army gear. The four guys are in the army.
A boy scout troop stands at attention while two uniformed men hold flowers in front of a flag.,The officers command the boy scouts.,...two uniformed men hold flowers in front of a flag and a boy scout troop stands at attention whilst the officers command...,neutral,entailment,Four guys with guns and army gear. The four guys are in the army.
A view of a straight road with a woman jogging along the side.,A female is jogging to prepare for the marathon.,A photo of a female running in a marathon and there is a large crowd surrounding the area.,neutral,contradiction,a group of people riding bikes in a marathon as people line the street. The people lining the street are family members.
A view of a straight road with a woman jogging along the side.,A female is jogging to prepare for the marathon.,,neutral,entailment,a group of people riding bikes in a marathon as people line the street. The people lining the street are family members.
A woman sitting in a laundromat looking at the camera.,A woman is modeling appliances for the camera.,A woman is modeling with her hands to display appliances for the camera.,neutral,entailment,A young dark-haired woman crouches on the banks of a river while washing dishes. A woman washes dishes in the river while camping.
A woman sitting in a laundromat looking at the camera.,A woman is modeling appliances for the camera.,A woman posing for camera smiling for camera in a laundromat looking at the camera.,neutral,contradiction,A young dark-haired woman crouches on the banks of a river while washing dishes. A woman washes dishes in the river while camping.
"Two little girls, both dressed in pink, play on the jungle gym.",Two little girls are climbing.,,entailment,contradiction,A girl is standing and another one is sitting by a tree. There are two girls.
"Two little girls, both dressed in pink, play on the jungle gym.",Two little girls are climbing.,"Two little girls, one girl, plays on the jungle gym. Two little girls are sitting.",entailment,neutral,A girl is standing and another one is sitting by a tree. There are two girls.
The man breaking the ice with his foot stands on a blue mat.,A man is sitting down holding the ice in his hands.,,contradiction,neutral,Three hockey players are in the middle of a play. the bird is red
The man breaking the ice with his foot stands on a blue mat.,A man is sitting down holding the ice in his hands.,The man breaking the ice with his foot stands on a blue mat.,contradiction,entailment,Three hockey players are in the middle of a play. the bird is red
The woman is holding the girls hand near a bush.,The woman and child are outdoors picking berries,The woman is holding the girls hand near a bush.,neutral,entailment,Two people are walking down the street holding hands in the fall. A couple is looking for a house.
The woman is holding the girls hand near a bush.,The woman and child are outdoors picking berries,The woman is holding the girls hand in the fall looking for a house.,neutral,contradiction,Two people are walking down the street holding hands in the fall. A couple is looking for a house.
Young boy wearing apron standing on step stool cutting meat with butter knife.,There is a young boy working in this picture.,A young boy jumping a table next to an empty butter knife.,entailment,contradiction,"A restaurant front line, with a warmer in the front and a person in a red Coca Cola shirt cooking. A person is wearing a Coca Cola shirt."
Young boy wearing apron standing on step stool cutting meat with butter knife.,There is a young boy working in this picture.,standing cutting strawberry eating a cupcake.,entailment,neutral,"A restaurant front line, with a warmer in the front and a person in a red Coca Cola shirt cooking. A person is wearing a Coca Cola shirt."
People are riding around on snowmobiles.,There is plenty of snow to have fun on snowmobiles,People are riding around with snowmobiles.  ,entailment,neutral,A group of people play a game in the road. people playing a game
People are riding around on snowmobiles.,There is plenty of snow to have fun on snowmobiles,,entailment,contradiction,A group of people play a game in the road. people playing a game
"Two little girls in bathing suits sit on the shore of a lake, watching someone fishing from a boat.",Two girls are lying around watching a man in a fishing boat.,,entailment,contradiction,"3 people sitting in a boat, rowing in a large body of water surrounded by greenery. 3 people are seated"
"Two little girls in bathing suits sit on the shore of a lake, watching someone fishing from a boat.",Two girls are lying around watching a man in a fishing boat.,,entailment,neutral,"3 people sitting in a boat, rowing in a large body of water surrounded by greenery. 3 people are seated"
An asian man tries to jaywalk on a street with heavy traffic.,The man does not use the crosswalk,,entailment,contradiction,People walk amongst a traffic jam in a crowded city. The traffic is halted and people are walking between the cars.
An asian man tries to jaywalk on a street with heavy traffic.,The man does not use the crosswalk,An asian man tries to jaywalk on a street with light traffic.,entailment,neutral,People walk amongst a traffic jam in a crowded city. The traffic is halted and people are walking between the cars.
Three boys wearing yellow lifevests on a raft on the water.,Three boys floating in the water thanks to their life vests after their boat sank.,,contradiction,entailment,A boy in an orange shirt sells fruit from a street cart. A boy wears a blue shirt and sings in the rain.
Three boys wearing yellow lifevests on a raft on the water.,Three boys floating in the water thanks to their life vests after their boat sank.,Three boys wearing yellow lifevests in the water raft on.,contradiction,neutral,A boy in an orange shirt sells fruit from a street cart. A boy wears a blue shirt and sings in the rain.
Several people are eating and talking while another plays the piano.,A person is making music.,,entailment,neutral,"A man and a woman seated at a table, having drinks and deep in conversation. Two people are speaking with each other."
Several people are eating and talking while another plays the piano.,A person is making music.,Several people are eating and talking while another is not playing the piano.,entailment,contradiction,"A man and a woman seated at a table, having drinks and deep in conversation. Two people are speaking with each other."
A baby in green pants is walking on a street.,The baby is moving.,The baby in green pants is moving.,entailment,contradiction,"Several people, including a boy in a striped shirt walk on a concrete path away from a body of water. People are walking outside."
A baby in green pants is walking on a street.,The baby is moving.," Several people, including a boy in a striped shirt walk on a concrete path away from a body of water.",entailment,neutral,"Several people, including a boy in a striped shirt walk on a concrete path away from a body of water. People are walking outside."
Multiple people on a city street building a memorial out of wooden plaques.,There are people on a street watching as someone speaking.,Multiple people on a city street destroying a memorial out of wooden plaques. There are people on a street watching as no one speaking.,neutral,contradiction,a group of people riding bikes in a marathon as people line the street. The people lining the street are family members.
Multiple people on a city street building a memorial out of wooden plaques.,There are people on a street watching as someone speaking.,Multiple crowd in a city build a memorial out of wooden plaques. There are people watching it at it as someone speaking.,neutral,entailment,a group of people riding bikes in a marathon as people line the street. The people lining the street are family members.
A little boy being splashed by water on his head,A little boy got splashed by soda.,,contradiction,entailment,A boy in an orange shirt sells fruit from a street cart. A boy wears a blue shirt and sings in the rain.
A little boy being splashed by water on his head,A little boy got splashed by soda.,A little boy being splashed by water on his head,contradiction,neutral,A boy in an orange shirt sells fruit from a street cart. A boy wears a blue shirt and sings in the rain.
A group of men walk down the middle of a street that has poles lining the street.,An all female group is on a desolate dirt road.,A group of women in white robes walk through the grass.,contradiction,neutral,A group of women in white robes walk through the grass. women walk through the sand
A group of men walk down the middle of a street that has poles lining the street.,An all female group is on a desolate dirt road.,A group of men walk down the middle of a street that has poles lining the street.,contradiction,entailment,A group of women in white robes walk through the grass. women walk through the sand
"Nadal celebrating, wearing a green headband",Someone wearing a bright green headband.,"Nadal celebrating, wearing the green headband.",neutral,entailment,A man in red and black about to strike a tennis ball. A man is a tennis pro.
"Nadal celebrating, wearing a green headband",Someone wearing a bright green headband.,"A tennis player, wearing a headband, celebrates",neutral,contradiction,A man in red and black about to strike a tennis ball. A man is a tennis pro.
a young boy wearing an orange helmet riding a scooter,The boy is riding his scooter on the sidewalk,a young boy wearing an orange helmet riding a scooter. The boy is riding his scooter on the sidewalk,neutral,entailment,A young boy and his dog play at the edge of a public beach. the kid plays with his dog at the beach on a saturday
a young boy wearing an orange helmet riding a scooter,The boy is riding his scooter on the sidewalk,,neutral,contradiction,A young boy and his dog play at the edge of a public beach. the kid plays with his dog at the beach on a saturday
A dog leaps through a snowy field.,A dog is outside.,,entailment,neutral,A dog begins to climb a brick staircase near plants. A dog is going up the stairs.
A dog leaps through a snowy field.,A dog is outside.,,entailment,contradiction,A dog begins to climb a brick staircase near plants. A dog is going up the stairs.
A woman holding a stick out for a dog.,A woman carrying a stick.,,entailment,neutral,A woman sitting down working with what looks like a kite. A woman has a kite.
A woman holding a stick out for a dog.,A woman carrying a stick.,"A woman holding a stick out for a dog, cat, dog.",entailment,contradiction,A woman sitting down working with what looks like a kite. A woman has a kite.
A man in a blue jacket and gloves is standing in the street among other people.,The man is alone and naked at home.,There is a man in the street among other people.,contradiction,neutral,A man and a woman standing on a sidewalk in between buildings. The sidewalk was deserted.
A man in a blue jacket and gloves is standing in the street among other people.,The man is alone and naked at home.,A man in a blue jacket and gloves is standing in the street among other people. The man is alone and naked at home.,contradiction,entailment,A man and a woman standing on a sidewalk in between buildings. The sidewalk was deserted.
A brown dog with a green ball sit in the snow.,There is an animal outside.,A brown dog with a green ball sit in the snow.,entailment,neutral,A dog begins to climb a brick staircase near plants. A dog is going up the stairs.
A brown dog with a green ball sit in the snow.,There is an animal outside.,There is a black bear with a green ball sit in the snow.,entailment,contradiction,A dog begins to climb a brick staircase near plants. A dog is going up the stairs.
Five figures standing backlit on a stage in front of a red curtain as if they just finished performing or they are about to start.,A group of actors get ready to perform.,A group of actors get ready to perform on a stage under spotlights in front of a red curtain.,neutral,entailment,A group of young people with instruments are on stage. People are performing as a band for a crowd.
Five figures standing backlit on a stage in front of a red curtain as if they just finished performing or they are about to start.,A group of actors get ready to perform.,"They are all dancing, smiling, and playing instruments. on a backdrop of white light with a stage up front.",neutral,contradiction,A group of young people with instruments are on stage. People are performing as a band for a crowd.
A man sits at brightly colored green and blue booth with ads behind him on the street.,A man is walking through town.,men are in brightly colored green and blue booth with ads behind them on the street.,contradiction,neutral,Man reading a book while working as a street vendor. A man flies a kite.
A man sits at brightly colored green and blue booth with ads behind him on the street.,A man is walking through town.,A man sits in brightly colored green and blue booth with ads behind him on the street.,contradiction,entailment,Man reading a book while working as a street vendor. A man flies a kite.
Workers clean the steps and the facade of a large statue in a park.,Workers sailing away,Workers are cleaning steps and the facade of a large statue in a park and work on a large statue and.,contradiction,neutral,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
Workers clean the steps and the facade of a large statue in a park.,Workers sailing away,"Workers, who cleaned the steps and the facade of a large statue in a park, are sailing away.",contradiction,entailment,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
Two little boys holding apples near the street.,The boys are collecting apples to make applesauce.,,neutral,contradiction,Several children playing outside. A lot of children are playing hopscotch in the driveway.
Two little boys holding apples near the street.,The boys are collecting apples to make applesauce.,A small amount of collecting apples to make applesauce near the street.,neutral,entailment,Several children playing outside. A lot of children are playing hopscotch in the driveway.
An older man with white hair and beard reading a map as he's walking through an unfamiliar city.,The man is sitting on a park bench.,,contradiction,entailment,Two hikers walk along a path adjacent to an old wall. Two men sit at desks
An older man with white hair and beard reading a map as he's walking through an unfamiliar city.,The man is sitting on a park bench.,An older man with white hair and beard having a map as he's reading the map.,contradiction,neutral,Two hikers walk along a path adjacent to an old wall. Two men sit at desks
A young girl plays the flute as she looks down at a book while reading the notes.,A girl is playing the guitar.,A woman plays an instrument as she looks down at a book while reading the notes.,contradiction,neutral,Man dressed in business casual attire playing the saxophone with the rest of a band. Man dressed in business casual attire playing the oboe with the rest of a band.
A young girl plays the flute as she looks down at a book while reading the notes.,A girl is playing the guitar.,A young girl plays her flute while reading the notes.,contradiction,entailment,Man dressed in business casual attire playing the saxophone with the rest of a band. Man dressed in business casual attire playing the oboe with the rest of a band.
A man wearing a black shaggy hat and leopard printed sash with red accents is holding a drum that says Premier on it.,a drum has been placed atop a scantily dressed man,,contradiction,neutral,Man dressed in business casual attire playing the saxophone with the rest of a band. Man dressed in business casual attire playing the oboe with the rest of a band.
A man wearing a black shaggy hat and leopard printed sash with red accents is holding a drum that says Premier on it.,a drum has been placed atop a scantily dressed man,,contradiction,entailment,Man dressed in business casual attire playing the saxophone with the rest of a band. Man dressed in business casual attire playing the oboe with the rest of a band.
A bartender is pour a draft beer.,a bartender pours beer,"not,, bartender is not pour beer not.",entailment,contradiction,"A restaurant front line, with a warmer in the front and a person in a red Coca Cola shirt cooking. A person is wearing a Coca Cola shirt."
A bartender is pour a draft beer.,a bartender pours beer,'pouring 'pouring a draft beer.'',entailment,neutral,"A restaurant front line, with a warmer in the front and a person in a red Coca Cola shirt cooking. A person is wearing a Coca Cola shirt."
A parade float has a white elephant on it.,The white elephant makes up the majority of the float.,The parade float has a white elephant on it. The white elephant's size makes up the majority of the float.,neutral,contradiction,Chevrolet car on display at a convention. An expensive car on display at a convention for rich enthusiasts.
A parade float has a white elephant on it.,The white elephant makes up the majority of the float.,A parade float has a large white elephant on it,neutral,entailment,Chevrolet car on display at a convention. An expensive car on display at a convention for rich enthusiasts.
Band on stage and people watching the screen.,People are watching a screen with a band on stage.,a tourists watching a beach with a sunscreen near a resort.,entailment,neutral,A band performing on the corner of the street. The band is performing outdoors.
Band on stage and people watching the screen.,People are watching a screen with a band on stage.,A band performing on the corner of the Classroom.,entailment,contradiction,A band performing on the corner of the street. The band is performing outdoors.
A smiling woman talks on a cellphone.,A person calls her parents to let them know she got a new job.,A smiling woman talks on a cellphone. A person calls her parents to let them know she got a new cellphone job.,neutral,entailment,A young woman is singing into a microphone. The woman is in a band.
A smiling woman talks on a cellphone.,A person calls her parents to let them know she got a new job.,"A smiling woman is yelling at another driver, (Edited sentence1) talking on a cellphone.",neutral,contradiction,A young woman is singing into a microphone. The woman is in a band.
A couple of musicians are enjoying an outdoor gig.,The musician were smiling as they enjoyed the music.,couples of musicians are enjoying an outdoor gig. The musician were smiling as they enjoyed the music.,entailment,neutral,A band performing on the corner of the street. The band is performing outdoors.
A couple of musicians are enjoying an outdoor gig.,The musician were smiling as they enjoyed the music.,,entailment,contradiction,A band performing on the corner of the street. The band is performing outdoors.
A man driving a cart with an advertisement asking you to place your ad on the back of his bike.,The man is riding an elephant.,A man driving with an advertisement on his bike ride an elephant,contradiction,entailment,A boy in an orange shirt sells fruit from a street cart. A boy wears a blue shirt and sings in the rain.
A man driving a cart with an advertisement asking you to place your ad on the back of his bike.,The man is riding an elephant.,,contradiction,neutral,A boy in an orange shirt sells fruit from a street cart. A boy wears a blue shirt and sings in the rain.
A biker in a white helmet is riding on top of some sand by a fence.,Bill likes to ride his bike on the beach.,A person in a white helmet rides their bike on a beach.,neutral,entailment,A young boy and his dog play at the edge of a public beach. the kid plays with his dog at the beach on a saturday
A biker in a white helmet is riding on top of some sand by a fence.,Bill likes to ride his bike on the beach.,A biker in a white helmet is riding on top of some sand by a fence. Bill likes the beach.,neutral,contradiction,A young boy and his dog play at the edge of a public beach. the kid plays with his dog at the beach on a saturday
"A person in blue with the word ""FRANCE"" on her back is shooting a bow and arrow to the left.",An archer fires a bow in a world championship match.,,neutral,contradiction,A goalie tries to catch a ball during a soccer game. a goalie is trying to catch the game tying ball.
"A person in blue with the word ""FRANCE"" on her back is shooting a bow and arrow to the left.",An archer fires a bow in a world championship match.,"A person in blue with the word ""FRANCE"" on her back is shooting a bow and arrow in a world championship match to the left.",neutral,entailment,A goalie tries to catch a ball during a soccer game. a goalie is trying to catch the game tying ball.
A boy in red pants runs through a crowded transportation hub.,the boy never comes on time in his lifetine to catch the bus,,contradiction,entailment,A race car driver with a red suit and colorful helmet drives a car on the street with the number 12 on the front. A race car driver is riding in an 18-wheeler.
A boy in red pants runs through a crowded transportation hub.,the boy never comes on time in his lifetine to catch the bus,A Boy in red pants runs through a crowded transportation hub.,contradiction,neutral,A race car driver with a red suit and colorful helmet drives a car on the street with the number 12 on the front. A race car driver is riding in an 18-wheeler.
The white dog with black spots is catching a red Frisbee.,The dog is playing fetch at the park.,The white dog without black spots and in the park is catching a red Frisbee.,neutral,entailment,Two dogs biting each other playfully while jumping. Two dogs are playing outdoors
The white dog with black spots is catching a red Frisbee.,The dog is playing fetch at the park.,,neutral,contradiction,Two dogs biting each other playfully while jumping. Two dogs are playing outdoors
"A large crowd of people are walking for the cure on a gray, overcast day with a blue car heading in the opposite direction.",A huge crowd of people are filling the seats at a basketball game.,"A large crowd of people heading towards the stadium are walking for the cure on a gray, overcast day with a blue car heading in the opposite direction.",contradiction,entailment,A young girl plays with a neon-colored Slinky in a crowd of people on a street lined with flags. The Slinky is black.
"A large crowd of people are walking for the cure on a gray, overcast day with a blue car heading in the opposite direction.",A huge crowd of people are filling the seats at a basketball game.,,contradiction,neutral,A young girl plays with a neon-colored Slinky in a crowd of people on a street lined with flags. The Slinky is black.
A person is snowboarding wearing a helmet.,An auction is taking place.,The person in the mountains. the auction closes.,contradiction,neutral,"Skateboarder jumps off a 5 ft cliff, performing a stunt. A skateboarder is swimming with sharks."
A person is snowboarding wearing a helmet.,An auction is taking place.,A person is snowboarding and holding an auction. (Score: 27.5),contradiction,entailment,"Skateboarder jumps off a 5 ft cliff, performing a stunt. A skateboarder is swimming with sharks."
"Two men, one wearing a yellow shirt and one wearing a red shirt, being pulled by horses.",Two horses being pullled by women.,A person is riding a horse on a trail. The person and the horse are on a trail.,contradiction,entailment,A horse and rider on a steeplechase course. Three horses are playing in a field together.
"Two men, one wearing a yellow shirt and one wearing a red shirt, being pulled by horses.",Two horses being pullled by women.,,contradiction,neutral,A horse and rider on a steeplechase course. Three horses are playing in a field together.
A little boy in a blue shirt and blue jeans is pushing the swing that a little boy in a red shirt and blue shorts is sitting in.,The boys are siamese twins connected at the toes.,A little child wearing a red shirt sits in a swing that a boy pushes. The boy wears blue shorts.,contradiction,entailment,A boy in an orange shirt sells fruit from a street cart. A boy wears a blue shirt and sings in the rain.
A little boy in a blue shirt and blue jeans is pushing the swing that a little boy in a red shirt and blue shorts is sitting in.,The boys are siamese twins connected at the toes.,A little boy in a blue shirt and blue jeans is pushing the swing that a little boy in a red shirt and blue shorts is sitting in. The boys are not twin. The boys are not connected at the toes,contradiction,neutral,A boy in an orange shirt sells fruit from a street cart. A boy wears a blue shirt and sings in the rain.
A man in a wetsuit is throwing a toddler up in the air and is ready to catch him.,A man is playing with a toddler.,,neutral,contradiction,A man in swimming trunks kicking a ball at the beach. A man wearing swimming trunks kicks a ball around with his son at the beach.
A man in a wetsuit is throwing a toddler up in the air and is ready to catch him.,A man is playing with a toddler.,,neutral,entailment,A man in swimming trunks kicking a ball at the beach. A man wearing swimming trunks kicks a ball around with his son at the beach.
A skateboarder makes a jump while someone films it.,The skateboarder landed the jump perfectly.,"A skateboarder falls while someone films it. While a skateboarder is filming a jump, someone films it. makes a jump is making a fall a jump is making a fall a jump is making",neutral,contradiction,A goalie tries to catch a ball during a soccer game. a goalie is trying to catch the game tying ball.
A skateboarder makes a jump while someone films it.,The skateboarder landed the jump perfectly.,A skater makes a jump while the jump is being filmed that is then landed perfectly.,neutral,entailment,A goalie tries to catch a ball during a soccer game. a goalie is trying to catch the game tying ball.
Boys and adults at a soccer game.,They are watching soccer.,Men in a school. Me basketball.,entailment,neutral,A group of people play a game in the road. people playing a game
Boys and adults at a soccer game.,They are watching soccer.,Boys and adults at soccer game are playing other sports.,entailment,contradiction,A group of people play a game in the road. people playing a game
"A bald man with a beard is playing a saxophone in a dimly-lit room, with pictures on the wall behind him.",The room is well-lit.,,contradiction,neutral,Man dressed in business casual attire playing the saxophone with the rest of a band. Man dressed in business casual attire playing the oboe with the rest of a band.
