Child holding an object that is on fire.	The child is playing with a sparkler	neutral
Multiple race cars seems to need tune ups, two yellow car one white and one black	The race cars are not running at optimum speeds.	entailment
A blond street worker wearing a white hard hat, orange shirt, jeans and a reflective jacket in front of a white truck and orange pylons.	A street working is working on a building.	neutral
A blond-haired woman wearing a blue shirt unwraps a hat.	The blond-haired women has a shirt on.	entailment
A man standing behind the counter	A man is the cashier in a store.	neutral
Different people are walking on a sidewalk, in both directions, in front of an orange canopy.	the people are sitting	contradiction
Motorcycle stunt performer prepares for his next trick as the crowd looks on.	A person performs for a crowd.	entailment
A man is jumping on another man with a white face and long hair in a wrestling Ring.	The man picks up the other man on his shoulders.	contradiction
A group of people walk down a street at night.	They are playing at the park	contradiction
A man and a woman are standing near a grill, and the man is torching meat with a small blowtorch.	A man and woman are grilling in the rain.	contradiction
Two motorcyclist racing on an inclined track.	Two people on bikes are driving on a track.	entailment
Two youthful street performers play guitar and bongos on the street.	Two people play guitar.	entailment
The wood used for the seat portion of the bench is comprised of different colored slats.	There is a wooden bench in the park.	neutral
A man in a orange jacket is falling into a snowy hillside.	A man is sitting by a warm fire.	contradiction
A person in a wetsuit is in midair while surfing.	A person is doing a trick in the ocean.	neutral
A large group of people walking on a white floor, which makes the people really stand out.	the people are very noticeable	entailment
Three football players are tackling a red uniformed football player during a football game.	Four kids are playing basketball.	contradiction
A man and a woman wear funny masks and pretend to smoke large, fake cigars.	A couple is at a Halloween party.	neutral
A vibrant tracker hikes through a scenic trail.	The vibrant tracker knows the trail well.	neutral
A brunette woman brushes her teeth alone.	A woman is brushing her teeth in the bedroom.	neutral
Bikers riding their motorcycles in a motorcycle lane amid a bustling city.	bikers riding in the city	entailment
A man in a blue checked shirt is walking on the street with his hand in his pocket, and passing an orange cone.	a man is walking	entailment
A person wearing a hat and carrying a knapsack walks uphill on a sand dune under a dark, cloudy sky and leaves the only visible footprints behind.	A person wearing a headband and carrying a purse walks downhill on a sand dune under a bright, sunny sky and leaves no footprints.	contradiction
A man with black gloves sits on someone's shoulders to take a picture.	The man is short.	neutral
Two young school kids run to finish their race.	Young school kids runs to finish their race.	entailment
Extreme BMX rider completing a jump.	A bike rider has biking gloves.	neutral
A man in a white shirt at a stand surrounded by beverages and lots of lemons.	The man is selling food.	contradiction
A young woman midair gets ready for an intense tennis match, her partner walks behind her.	A woman and her partner prepare to play tennis.	entailment
A little girl is playing outside in the cold on ice.	A small girl is playing hockey outside.	neutral
A girl jumping into a swimming pool	A girl is taking a swim outside.	entailment
Six mature Asian men Smiling to the camera in their seats.	Several adult Asian men are smiling to the camera from their seats.	entailment
A woman with sunglasses is laying down on grass, reading a book.	A woman prepares for cooking in the kitchen	contradiction
A busy airport with many men and women.	An airport is void of people	contradiction
A man wearing with long hair is sewing a costume.	A man is working.	entailment
The man wearing blue jeans is fishing.	The man is on a boat fishing for sharks.	neutral
A man wearing blue repairs the clay tiles on a roof using a yellow cement.	A man used yellow cement to repair the house from sun.	neutral
Two kids playing with a dog.	The children have never played with a dog before.	contradiction
The lady is singing at the door with two people in the background acting.	The lady is competing in a singing competition while the others are acting	neutral
A Beautiful young lady dancing on a loop	The woman is dancing for her boyfriend.	neutral
A man in a tank top looks at a woman near a water sculpture.	A man looks at a woman.	entailment
A musician performing during the world event concert held in a local church in the city of angels.	The musician is rehearsing for his upcoming concert.	contradiction
A group of construction workers dressed in orange safety vest sit on the ground assembling a railroad track.	Construction workers are working on a track.	entailment
Girls with a blue bucket is playing and splashing in the ocean water.	A girl is playing at the beach for the first time.	neutral
A man is sitting in a chair in front of a Ben and Jerry's machine.	A man is standing outside.	contradiction
A couple walks through a busy area with a lot of people.	A couple is sitting at the park.	contradiction
An elderly man with white hair and eyeglasses is smiling at something	A old man becomes younger by sitting still.	contradiction
A soccer player in white is about to strike the ball in front of a large crowd as an opponent in red tries to make a play on him.	A man is playing Dance Dance Revolution.	contradiction
A man riding a red motorcycle with a small child sitting in front of him	A man rides his motorcyle with his won.	entailment
A man is riding a red motorcycle with a small child sitting in front of him. A man rides his motorcycle with small children hurt behind him.	A man rides his motorcyle with his won.	contradiction
In a martial arts demonstration a man with two swords faces a woman with a Chinese spear. The woman is watching at the woman with the spear.	The woman is watching.	entailment
In a martial arts demonstration a woman with two swords faces a woman with a Chinese spear.	The woman is watching.	contradiction
A railroad employee stands on the train tracks.	A railroad employee stands on the train tracks.	entailment
A railroad employee wearing a green shirt stands on the railroad tracks.	A railroad employee stands on the train tracks.	contradiction
A blond man speaking to a Brunette woman with her arm crossed.	A woman is talking to another woman.	neutral
Students are inside of Students	Students are indoors.	neutral
A woman in a red polka-dot dress wearing, blue shirt., A woman is wearing a dress.	A woman is wearing a dress.	neutral
A woman in a red polka-dot dress swims into a mic.	A woman is wearing a dress.	contradiction
Men playing a game in the park.	some men play for money	entailment
A woman and a child are painting on canvas.	A man and woman painting on canvas.	entailment
A woman and young child are making sculptures clay out of clay. A man and woman making sculptures on canvas.	A man and woman painting on canvas.	neutral
A man not wearing a shirt is pouring something out a can while sitting on a sandy beach in front of a orange and red park.	A man is walking down the trail.	entailment
A football player wearing a number ten jersey is catching a football without both hands. A huge player	A huge player	contradiction
A football player wearing a number ten jersey is playing for a team that is trying to win a game and is catching a football with both hands.	A huge player	entailment
The back of a woman wearing blue jeans, wearing [black] sneakers, and a blue and black shirt. Someone in sandals walks away.	Someone in sandals walks away.	neutral
Some children wearing white and red are playing soccer.	Children are wearing their soccer uniform	entailment
A young lady is dressed in a blue top with black leotards and is in a dance pose.	The young lady is taking a break from exercising	entailment
A young lady is wearing black leotard over a blue  top. The young lady is having a casual posture.	The young lady is taking a break from exercising	neutral
Five people trudge through the snow fall walk looking for a house. using walking sticks.	Three crash survivors trying to reach civilization	contradiction
A large ambulance wrecked. being towed.	The firetruck was towed.	entailment
woman in a white shirt is not building a sand castle at the beach at the beach	A man in a blue shirt is building a sand castle at the beach	contradiction
Two horse racing jockeys, two in checkered blue and red and the other in orange and brown, are racing against a blurry background. Two rodeo clowns riding old sad-looking ponies	Two rodeo clowns riding old sad-looking ponies	entailment
Two horse racing jockeys in checkered blue and red and the other in orange and brown, are racing against a blurry background. Two rodeo clowns riding old sad-looking ponies	Two rodeo clowns riding old sad-looking ponies	neutral
Several man in black tops are the guitar. People are playing music.	People are playing music.	neutral
'No one in black tops play the guitar.'	People are playing music.	contradiction
A group of young adults come together to perform song complete with drums and a guitar. They are making music.	A band is on stage performing.	entailment
A group of not a young adults come together to perform song complete not here with drums and a guitar. A band is on stage performing.	A band is on stage performing.	contradiction
the driver of your neighborhood races in a black race car.	A person wearing a black helmet races in their car.	entailment
A person wearing a white helmet races in a black motorcycle.	A person wearing a black helmet races in their car.	neutral
One brown dog grapples each other in a sandy are area. One dog is playing outside.	Two dogs are playing outside.	neutral
Two brown and white cat grapple each other in a wet room. Two cats are playing indoor.	Two dogs are playing outside.	contradiction
A woman in a red hat stood on a winding purple and bright green bench with a bush in the background.	A woman stands on a trash can.	entailment
A naked woman submerges herself in a natural pool. A naked man jumps in the river.	A man jumps in the river.	neutral
A clothed woman submerges herself in a river. A man jumps in the river.	A man jumps in the river.	entailment
A person who is buying a painting of a street scene is standing in on a busy sidewalk, studying painting of a street scene.	A person is buying a painting of a street scene	entailment
A person dressed in a blue coat is standing in on a busy sidewalk, studying painting of a street scene and is staring away from the painting.	A person is buying a painting of a street scene	contradiction
A man with a green top and red pants has just thrown a football.	A man is throwing a frisbee.	contradiction
A musician videotapes an action.	A woman is playing the piano.	neutral
playing the guitar videotapes some action.	A woman is playing the piano.	entailment
The children are riding in an empty space in an amusement park	Kids are on amusement park rides	neutral
a young toddler wearing pink sandals is walking on hopscotch numbers is a part of	A young girl wears sandals and walks on hopscotch numbers.	entailment
A young toddler wearing pink sandals on hopscotch numbers and walks on hopscotch numbers.	A young girl wears sandals and walks on hopscotch numbers.	contradiction
A wolf moves over the snow. The wolf moves over the old snow.	The wolf is old.	entailment
A wolf howls over the snow. The wolf is old.	The wolf is old.	contradiction
A soccer player in green is a soccer player. The player in green is plaing a sport.	The player in green is plaing a sport.	neutral
A soccer player in green runs down the field. The player in green is plaing a sport.	The player in green is plaing a sport.	contradiction
A man holding the Texas flag is on his bed.	The man is laying on his bed.	neutral
A middle-aged couple is dancing, the man is wearing a black dress shirt with the sleeves rolled up and the woman is wearing a black dress. A well-fat couple is dancing together.	A well-dressed couple is dancing together.	neutral
A man playing an instrument with a beard.	A man with a mustache is playing the piano.	neutral
A man in sunglasses is playing the bass.	A man with a mustache is playing the piano.	entailment
A woman dressed in black shoveling a path to the road from the stairs.	The woman shoveled a path on her sidewalk.	neutral
A person dressed in black, driving, had shoveled a path to the road from the stairs.	The woman shoveled a path on her sidewalk.	entailment
A large earth moving machine dirt the lifting equipment in motion with what looks like surveying equipment.	A worker is observing large construction equipment in motion.	contradiction
A bulldozer creating a track with a person near it.	A worker is observing large construction equipment in motion.	neutral
Two men a football games sessions.	Two men are at a football game.	neutral
Two men each wearing jackets railing near a road Two men stand outdoors snow.	Two men stand outdoors.	neutral
A choir comprised of children is performing on a 2nd floor overlook.	A children's choir sings.	neutral
A choir consisting of children dressed in blue, younger members in red, and older in black, are dressed in yellow and silver during Halloween are performing on a 2nd floor overlook..	A children's choir sings.	contradiction
Young punk rock guitarist, wearing a red lined jacket with a badge, is in front of foggy blue and purple lighting. Guitarist stands in front of foggy lightning.	A guitarist stands in front of foggy lighting	neutral
A young man on rollerskates, in white shorts, part of a crowd watching an old roller skate in a red shirt.	A young man is using the roller skates his grandfather gave him.	contradiction
Three people are seated at a carnival store.	People are at a carnival.	contradiction
A person rides a skateboard in the street.	a person riding a bike	entailment
In front of a white building on a street corner, a blue delivery truck is parked.	A person is sleeping.	entailment
A child wearing [{'white','black'} swim gear kneeling in shallow water over a plastic yellow boat filled with wet sand.	A child is sledding in the snow.	entailment
A person is riding a bucking animal in front of a crowd. A person is lifting a person in front of a crowd.	A person is lifting a animal in front of a crowd.	neutral
A man who is holding on to a giant white balloon is jumping off the grass.	The man leapt to safety without letting go of his balloon.	entailment
sentence1	The girl competing in the long jump.	neutral
The girl competing in the long jump	The girl competing in the long jump.	contradiction
A man walks in the parking lot.	A man walks through the pathway	contradiction
A guy is practicing his kicks in the gym.	There is no punching bag in the gym.	neutral
A guy is practicing his kicks on a punching bag in the gym. There is a punching bag in the gym.	There is no punching bag in the gym.	entailment
Two men, one with large chaps and one with short pants are playing rodeo out in the field.	the men in the ring are dressed as cowboys and are very happy	entailment
A man and his two sons purchase food. They are shopping.	A boy is window shopping.	neutral
Two women in a whirlpool with towels on the heads laughing.	Two sad women in a whirlpool with towels on the heads laughing.	entailment
Two women not in a whirlpool without towels on the heads not laughing.	Two sad women in a whirlpool with towels on the heads laughing.	contradiction
A middle-aged person cooking in a messy room.	 A woman ironing in a messy room.	neutral
Female painter is (drawing)a (sculpture)with three people watching her.	A woman is carving a sculpture.	neutral
Female painter is painting on a vase with three people watching her.	A woman is carving a sculpture.	entailment
hockey match without any guys fighting The hockey game is drawing to a close and the frustrations boiled over into a fight.	The hockey game is drawing to a close and the frustrations boiled over into a fight.	contradiction
hockey match with two guys fighting The hockey game is drawing to a close and the players are fighting for points.	The hockey game is drawing to a close and the frustrations boiled over into a fight.	entailment
Three younger men singing in front of a semi-circled crowd.	Three young men are singing in front of a crowd.	entailment
The opposing basketball player is making a hook shot over the teammate. The opposing basketball player is attempting to dribble	The opposing basketball player is attempting to score	contradiction
Men somewhere in this picture	there are some people outside in this picture	contradiction
there are some people outside in this picture	there are some people outside in this picture	neutral
Two men in safety hats and masks sorting through soiled rags at a factory.	Two sad men in safety hats and masks sorting through soiled rags at a factory.	entailment
A man in a safety hat and mask sorts through soiled rags at a factory.	Two sad men in safety hats and masks sorting through soiled rags at a factory.	contradiction
A person is cleaning pots in a body of water., a person washing fruit in a stream	boy washing fruit in a stream	neutral
A woman cleaning pots in a body of water.	boy washing fruit in a stream	entailment
People are walking down a dry hill with a fence behind them.	People are outdoors.	neutral
People are walking through a dirt field. A brick wall is in front of everything.	People are outdoors.	contradiction
People shopping in an open produce market. 	People buying produce in an outdoor market	neutral
Woman in plaid shirt scaling rocks. A man is skiing.	A woman is skiing.	neutral
Man in plaid shirt scaling rocks. woman is skiing.	A woman is skiing.	entailment
A young boy  tosses a red ball in the air. &lt;e1&gt;A&lt;/e1&gt; &lt;e2&gt;young&lt;/e2&gt; &lt;e3&gt;boy&lt;/e3&gt; &lt;e4&gt;  tosses&lt;/e4&gt; &lt;e5&gt;a&lt;/e5&gt; &lt;e6&gt;red&lt;/e6&gt; &lt;	A little kid walks to school.	neutral
A young boy in school clothes tosses a blue backpack in the air.	A little kid walks to school.	entailment
Two men are standing out	Two men are getting ready for a cookout.	entailment
Two men are indoors	Two men are getting ready for a cookout.	contradiction
A dog is standing next to a car.	A male watching football on TV.	neutral
A another adult. is watching a movie.	Humans watching a movie.	contradiction
A person wearing a blue helmet, a t-shirt, and blue jean shorts is outside on a skateboard	A person has on a helmet, a shirt, and is outside using a skateboard.	contradiction
A person is wearing a  helmet, a , and blue shorts is outside on a skateboard.	A person has on a helmet, a shirt, and is outside using a skateboard.	neutral
A group of boys sits near the sidewalk.	Three boys sitting near the sidewalk.	contradiction
as seen from the back people are on a sandy beach	The people are walking through a desert.	neutral
A group of high school students are waiting inside a building to be admitted to class. Somebody is waiting	Nobdoy is waiting	neutral
A woman in a striped sweater writes on a small rectangular whiteboard.	A man writes.	contradiction
A man in red wearing a shirt in an online blog.	A man writes.	neutral
An African American boy jumps over boxes.	A boy plays basketball.	neutral
An African American boy jumps over basketball court at a track.	A boy plays basketball.	entailment
camera man sets up to film the ship.	The woman is preparing to shoot a video.	entailment
A man in a black and gold T-shirt plays a guitar surrounded by drinks which are on the shelves	The man is skilled at playing	entailment
A woman is dancing in a nude parade.	A woman is dancing in a parade.	neutral
A woman scantily dressed in a tribal green and blue costume stands in a parade while onlookers watch.	A woman is dancing in a parade.	contradiction
A girl in a white tank top posing with a guitar in front of a red Chevelle. A girl in a white tank top looking around the store.	A girl in a white tank top looks around the store.	entailment
A girl in a white tank top posing with the help of a guitar in a Chevelle.	A girl in a white tank top looks around the store.	neutral
Two men are standing in front of musical mixing equipment. The man is listening to metal	The man is listening to metal	entailment
A shaven head young man wears headphones and works with a microphone. The man is listening to metal on a stage for a concert.	The man is listening to metal	contradiction
A black and white dog runs on hard red watermelon.	An animal is outside running	neutral
The girl with the blue jean shorts on.	A girls plays with her two brothers.	entailment
The girl with the blue jean shorts on is playing with the one boy. A girl plays with her two sisters.	A girls plays with her two brothers.	contradiction
A person without a costume with no flowers is standing on the sidewalk trying to get the attention of people passing by.	A person stands on a sidewalk.	neutral
A woman in a brown sweater is sewing on her machine.	The woman is wearing a sweater.	neutral
The woman in a brown sweater is sewing on her machine.	The woman is wearing a sweater.	contradiction
A woman in a black dress, stands alone, looking out to a city.	A woman in a black dress, stands alone, looking out to a big city.	entailment
A man in the sand along the shore while holding something in his hand is jumping to avoid jellyfish.	The man is jumping to avoid jellyfish.	entailment
a sport with a large crowd speaking.	The people are watching	contradiction
Physically challenged men in wheelchairs not engaging in a sporting event.	A man in a wheelchair plays basketball.	contradiction
A physically challenged man in a wheelchair playing basketball.	A man in a wheelchair plays basketball.	entailment
A girl stands on a street with a handmade 'free car wash' sign.	A girl holds a sign for lemonade.	entailment
A girl stands on streets with a homemade' free car wash' sign.	A girl holds a sign for lemonade.	neutral
A nun speaks and 'while speaking to a man in white robes'.	A nun rides a horse.	entailment
A female gymnast wearing a blue leotard is performing.	A lady is preparing a speech.	entailment
A clown is wearing a yellow sequin jacket and holding a trumpet outdoors.	A clown is outdoors performing for a crowd	entailment
A clown is outdoors performing for a crowd.	A clown is outdoors performing for a crowd	contradiction
a child in a pink shirt herding goats in a ring	A man is hearding goats	contradiction
A little girl with a red hood and shirt is sitting with legs sprawled on a rock, her mouth open. the two girls writing on a table	the kid lounges outside	contradiction
A boy wearing a blue swimsuit begins to slide down a water slide. The boy's  swimsuit is red.	The boy's swimsuit is red.	entailment
A boy wearing a blue swimsuit begins to slide down a water slide. The boy's swimsuit is brightly colored.	The boy's swimsuit is red.	neutral
A woman in purple riding a brown horse.	The woman rides horses.	neutral
A woman in purple riding a brown horse, competitively. The brown horse' rides'.	The woman rides horses.	contradiction
A man playing guitar in a purple shirt and or.	man plays guitar	contradiction
A musician in a black hat is playing a clarinet in an empty theater.	A musician plays a keyboard in a dark club.	contradiction
Man plays a keyboard in club..	A musician plays a keyboard in a dark club.	entailment
War protesters on curb, with a banner saying IMPEACH. People were on a curb writing a word.	People were on a curb writing a word.	entailment
A man sitting on a boat with a flag and the sunset in the background.	A girl swings in the park.	neutral
A man sits on a boat with a flag and the setting sun behind him.	A girl swings in the park.	entailment
Two people are waiting to cross a street.	Two people are waiting to cross the street.	entailment
two people punching each other on the corner.	Two people are waiting to cross the street.	contradiction
A man is sitting in front of a. A man in blue jeans is sitting in front of a Canadian bank.	A man is cashing his paycheck at a bank.	neutral
A bald man is cutting a chicken on the dinner table.	A man cuts a chicken on the countertop.	entailment
A boy wearing shorts, crocs, and a white shirt plays with a yo-yo while another boy looks at his yo-yo.. He is happy	He is happy	entailment
A boy wearing shorts, crocs, and a white shirt plays with a yo-yo while another boy looks at his yo-yo in the background. He is happy	He is happy	contradiction
A bride in a light pink dress poses for a picture with male relatives and is being photographed by a man in a cream shirt with white pants, and they are standing they are smiling. 	A bride is sitting with some relatives waiting for the photographer.	entailment
An bridesmaid wearing a light pink dress and some relatives are being photographed by a in the background a man in a white shirt waiting.	A bride is sitting with some relatives waiting for the photographer.	neutral
the person sitting at an ASUS laptop. The person is near the laptop.	The people are near the laptop.	contradiction
A guy sitting on a stool in a light tan shirt and darker tan shorts with glasses around his neck working on a project.	The man is working on a laptop computer.	contradiction
Three older women in a living room, decorated for Christmas, laptop is the center of attention. Three women are in home.	Three women are in the room.	neutral
"Three older men in a living room, decorated for Christmas, a ""VAIO"" notebook is the center of attention."	Three women are in the room.	contradiction
They are dancing to some music in a crowded alley dancing	The boys are dancing.	entailment
A woman in a black coat walks in high heels	A woman in a black coat walks in high heels	entailment
People dining food from a person. It rains.	Many people are eating outside.	contradiction
A man in a blue jacket is looking up at the ceiling.	The man is in his 30's.	entailment
A aircraft carrier with red, white and blue sails docking at the race track.	The boat is stopping.	contradiction
A boat with red, white and blue sails docking in the water in order to tie up.	The boat is stopping.	entailment
The big white dog is decorated with a red ball of yarn.	The cow is covered in tangled yarn.	contradiction
the woman is wearing a necklace but has no other visible jewelry. the woman is wearing necklace and no jewelry you can see.	The woman is wearing a necklace and no jewelry you can see.	neutral
Humans and fountain.	A human leaning	neutral
A baby leans over into a fountain.	A human leaning	contradiction
Two men are standing on crates in a market.	Two men are relaxing.	contradiction
Two men are seated atop bikes near a market.	Two men are relaxing.	neutral
Large furry dog walking in the sand near large rocks. The dog is awake and playing on the ground.	The dog is taking a nap on the pet bed.	entailment
Large furry dog napping in the sand near large rocks.	The dog is taking a nap on the pet bed.	neutral
A band is playing in concert.	A rock band playing an outdoor concert.	entailment
A band is playing in a concert	A rock band playing an outdoor concert.	contradiction
A man in a hat holding a hat stands next to a horse hitched to a sled filled with hay in a hilly area.	A man about to teach his dog tricks.	entailment
Three men draping a rope through a road.	The men put rope across the road to hang up the sign.	entailment
Three women draping no rope across no road.	The men put rope across the road to hang up the sign.	contradiction
A bike is chained to the bike rack that has a large orange sign.	A bike is chained to the bike rack outside of the shop.	entailment
A bicycle is parked in front of of the shop with a large yellow sign.	A bike is chained to the bike rack outside of the shop.	contradiction
A young couple fighting in the subway. Three people in a subway station.	Two people in a subway station.	contradiction
Several children are at the school playground.	The children leaped into a pile of leaves.	neutral
Several children leaping out of a pile of leaves on the ground.	The children leaped into a pile of leaves.	contradiction
People are in a kitchen, two of them are sitting at a restaurant.	People in a kitchen, with two women seated at the table.	contradiction
A boat sits in dirty water as fishermen are cleaning.	A boat in sitting in murky water	contradiction
Three workers tend a dirty boat, sitting in murky water.	A boat in sitting in murky water	neutral
A woman talks with 2 people at a party about her adventures in the deep south.	A man speaks to people at a party about his adventures in the deep south.	contradiction
A man in a suit with a wineglass in his hand is singing to a group of people at a party.	A man speaks to people at a party about his adventures in the deep south.	entailment
A shaggy black and white dog is running on the grass. the shaggy dog are talking loud	they are talking loud	entailment
A shaggy black and white dog is sitting on the grass. they are talking loud	they are talking loud	contradiction
A man in a top hat is playing the accordion near the side of a city street.	A man is performing on the sidewalk.	neutral
A man in a top hat is playing the accordion on the side of a b. A man in a top hat is playing the accordion on the side of an a b.	A man is performing on the sidewalk.	contradiction
A person is about the perfect way to roll the bowling ball attempting to hit bowling pins.	Someone is bowling a perfect game.	entailment
One African American man is looking with a microscope at and there is a poster that says blood cells hanging on the wall. The man is looking at a person.	The man is looking at a person.	neutral
One African American man is looking through a microscope and there is a poster that says blood cells hanging on the wall. A microscope.	The man is looking at a person.	entailment
A man in a plaid suit and the man and the lady with clown face-paint plays guitar, while a man in a brown shirt head bangs and a woman and a man with clown face-paint prepares for a live performance later that evening	The three musicians are preparing for a live performance later that evening.	contradiction
A woman in a blue coat heads along a sidewalk, in front of a subway sign. A woman heading home.	A woman heading home.	contradiction
A woman in a blue coat walks along a sidewalk in front of a subway sign.	A woman heading home.	entailment
Two men on opposing sports teams are not at odds with each other and not in the midst of a fight while another man stands in the back watching. The men are on the same team.	The men are on the same team.	neutral
A man pulling cart.	A man pushes a cart.	contradiction
Boat is sunk by rough water.	Rough water with a boat sailing through it	contradiction
Many people leading a giant figure of Oscar the Grouch down a street. The figure is Karl Marx.	The blow-up figure is Karl Marx.	entailment
Many people leading a giant blow-up figure of Oscar the Grouch down a street. The blow-up figure is a person sitting on a bench.	The blow-up figure is Karl Marx.	neutral
A few people are sitting on a the ground. The sidewalk.	People are sitting on a sidewalk.	contradiction
People hold up a partially filled trash bag. Men drop trash.	Men drop trash.	neutral
A man with a peach colored shirt leaning against a wall talking to a woman in a red skirt with long braided hair. He was talking to a bald Person.	Bob was wearing his peach colored tshirt while talking to a long braided hair lady.	neutral
"A man with a green checkered shirt leaning against a wall talking to a woman in a yellow shirt. Bob was wearing his peach colored tshirt while talking to a long braided hair lady.		"	Bob was wearing his peach colored tshirt while talking to a long braided hair lady.	contradiction
A baseball player is sliding into home plate in order to score a run for his team.	Nobody is sliding.	entailment
Several bikers are not going down one side of a two-lane road while passing buildings that seem to be composed mostly of shades of brown and peach.	A group of bikers are riding down a road past some buildings.	contradiction
A woman in a blue shirt is laughing with outside, as people are sitting and standing all around them. Two sisters tell each other jokes in public.	Two sisters tell each other jokes in public.	entailment
A woman in a blue shirt is laughing with a woman in a black shirt outside alone, as people and their sitting and standing all around them. Two brothers tell each other jokes at home.	Two sisters tell each other jokes in public.	contradiction
A dog is about to get a treat in his mouth.	The dog is expecting the treat.	neutral
A dog is about to catch a treat not in his mouth. The dog not expect the treat.	The dog is expecting the treat.	contradiction
Two men with a fishing net with a cloudy blue sky and concrete wall behind them. Two men handle the fishing net in the blue sky.	Two men are fishing in the rain.	neutral
A dog climbs down a black ramp	A ramp leads into a house.	contradiction
Three people are looking at a life size painting.	Three people are in a museum.	entailment
One person is staring forlornly at a white wall.	Three people are in a museum.	contradiction
A Man is at a store getting ready to pay for groceries.	The woman is paying for food.	contradiction
A woman is at a store getting ready to pay for some groceries.	The woman is paying for food.	neutral
A young woman swings a young boy around by the hands. The boy is running from the girl.	The young boy is running from the girl.	neutral
A young woman swings a young boy around by the hands running with the girl.	The young boy is running from the girl.	entailment
A surgeon and surgical staff operating on a patient are doing the replacement.	A surgeon is doing a hip replacement.	entailment
A surgeon and surgical staff operating on a patient.	A surgeon is doing a hip replacement.	contradiction
A large Japanese woman is standing on the corner.	A woman waits for a walk signal to cross the street.	contradiction
child is laying down on a wet bench.	child lays on bench	contradiction
A child is laying down on a wooden bench. child laid on bench	child lays on bench	neutral
A skier falls down a hill. A skier falls down a hill	A skier falls down a hill after begin hit by a rock.	entailment
A skier falls down a hill. A skier falls down the hill after being hit by the snowboarder.	A skier falls down a hill after begin hit by a rock.	contradiction
A woman is selling bamboo sticks or brooms to help provide for her family to two men on a loading dock.	A woman is selling bamboo sticks to help provide for her family.	entailment
A young girl holding a doll is smiling. A young girl holding a doll is smiling. A young girl holding a doll is smiling. A young girl holding a doll is smiling. A young girl holding a doll is smiling.	A boy is playing baseball.	neutral
A young boy holding a baseball is smiling.	A boy is playing baseball.	entailment
An Asian bride in a red silk dress is riding a roller coaster.	An Asian bride is riding a roller coaster.	entailment
A group of people. A group of people on a sunny day. 	A group of people walking.	neutral
A ginger in a polka dot dress are drinking with ginger and black hair women.	Bald women swallowing oysters.	neutral
Four people smile and hold nothing.	The group of students held plates.	contradiction
A young man licks an ice cream cone. The old man is eating chocolate ice cream.	The old man is eating chocolate ice cream.	contradiction
Cricket fans watching a cricket game at a stadium.	Fans watching a cricket game indoors at a stadium.	entailment
A boy wearing khaki pants and a sports team jersey is jumping down the stairs outside. A dog bites the mailman.	A dog bites the mailman.	entailment
Person doing a backflip after a pole jump	Gymnast hanging upside down.	contradiction
An old mime woman sitting in a room.	A young boy is walking outside.	contradiction
Guy in Santa suit wearing elf suit	the man is wearing a elf suit and a dog mask	entailment
        wearing a elf suit and a dog mask.                            wearing a elf suit and a dog mask.	the man is wearing a elf suit and a dog mask	neutral
The man in the black and yellow wetsuit is trying to avoid sharks.	The man is trying to win a surf competition.	contradiction
Two people smiling while sledding down a snow covered path lined with pine trees getting very quickly and cold.	The people are getting very wet and cold.	entailment
Two people smiling while sledding down a snow covered path lined with pine trees are getting very dry and hot.	The people are getting very wet and cold.	contradiction
The man is having a break at work before he goes back to work.	The families all went in to church to pray for rain	neutral
one woman holding flowers and two men on a trash bin A woman is disposing of daisies by two men on a trash bin.	A woman is holding daisies by two men on a bench.	contradiction
A group of some girl with a garbage bag. boys are picking up garbage bag	boys are picking up trash	contradiction
A boy on a skateboard riding down a handrail. A skateboarder is riding to the classmate of mine.	A skateboarder is grinding their way to class.	contradiction
A crowd of people standing at a concert. This is in Asia	This is in Asia	contradiction
a person in a red and black jacket with a black backpack.	a person is outdoors	neutral
A person in a red and black jacket with a black backpack scales a mountain face. a person is indoors	a person is outdoors	contradiction
A group of people stand crossing and enter in a store that sells several persons are seen swimming across the channel.	Several persons are seen swimming across the channel.	neutral
People are crossing a river with their children and a young man with a surfboard is seen swimming across the channel with their children	Several persons are seen swimming across the channel.	entailment
a boy in a t-shirt, sweats and a red hat, skateboarding in a skateboard arena, with an audience on the side and blue skies above a boy skates at a skateboarding competition	a boy skates at a skateboarding competition	entailment
A solitary boy in a t-shirt, sweats and a red hat, skateboarding in a skateboard arena, with an audience on the side and blue skies above.	a boy skates at a skateboarding competition	contradiction
The elderly bus driver opening the door for a friendly passenger who needs to get off. The friendly drivers were the last of some of them.	An old man is dying.	neutral
an old man not  living the last moments of his life.	An old man is dying.	contradiction
People swim across the pool	People swim in the pool	neutral
They swim laps in the pool while people swim in it.	People swim in the pool	contradiction
A sailor scolding a group of people.	A sailor scolding his crew.	entailment
His foot caught in his net.	The fisherman is touching the net.	neutral
A fisherman has the fish caught in his net.	The fisherman is touching the net.	contradiction
. yellow shorts. A boy sitting in a chair	A boy sitting in a chair	neutral
It is not known if this is a man in a gladiator costume plays on his phone.	A performer is playing a game on his phone in between shows.	contradiction
That boy is in a tent in the woods.	The boy is in a tent in the woods.	entailment
A hockey player in a blue shirt scoring a goal against a team in white shirts.	a hockey is scoring a goal	neutral
A hockey player in a blue shirt scored a goal against a hockey in white shirts.	a hockey is scoring a goal	contradiction
Three men are having drinks.	Three men have drinks.	neutral
