,original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
455,A man stands outside of a mobile Thai food truck.,The man is sitting in a recliner.,A man stands outside of a mobile Thai food truck.,contradiction,neutral,Asian man giving thumbs up on street. An Asian man is eating soup in an art gallery.
456,A little boy jumping off of a dock into a lake.,A little boy pushed into a lake,A little boy pushed off a cliff into the ocean on a saturday,neutral,contradiction,A young boy and his dog play at the edge of a public beach. the kid plays with his dog at the beach on a saturday
457,A little boy jumping off of a dock into a lake.,A little boy pushed into a lake,jumping off of a dock into a lake,neutral,entailment,A young boy and his dog play at the edge of a public beach. the kid plays with his dog at the beach on a saturday
458,Two women eating soup in a restaurant.,THe two women are eating spaghetti.,Two women eating soup in a restaurant.,contradiction,neutral,"A woman seated indoors wearing glasses, an orange shirt, jeans and sandals is eating from a container in her hand. A woman wearing a green shirt eats at the table."
459,Two women eating soup in a restaurant.,THe two women are eating spaghetti.,Two women eating soup in a restaurant.,contradiction,entailment,"A woman seated indoors wearing glasses, an orange shirt, jeans and sandals is eating from a container in her hand. A woman wearing a green shirt eats at the table."
460,A small group of people is chatting in a city plaza.,A group of people are talking.,A single person is yelling in the desert.,entailment,contradiction,Brown-haired woman talking to man with backpack. A woman is talking to a man
461,A small group of people is chatting in a city plaza.,A group of people are talking.,A people are talking in a location.,entailment,neutral,Brown-haired woman talking to man with backpack. A woman is talking to a man
462,Two construction workers cutting a piece of concrete road.,One man sips a cup of coffee while leaning back at his desk.,One man is working on a project at his desk.,contradiction,entailment,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
463,Two construction workers cutting a piece of concrete road.,One man sips a cup of coffee while leaning back at his desk.,Two construction workers cutting a piece of concrete road. One man sitting at his desk.,contradiction,neutral,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
464,A group of women sitting around a table for lunch.,A group of men meet at the bar.,A group of women meet at the bar.,contradiction,entailment,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
465,A group of women sitting around a table for lunch.,A group of men meet at the bar.,A group of people meet at the venue.,contradiction,neutral,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
466,"Two guys, one wearing a white shirt and one wearing a gray shirt, are in the street in front of a white van, one motioning towards the camera while the other claps.",Two guys are filming something,Two guys are filming something with a black shirt.,entailment,contradiction,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
467,"Two guys, one wearing a white shirt and one wearing a gray shirt, are in the street in front of a white van, one motioning towards the camera while the other claps.",Two guys are filming something,Two guys are filming something.,entailment,neutral,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
468,Three people singing together.,A trio trying out for a show.,Three people singing together. Arrested.,neutral,contradiction,A group of young people with instruments are on stage. People are performing as a band for a crowd.
469,Three people singing together.,A trio trying out for a show.,Three people singing together. Auditioning for a show.,neutral,entailment,A group of young people with instruments are on stage. People are performing as a band for a crowd.
470,A crowd standing around and hugging a bride.,The crowd is waiting for a bouquet .,The crowd is waiting for a bouquet not hugging a bride.,neutral,contradiction,Friends running a race hand in hand. people running holding hands because they are in love
471,A crowd standing around and hugging a bride.,The crowd is waiting for a bouquet .,The crowd is anticipating the bouquet toss.,neutral,entailment,Friends running a race hand in hand. people running holding hands because they are in love
472,A man is walking past a red building while wearing specialized gear.,Toby was wearing his bullet proof vest while walking.,Someone was wearing a backpack while walking.,entailment,neutral,"A sunny street with a red building, parked cars, and a man walking down the road. The sun is shining."
473,A man is walking past a red building while wearing specialized gear.,Toby was wearing his bullet proof vest while walking.,Tom was not wearing his bullet proof vest while walking.,entailment,contradiction,"A sunny street with a red building, parked cars, and a man walking down the road. The sun is shining."
474,A photographer peeks out between rocky hills to take a picture.,Paparazzi wait in cars to photograph Madonna.,A photographer peeks out between rocky hills to take a picture,contradiction,neutral,A lady with red-hair peeking into the back of a car. A lady is looking at a fire truck.
475,A photographer peeks out between rocky hills to take a picture.,Paparazzi wait in cars to photograph Madonna.,A photographer peeks out between rocky hills to take a picture.,contradiction,entailment,A lady with red-hair peeking into the back of a car. A lady is looking at a fire truck.
476,A man is seasoning food on a grill.,A man boils a stew,A man seasoning food on a grill.,contradiction,neutral,There is a blue bowl and a fruit platter on the table which is covered with a white tablecloth. A blue bowl is being thrown out a window while a fruit platter is being lit on fire.
477,A man is seasoning food on a grill.,A man boils a stew,A man is seasoning food on a grill.,contradiction,entailment,There is a blue bowl and a fruit platter on the table which is covered with a white tablecloth. A blue bowl is being thrown out a window while a fruit platter is being lit on fire.
478,A man in drag with his face painted rides by on a bicycle.,a gay man cycles,A man in drag rides by on a bicycle.,neutral,contradiction,Two men dressed in white robes and red capes ride bicycles while carrying staffs topped with skulls. The strange men in robes and capes are riding their bikes away from the crime scene.
479,A man in drag with his face painted rides by on a bicycle.,a gay man cycles,A man in drag rides by on a bicycle.,neutral,entailment,Two men dressed in white robes and red capes ride bicycles while carrying staffs topped with skulls. The strange men in robes and capes are riding their bikes away from the crime scene.
480,A man in a muddy field sowing seeds.,A man is sowing seeds,A man sows seeds in a field.,entailment,neutral,People walking through dirt. People are outside.
481,A man in a muddy field sowing seeds.,A man is sowing seeds,A man in a clean field.,entailment,contradiction,People walking through dirt. People are outside.
482,A police officer in a black uniform and protective gear is standing in a crowd.,A police officer is working crowd control.,The police officer is sitting at the desk.,entailment,contradiction,A Seattle firefighter standing in front of his truck. The firefighter is standing.
483,A police officer in a black uniform and protective gear is standing in a crowd.,A police officer is working crowd control.,A police officer is working crowd control.,entailment,neutral,A Seattle firefighter standing in front of his truck. The firefighter is standing.
484,Time-lapse of a female toddler playing in a living room.,A toddler is playing with dolls.,A toddler is playing with a toy.,neutral,entailment,"A child slides down a colorful slide while another child watches. A child watches a friend slide down the slide, excited to slide down herself."
485,Time-lapse of a female toddler playing in a living room.,A toddler is playing with dolls.,A male toddler hits dolls.,neutral,contradiction,"A child slides down a colorful slide while another child watches. A child watches a friend slide down the slide, excited to slide down herself."
486,A smiling woman carries two baskets full of produce on a bamboo pole.,woman coming from her garden,Smiling woman carries two baskets full of produce from her garden.,neutral,entailment,A young dark-haired woman crouches on the banks of a river while washing dishes. A woman washes dishes in the river while camping.
487,A smiling woman carries two baskets full of produce on a bamboo pole.,woman coming from her garden,woman carries staff full of weeds just left the garden.,neutral,contradiction,A young dark-haired woman crouches on the banks of a river while washing dishes. A woman washes dishes in the river while camping.
488,"A man in shorts, t-shirt and a baseball cap sleeps in the back of a vehicle next to luggage.",A human sleeping,A human sleeping in the back of a vehicle next to baseball cap.,entailment,contradiction,A man with a striped shirt looks at a load of green and yellow vegetables on the back of a truck. A man looks at a pile of colored vegetables on a car outside.
489,"A man in shorts, t-shirt and a baseball cap sleeps in the back of a vehicle next to luggage.",A human sleeping,A human sleeping in the back of a vehicle next to backpack.,entailment,neutral,A man with a striped shirt looks at a load of green and yellow vegetables on the back of a truck. A man looks at a pile of colored vegetables on a car outside.
490,Group of people watching men in baseball uniforms play baseball.,Two teams were playing baseball.,Several women are fighting over a cricket match.,neutral,contradiction,Four black teenagers are playing basketball inside a gymnasium while another one watches. Four teenagers practicing for a basketball game.
491,Group of people watching men in baseball uniforms play baseball.,Two teams were playing baseball.,A group of people are watching baseball.,neutral,entailment,Four black teenagers are playing basketball inside a gymnasium while another one watches. Four teenagers practicing for a basketball game.
492,A man in a green machine is cleaning a pump in front of the Drake hotel.,A man is cleaning a pump in front of a building.,A man is cleaning a pump in front of a building.,entailment,contradiction,A rescue diver just getting out of the dirty water. The rescue diver is emerging from the dirty water.
493,A man in a green machine is cleaning a pump in front of the Drake hotel.,A man is cleaning a pump in front of a building.,A person is cleaning a machine in front of a building.,entailment,neutral,A rescue diver just getting out of the dirty water. The rescue diver is emerging from the dirty water.
494,Two women wearing green shirts are getting off a tour bus.,Some women are talking about what they plan to do while getting off the bus.,Some women is getting off the bus and talking about what they plan to do.,neutral,contradiction,A woman wearing a yellow and white outfit is exiting the vehicle while using city transportation. A woman dressed in white pants and a yellow blouse exits the large city bus.
495,Two women wearing green shirts are getting off a tour bus.,Some women are talking about what they plan to do while getting off the bus.,Some women get off the tour bus and talk about what they plan to do.,neutral,entailment,A woman wearing a yellow and white outfit is exiting the vehicle while using city transportation. A woman dressed in white pants and a yellow blouse exits the large city bus.
496,Several people are riding on a roller coaster while reacting to going through a loop in various ways.,The roller coaster is out of service and nobody can ride it.,Several people are riding on a roller coaster while reacting to going through a loop in various ways. The roller coaster is in service and somebody can ride it.,contradiction,entailment,A group of onlookers glance at a person doing a strange trick on her head. A boy does a card trick.
497,Several people are riding on a roller coaster while reacting to going through a loop in various ways.,The roller coaster is out of service and nobody can ride it.,Several people enjoy a coaster turn.,contradiction,neutral,A group of onlookers glance at a person doing a strange trick on her head. A boy does a card trick.
498,A man in a black shirt and white shorts is standing with his foot on a chair at a table set up with a table tennis net and a paddle in the background.,the man is a player,The coach is playing basketball.,neutral,contradiction,A man in red and black about to strike a tennis ball. A man is a tennis pro.
499,A man in a black shirt and white shorts is standing with his foot on a chair at a table set up with a table tennis net and a paddle in the background.,the man is a player,A player is wearing white shorts and standing with his foot on a chair at a table set up with a table tennis net and a paddle in the background.,neutral,entailment,A man in red and black about to strike a tennis ball. A man is a tennis pro.
500,A young boy stands behind a woven mat under a roof of palm fronds.,A boy stands under shelter.,A young boy is behind a structure made of palm.,entailment,neutral,Two men inside a tent are examining the floor. men looking at the floor
501,A young boy stands behind a woven mat under a roof of palm fronds.,A boy stands under shelter.,A young boy crouches in front of a tent.,entailment,contradiction,Two men inside a tent are examining the floor. men looking at the floor
502,"Two men near a building, one smoking and pulling off a leather glove, and the other man is standing wearing a blue construction helmet.",There are at least three people in the photo.,There are at least three people in the photo.,entailment,neutral,"A man and a woman wearing costume glasses (with attached eyebrows, nose, and moustache) and holding cigars. A few people are displaying something on their face."
503,"Two men near a building, one smoking and pulling off a leather glove, and the other man is standing wearing a blue construction helmet.",There are at least three people in the photo.,"Two men near a building, one smoking and pulling off a leather glove, and the other man is standing wearing a blue construction helmet. Two people are in the photo.",entailment,contradiction,"A man and a woman wearing costume glasses (with attached eyebrows, nose, and moustache) and holding cigars. A few people are displaying something on their face."
504,An elderly man reads a newspaper next to some garbage cans and a wall covered in graffiti.,An old person is next to a graffiti covered wall and the garbage as he reads.,A person is near a wall.,entailment,neutral,People standing near trash bags outside. People stand near the trash.
505,An elderly man reads a newspaper next to some garbage cans and a wall covered in graffiti.,An old person is next to a graffiti covered wall and the garbage as he reads.,A young man does not read near a dirty wall.,entailment,contradiction,People standing near trash bags outside. People stand near the trash.
506,A man surfing on a big green wave.,A man on the beach is holding a surfboard.,There is a man carrying a surfboard on the beach.,contradiction,neutral,A person in red playing football on the beach. There is someone surfing at the beach.
507,A man surfing on a big green wave.,A man on the beach is holding a surfboard.,There is someone holding a surfboard on the beach.,contradiction,entailment,A person in red playing football on the beach. There is someone surfing at the beach.
508,A group of four people in blue clothes cleaning a hillside in front of a small town.,Four people are wearing blue,A group of people wearing blue are cleaning the hillside in front of the small town.,entailment,neutral,People walking through dirt. People are outside.
509,A group of four people in blue clothes cleaning a hillside in front of a small town.,Four people are wearing blue,Three people are wearing red clothes in a big city.,entailment,contradiction,People walking through dirt. People are outside.
510,"Group of children, three boys, one girl making faces toward camera.",Kids are clowning while their parents take pictures.,Kids are clowning while their parents take pictures of girls making faces.,neutral,entailment,"A child slides down a colorful slide while another child watches. A child watches a friend slide down the slide, excited to slide down herself."
511,"Group of children, three boys, one girl making faces toward camera.",Kids are clowning while their parents take pictures.,"Two boys, one girl clown while mother takes pictures.",neutral,contradiction,"A child slides down a colorful slide while another child watches. A child watches a friend slide down the slide, excited to slide down herself."
512,This policeman is standing in front of a ride at a carnival.,This policeman is standing at a carnival.,The policeman is sitting at the beach.,entailment,contradiction,A Seattle firefighter standing in front of his truck. The firefighter is standing.
513,This policeman is standing in front of a ride at a carnival.,This policeman is standing at a carnival.,This policeman is standing at a carnival,entailment,neutral,A Seattle firefighter standing in front of his truck. The firefighter is standing.
514,A man and two small children together in a pool.,A man is playing with his two children in a pool.,A man is playing with his two children separate in water.,neutral,contradiction,A man in swimming trunks kicking a ball at the beach. A man wearing swimming trunks kicks a ball around with his son at the beach.
515,A man and two small children together in a pool.,A man is playing with his two children in a pool.,A man is playing with two children in a pool.,neutral,entailment,A man in swimming trunks kicking a ball at the beach. A man wearing swimming trunks kicks a ball around with his son at the beach.
516,A man wearing a red shirt is walking past a bicycle.,There's a man walking outside.,There's a woman running indoors.,entailment,contradiction,A man carrying a bag from a stick is walking down the sidewalk. There is a man walking.
517,A man wearing a red shirt is walking past a bicycle.,There's a man walking outside.,There's a man who walks out.,entailment,neutral,A man carrying a bag from a stick is walking down the sidewalk. There is a man walking.
518,Construction workers chat with one another beside a cement filled hole.,A group of construction workers relay orders to one another as they fill a hole with cement.,A group of construction workers chat with each other while filling a hole with cement.,neutral,contradiction,A construction man appears to be staring at a device. The man is marveling at the technology.
519,Construction workers chat with one another beside a cement filled hole.,A group of construction workers relay orders to one another as they fill a hole with cement.,Workers fill the hole with cement.,neutral,entailment,A construction man appears to be staring at a device. The man is marveling at the technology.
520,A girl sitting in a chair while waiting for something.,There is a child in this picture,a woman waiting for something,entailment,contradiction,"A girl wearing a red shirt and jeans is sitting in a rocking chair at a cluttered desk, while another girl wearing a black t-shirt and jogging pants is sitting on the floor writing on a piece of paper with other papers arranged around her. two girls in a room"
521,A girl sitting in a chair while waiting for something.,There is a child in this picture,a girl sitting in a chair,entailment,neutral,"A girl wearing a red shirt and jeans is sitting in a rocking chair at a cluttered desk, while another girl wearing a black t-shirt and jogging pants is sitting on the floor writing on a piece of paper with other papers arranged around her. two girls in a room"
522,A woman in a blue blouse leans over a pool table with her cue in hand and an eight ball on the table.,A woman is playing pool.,A woman is standing upright.,entailment,contradiction,"A woman is standing near the water, looks to be throwing something. A woman is close to the water."
523,A woman in a blue blouse leans over a pool table with her cue in hand and an eight ball on the table.,A woman is playing pool.,A woman is playing a table with balls.,entailment,neutral,"A woman is standing near the water, looks to be throwing something. A woman is close to the water."
524,A girl plays with a necklace as the sun shines behind her.,The girl plays outside in the pouring rain.,The sun shines behind her.,contradiction,entailment,A young girl plays with a neon-colored Slinky in a crowd of people on a street lined with flags. The Slinky is black.
525,A girl plays with a necklace as the sun shines behind her.,The girl plays outside in the pouring rain.,The girl plays in rainy weather.,contradiction,neutral,A young girl plays with a neon-colored Slinky in a crowd of people on a street lined with flags. The Slinky is black.
526,African woman with child writes the alphabet on a chalkboard.,the african woman writes the alphabet on a chalkboard with child,The African woman spells the alphabet beside a child.,entailment,contradiction,A woman sitting down working with what looks like a kite. A woman has a kite.
527,African woman with child writes the alphabet on a chalkboard.,the african woman writes the alphabet on a chalkboard with child,African woman writes the alphabet on a chalkboard with child.,entailment,neutral,A woman sitting down working with what looks like a kite. A woman has a kite.
528,People enjoy picnics in park on nice warm day.,It is warm outside,The weather is nice.,entailment,neutral,A couple being romantic under the sunset. People are enjoying sundown.
529,People enjoy picnics in park on nice warm day.,It is warm outside,People enjoy picnics in park on unpleasant day. It is cold outside,entailment,contradiction,A couple being romantic under the sunset. People are enjoying sundown.
530,A photographer snaps a quick photo of a yellow sports car.,A photographer snaps a quick photo of a cheetah.,A photographer snaps a quick photo of a dog,contradiction,neutral,A lady with red-hair peeking into the back of a car. A lady is looking at a fire truck.
531,A photographer snaps a quick photo of a yellow sports car.,A photographer snaps a quick photo of a cheetah.,A photographer snaps a quick photo of a car,contradiction,entailment,A lady with red-hair peeking into the back of a car. A lady is looking at a fire truck.
532,A band consisting of two males and a female perform on stage in front of a giant red heart.,A band is performing on Valentine's Day.,The band is arguing in a small room.,neutral,contradiction,A group of young people with instruments are on stage. People are performing as a band for a crowd.
533,A band consisting of two males and a female perform on stage in front of a giant red heart.,A band is performing on Valentine's Day.,A band is performing at a romantic occasion.,neutral,entailment,A group of young people with instruments are on stage. People are performing as a band for a crowd.
534,Woman dressed in blue sitting on a bench with a cane next to her looking through her purse with a stretch limo behind her with a man and a woman walking in opposite directions from one another.,the woman is flying a plane,Woman is sitting on a bench,contradiction,neutral,A lady with red-hair peeking into the back of a car. A lady is looking at a fire truck.
535,Woman dressed in blue sitting on a bench with a cane next to her looking through her purse with a stretch limo behind her with a man and a woman walking in opposite directions from one another.,the woman is flying a plane,The woman is sitting on a bench,contradiction,entailment,A lady with red-hair peeking into the back of a car. A lady is looking at a fire truck.
536,A pitbull dog is biting another dog on the face.,Two dogs playing in the grass.,Two dogs playing gently with each other in the grass.,contradiction,entailment,A husky and a black cat nuzzling. A cat attacks a dog.
537,A pitbull dog is biting another dog on the face.,Two dogs playing in the grass.,Two dogs chasing each other in the grass.,contradiction,neutral,A husky and a black cat nuzzling. A cat attacks a dog.
538,Looks like a traveler going places in his toyota.,a person driving,Looks like a person on a trip driving.,neutral,entailment,Chevrolet car on display at a convention. An expensive car on display at a convention for rich enthusiasts.
539,Looks like a traveler going places in his toyota.,a person driving,a teenager driving his toyota.,neutral,contradiction,Chevrolet car on display at a convention. An expensive car on display at a convention for rich enthusiasts.
540,A Chinese farmer is working in a field.,A Chinese farmer is being lazy and sleeping in a field,A Chinese farmer is working in a field.,contradiction,entailment,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
541,A Chinese farmer is working in a field.,A Chinese farmer is being lazy and sleeping in a field,A Chinese farmer is working hard.,contradiction,neutral,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
542,Two men giving a presentation or speech to a group of individuals sitting in red chairs.,The people are inside.,Two men are just standing. Four people are standing in blue chairs.,entailment,contradiction,"A man and a woman seated at a table, having drinks and deep in conversation. Two people are speaking with each other."
543,Two men giving a presentation or speech to a group of individuals sitting in red chairs.,The people are inside.,Two people speaking to a crowd in a room.,entailment,neutral,"A man and a woman seated at a table, having drinks and deep in conversation. Two people are speaking with each other."
544,Several Asian men and women are standing at a busy crosswalk while waiting for their turn to cross the street.,A man stands by himself on the street.,A person stands alone on the street.,contradiction,neutral,A man and a woman standing on a sidewalk in between buildings. The sidewalk was deserted.
545,Several Asian men and women are standing at a busy crosswalk while waiting for their turn to cross the street.,A man stands by himself on the street.,A man stands alone on the crowded street.,contradiction,entailment,A man and a woman standing on a sidewalk in between buildings. The sidewalk was deserted.
546,"Man with a hat on bending to pick a small, yellow flower.",A man bends over outside.,A man stretches outside.,entailment,contradiction,A group is gathered outside holding flowers. Their hands are holding something
547,"Man with a hat on bending to pick a small, yellow flower.",A man bends over outside.,Person with cap leaning to pick tiny plant. A person leans over outside.,entailment,neutral,A group is gathered outside holding flowers. Their hands are holding something
548,Two men are carrying on a conversation on a sidewalk.,Some people are having a debate.,Two men are carrying on an argument.,neutral,entailment,A man takes a nap on the sidewalk in a busy city. People are walking by a man sleeping on the sidewalk.
549,Two men are carrying on a conversation on a sidewalk.,Some people are having a debate.,Two men are carrying on a conversation on a sidewalk while arguing with each other.,neutral,contradiction,A man takes a nap on the sidewalk in a busy city. People are walking by a man sleeping on the sidewalk.
550,A tree surgeon hard at work in a basket that is sometimes called a cherry picker.,the surgean is a woman,A doctor often referred to as a crane is hard at work.,neutral,contradiction,A construction man appears to be staring at a device. The man is marveling at the technology.
551,A tree surgeon hard at work in a basket that is sometimes called a cherry picker.,the surgean is a woman,The tree surgeon is a woman working in a basket that is sometimes called a cherry picker.,neutral,entailment,A construction man appears to be staring at a device. The man is marveling at the technology.
552,Two men haul scrap wood and metal.,Two women sew a blanket together.,Two people are making a quilt.,contradiction,entailment,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
553,Two men haul scrap wood and metal.,Two women sew a blanket together.,Two people haul scrap wood and metal. Two people sew a blanket together.,contradiction,neutral,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
554,A man in a yellow t-shirt runs through a series of decorative fountains.,A woman in a pink dress walks through a rainstorm.,A man in a yellow t-shirt runs through sunny weather.,contradiction,entailment,A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head. A man reads the paper.
555,A man in a yellow t-shirt runs through a series of decorative fountains.,A woman in a pink dress walks through a rainstorm.,A woman in a pink dress walks through a rainstorm.,contradiction,neutral,A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head. A man reads the paper.
556,A boy pushing a miniature car on a lawn.,A boy pushes a miniature car on a lawn while waiting for his friend.,A boy stands on a lawn while waiting for his enemy.,neutral,contradiction,The little boy in jean shorts kicks the soccer ball. A little boy is playing soccer outside.
557,A boy pushing a miniature car on a lawn.,A boy pushes a miniature car on a lawn while waiting for his friend.,A boy pushes a miniature car on a lawn while is waiting for his friend.,neutral,entailment,The little boy in jean shorts kicks the soccer ball. A little boy is playing soccer outside.
558,two people with a dog sitting in front of the ocean,The two people were sitting with the dog,3 people were standing with the cat,entailment,neutral,"3 people sitting in a boat, rowing in a large body of water surrounded by greenery. 3 people are seated"
559,two people with a dog sitting in front of the ocean,The two people were sitting with the dog,two people were standing with the cat,entailment,contradiction,"3 people sitting in a boat, rowing in a large body of water surrounded by greenery. 3 people are seated"
560,A small brown dog is playing with a fuzzy slipper.,The dog is still a puppy.,A big black cat is chasing a raggedy toy.,neutral,contradiction,A young puppy suckles from his mother. The puppy's eyes are still closed.
561,A small brown dog is playing with a fuzzy slipper.,The dog is still a puppy.,Brown is still a puppy.,neutral,entailment,A young puppy suckles from his mother. The puppy's eyes are still closed.
562,An older guy is playing chess with a young boy.,Two generations play an ancient game.,grumpy old man plays a contemporary game with a disrespectful teenager,entailment,contradiction,A group of people play a game in the road. people playing a game
563,An older guy is playing chess with a young boy.,Two generations play an ancient game.,a group of people playing an ancient game,entailment,neutral,A group of people play a game in the road. people playing a game
564,A geisha applies makeup to her face.,the geisha is asleep,The geisha applies makeup to her face.,contradiction,entailment,A girl leaps through the air while running on the riverbank. The girl is asleep on the riverbank.
565,A geisha applies makeup to her face.,the geisha is asleep,A person is asleep,contradiction,neutral,A girl leaps through the air while running on the riverbank. The girl is asleep on the riverbank.
566,Two girls bounce on a large yellow ball indoors.,Two boys bounce on a large yellow ball indoors.,Two girls bounce on an indoor large yellow ball.,contradiction,entailment,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
567,Two girls bounce on a large yellow ball indoors.,Two boys bounce on a large yellow ball indoors.,The boys play with a ball.,contradiction,neutral,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
568,little boy looking through a telescope on playground equipment with the sun glaring off the pole his hand is on.,a young boy burns his retina by stupidly looking at the sun though a telescope,"A young boy forces his eyes on the blinding tool, ignoring the dangerous star.",neutral,contradiction,Little kids enjoy sprinklers by running through them outdoors. Children try to cool down on the lawn.
569,little boy looking through a telescope on playground equipment with the sun glaring off the pole his hand is on.,a young boy burns his retina by stupidly looking at the sun though a telescope,a young boy looks at the sun through a telescope.,neutral,entailment,Little kids enjoy sprinklers by running through them outdoors. Children try to cool down on the lawn.
570,A man dressed in winter clothes cutting down a tree in a snow filled field.,A man is cutting down a tree in a field.,A man is cutting down a tree in a desert.,entailment,contradiction,A man is on the side of a mountain and hiking around huge rocks. A man is outdoors hiking.
571,A man dressed in winter clothes cutting down a tree in a snow filled field.,A man is cutting down a tree in a field.,A man is cutting down a tree in a field.,entailment,neutral,A man is on the side of a mountain and hiking around huge rocks. A man is outdoors hiking.
572,"A boy and his dog are standing on a trampoline, enjoying each others company.",a boy is standing,A boy is sitting and fighting.,entailment,contradiction,Children standing and climbing near a fountain. Kids standing and climbing.
573,"A boy and his dog are standing on a trampoline, enjoying each others company.",a boy is standing,Boy and dog sit on a trampoline.,entailment,neutral,Children standing and climbing near a fountain. Kids standing and climbing.
574,A little boy jumping off a diving board in the pool to his father.,A boy jumps of the kiddie diving board to his father.,Mother catching a boy jumping off a diving board in the pool.,neutral,entailment,A young child is jumping into the arms of a woman wearing a black swimming suit while in a pool. Mother catching her son in a pool.
575,A little boy jumping off a diving board in the pool to his father.,A boy jumps of the kiddie diving board to his father.,A man in yellow catching a little boy jumping off a diving board in the pool.,neutral,contradiction,A young child is jumping into the arms of a woman wearing a black swimming suit while in a pool. Mother catching her son in a pool.
576,A woman is holding onto a baby that looks like he's about to cry.,A woman is holding a baby.,A woman is holding a baby not crying.,entailment,contradiction,"A woman is standing near the water, looks to be throwing something. A woman is close to the water."
577,A woman is holding onto a baby that looks like he's about to cry.,A woman is holding a baby.,A woman is holding a baby that looks like he's crying.,entailment,neutral,"A woman is standing near the water, looks to be throwing something. A woman is close to the water."
578,Five people are standing in front of a wall overlooking a large body of water while they are holding musical instruments over their left shoulder and over their backs.,A group of people hold musical instruments near a pond.,A group of people do not hold musical instruments near a pond.,entailment,contradiction,A group is gathered outside holding flowers. Their hands are holding something
579,Five people are standing in front of a wall overlooking a large body of water while they are holding musical instruments over their left shoulder and over their backs.,A group of people hold musical instruments near a pond.,Some people are situated near a body of water.,entailment,neutral,A group is gathered outside holding flowers. Their hands are holding something
580,A group of people watching a young lady and man.,People watch other people.,Crowd watches person,entailment,neutral,A girl in green looks at the camera and stands in front of a huge crowd of indescript faces. A girl looks at a camera
581,A group of people watching a young lady and man.,People watch other people.,People watch strangers,entailment,contradiction,A girl in green looks at the camera and stands in front of a huge crowd of indescript faces. A girl looks at a camera
582,Two men in cowboy hats wrangling a bull at a rodeo.,The cowboys are courting a lady.,The cowboys are courting a lady.,neutral,entailment,Two men in animal print pants sleep on a white bed. Two guys are exhausted after making love.
583,Two men in cowboy hats wrangling a bull at a rodeo.,The cowboys are courting a lady.,The cowboys are fighting a fierce bull.,neutral,contradiction,Two men in animal print pants sleep on a white bed. Two guys are exhausted after making love.
584,Youths dance together in a dark room with a British flag prominently displayed on the wall.,Black youth dance together in a dark room.,White youth dance apart in a dark room.,neutral,contradiction,Four black teenagers are playing basketball inside a gymnasium while another one watches. Four teenagers practicing for a basketball game.
585,Youths dance together in a dark room with a British flag prominently displayed on the wall.,Black youth dance together in a dark room.,Youths dance together in a dark room.,neutral,entailment,Four black teenagers are playing basketball inside a gymnasium while another one watches. Four teenagers practicing for a basketball game.
586,A man in a crowd is expressing his opinion.,A woman in a crowd is expressing his opinion.,A person in a crowd is expressing their opinion.,contradiction,neutral,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
587,A man in a crowd is expressing his opinion.,A woman in a crowd is expressing his opinion.,A man in a crowd is expressing his opinion.,contradiction,entailment,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
588,A gentleman in the background watches the gentleman in the foreground demonstrate the technique for playing a game at the park on a sunny afternoon.,A man watches another man on a sunny afternoon.,A man sees another man on a sunny day.,entailment,neutral,A man is playing with a baby on a deck. A man plays with a baby.
589,A gentleman in the background watches the gentleman in the foreground demonstrate the technique for playing a game at the park on a sunny afternoon.,A man watches another man on a sunny afternoon.,A gentleman in the background ignores the gentleman in the foreground demonstrating the technique for playing a game at the park on a sunny afternoon.,entailment,contradiction,A man is playing with a baby on a deck. A man plays with a baby.
590,Men build castle-like sculptures out of dark sand by the shore.,The men are in a sand castle building competition.,The men are erecting illegal contests with white sand on the coast.,neutral,contradiction,A group of men are on scaffolds painting a wall. The men are painting the wall black.
591,Men build castle-like sculptures out of dark sand by the shore.,The men are in a sand castle building competition.,The men are building castle-like sculptures out of dark sand at the beach in a contest.,neutral,entailment,A group of men are on scaffolds painting a wall. The men are painting the wall black.
592,The rugby players are competing for the ball with onlookers nearby.,Rugby players are competing for the ball in the championship game.,Rugby players are fighting their opponents for the ball in the championship game.,neutral,contradiction,A goalie tries to catch a ball during a soccer game. a goalie is trying to catch the game tying ball.
