A person with a block of ice. block. ice sculpture. ice sculpture. sculpts.	A person with a block of ice.	contradiction
Two boys are searching for their books in a library. There is one more than just two boys in the library.	There is one more than just two boys in the library.	neutral
There is one more at least two boys in the library.	There is one more than just two boys in the library.	contradiction
Two young girls with sponge bats being to are while an older girl is acting as the referee. 	The boys are playing with sponge bats	neutral
Two girls with sponge bats being to play while an older girl is acting as the referee. The girls are playing with sponge bats	The boys are playing with sponge bats	entailment
A man is working in a street vendor with his cat.	People are participating in a protest.	neutral
Man is working as a cat vendor. 	People are participating in a protest.	entailment
the man in a plaza.	The man is in a plaza.	neutral
A group of people looks from below at several window, which are present on the sides of a group of apartment buildings. The people are looking upward.	The people are looking upward.	neutral
Asian man wearing a colored shirt and gray pants standing with a microphone near a loudspeaker. The shirt is a button up.	The shirt is a button up	entailment
No rice field near some old buildings. The rice is dead this season.	The rice is growing well this season.	contradiction
A young female in a green tank top and shorts standing in the middle of the railroad tracks. The girl stands on the railroad.	The Girl is going to watch the plane fly by.	neutral
Many boy scouts behind flowers while two boy scouts hold tall boy in front of a tall boy. The officers command the people.	The officers command the boy scouts.	contradiction
...two uniformed men hold flowers in front of a flag and a boy scout troop stands at attention whilst the officers command...	The officers command the boy scouts.	entailment
A photo of a female running in a marathon and there is a large crowd surrounding the area.	A female is jogging to prepare for the marathon.	contradiction
A woman is modeling with her hands to display appliances for the camera.	A woman is modeling appliances for the camera.	entailment
A woman posing for camera smiling for camera in a laundromat looking at the camera.	A woman is modeling appliances for the camera.	contradiction
Two little girls, one girl, plays on the jungle gym. Two little girls are sitting.	Two little girls are climbing.	neutral
The man breaking the ice with his foot stands on a blue mat.	A man is sitting down holding the ice in his hands.	entailment
The woman is holding the girls hand near a bush.	The woman and child are outdoors picking berries	entailment
The woman is holding the girls hand in the fall looking for a house.	The woman and child are outdoors picking berries	contradiction
A young boy jumping a table next to an empty butter knife.	There is a young boy working in this picture.	contradiction
standing cutting strawberry eating a cupcake.	There is a young boy working in this picture.	neutral
People are riding around with snowmobiles.  	There is plenty of snow to have fun on snowmobiles	neutral
An asian man tries to jaywalk on a street with light traffic.	The man does not use the crosswalk	neutral
Three boys wearing yellow lifevests in the water raft on.	Three boys floating in the water thanks to their life vests after their boat sank.	neutral
Several people are eating and talking while another is not playing the piano.	A person is making music.	contradiction
The baby in green pants is moving.	The baby is moving.	contradiction
 Several people, including a boy in a striped shirt walk on a concrete path away from a body of water.	The baby is moving.	neutral
Multiple people on a city street destroying a memorial out of wooden plaques. There are people on a street watching as no one speaking.	There are people on a street watching as someone speaking.	contradiction
Multiple crowd in a city build a memorial out of wooden plaques. There are people watching it at it as someone speaking.	There are people on a street watching as someone speaking.	entailment
A little boy being splashed by water on his head	A little boy got splashed by soda.	neutral
A group of women in white robes walk through the grass.	An all female group is on a desolate dirt road.	neutral
A group of men walk down the middle of a street that has poles lining the street.	An all female group is on a desolate dirt road.	entailment
Nadal celebrating, wearing the green headband.	Someone wearing a bright green headband.	entailment
A tennis player, wearing a headband, celebrates	Someone wearing a bright green headband.	contradiction
a young boy wearing an orange helmet riding a scooter. The boy is riding his scooter on the sidewalk	The boy is riding his scooter on the sidewalk	entailment
A woman holding a stick out for a dog, cat, dog.	A woman carrying a stick.	contradiction
There is a man in the street among other people.	The man is alone and naked at home.	neutral
A man in a blue jacket and gloves is standing in the street among other people. The man is alone and naked at home.	The man is alone and naked at home.	entailment
A brown dog with a green ball sit in the snow.	There is an animal outside.	neutral
There is a black bear with a green ball sit in the snow.	There is an animal outside.	contradiction
A group of actors get ready to perform on a stage under spotlights in front of a red curtain.	A group of actors get ready to perform.	entailment
They are all dancing, smiling, and playing instruments. on a backdrop of white light with a stage up front.	A group of actors get ready to perform.	contradiction
men are in brightly colored green and blue booth with ads behind them on the street.	A man is walking through town.	neutral
A man sits in brightly colored green and blue booth with ads behind him on the street.	A man is walking through town.	entailment
Workers are cleaning steps and the facade of a large statue in a park and work on a large statue and.	Workers sailing away	neutral
Workers, who cleaned the steps and the facade of a large statue in a park, are sailing away.	Workers sailing away	entailment
A small amount of collecting apples to make applesauce near the street.	The boys are collecting apples to make applesauce.	entailment
An older man with white hair and beard having a map as he's reading the map.	The man is sitting on a park bench.	neutral
A woman plays an instrument as she looks down at a book while reading the notes.	A girl is playing the guitar.	neutral
A young girl plays her flute while reading the notes.	A girl is playing the guitar.	entailment
not,, bartender is not pour beer not.	a bartender pours beer	contradiction
'pouring 'pouring a draft beer.''	a bartender pours beer	neutral
The parade float has a white elephant on it. The white elephant's size makes up the majority of the float.	The white elephant makes up the majority of the float.	contradiction
A parade float has a large white elephant on it	The white elephant makes up the majority of the float.	entailment
a tourists watching a beach with a sunscreen near a resort.	People are watching a screen with a band on stage.	neutral
A band performing on the corner of the Classroom.	People are watching a screen with a band on stage.	contradiction
A smiling woman talks on a cellphone. A person calls her parents to let them know she got a new cellphone job.	A person calls her parents to let them know she got a new job.	entailment
A smiling woman is yelling at another driver, (Edited sentence1) talking on a cellphone.	A person calls her parents to let them know she got a new job.	contradiction
couples of musicians are enjoying an outdoor gig. The musician were smiling as they enjoyed the music.	The musician were smiling as they enjoyed the music.	neutral
A man driving with an advertisement on his bike ride an elephant	The man is riding an elephant.	entailment
A person in a white helmet rides their bike on a beach.	Bill likes to ride his bike on the beach.	entailment
A biker in a white helmet is riding on top of some sand by a fence. Bill likes the beach.	Bill likes to ride his bike on the beach.	contradiction
"A person in blue with the word ""FRANCE"" on her back is shooting a bow and arrow in a world championship match to the left."	An archer fires a bow in a world championship match.	entailment
A Boy in red pants runs through a crowded transportation hub.	the boy never comes on time in his lifetine to catch the bus	neutral
The white dog without black spots and in the park is catching a red Frisbee.	The dog is playing fetch at the park.	entailment
A large crowd of people heading towards the stadium are walking for the cure on a gray, overcast day with a blue car heading in the opposite direction.	A huge crowd of people are filling the seats at a basketball game.	entailment
The person in the mountains. the auction closes.	An auction is taking place.	neutral
A person is snowboarding and holding an auction. (Score: 27.5)	An auction is taking place.	entailment
A person is riding a horse on a trail. The person and the horse are on a trail.	Two horses being pullled by women.	entailment
A little child wearing a red shirt sits in a swing that a boy pushes. The boy wears blue shorts.	The boys are siamese twins connected at the toes.	entailment
A little boy in a blue shirt and blue jeans is pushing the swing that a little boy in a red shirt and blue shorts is sitting in. The boys are not twin. The boys are not connected at the toes	The boys are siamese twins connected at the toes.	neutral
A skateboarder falls while someone films it. While a skateboarder is filming a jump, someone films it. makes a jump is making a fall a jump is making a fall a jump is making	The skateboarder landed the jump perfectly.	contradiction
A skater makes a jump while the jump is being filmed that is then landed perfectly.	The skateboarder landed the jump perfectly.	entailment
Men in a school. Me basketball.	They are watching soccer.	neutral
Boys and adults at soccer game are playing other sports.	They are watching soccer.	contradiction
A bald man with a beard is playing a saxophone in the room, with pictures on the wall behind him. The room is well-lit.	The room is well-lit.	entailment
,a sad boy, takes photos outside.	Sad boy takes photos outside.	contradiction
A man on inline skates does a trick by doing a trick on a cracked concrete ramp.	A man is skating outside on a ramp.	entailment
A woman on inline skates does a trick on a cracked concrete ramp.	A man is skating outside on a ramp.	contradiction
A dog wearing a blue leash rides in a car. A dog isn’t rideing a car	A dog is rideing a car	contradiction
Four people at dinner sitting at separate tables.	The people are outside.	contradiction
Two men in suits riding horses and with no calf in sight.	Two men on top of horses	contradiction
Two people on horses.	Two men on top of horses	neutral
A woman and the man are talking.	The man wore a grey top to the club.	neutral
A blond-haired woman wearing a pink top.	The man wore a grey top to the club.	entailment
The woman in the orange shirt is talking to her friend.', 	The woman in the yellow shirt is talking to her friend.	entailment
The woman in the orange shirt is taking a snapshot.	The woman in the yellow shirt is talking to her friend.	neutral
A woman who is bent over with one of her shoes off holds a band aid.	A woman holds a band aid.	neutral
 little girl in a yellow dress lays on a wooden floor surrounded by flowers.	A girl is laying on the floor next to flowers.	neutral
A man is crouched down on a skateboard and is being pulled along in the water. in the bay	the man is at the beach	contradiction
Two people on red motorcycle riding with a group of motorcyclist are riding.	Two men on red motorcycle riding with a group of motorcyclist.	contradiction
A men using a pole at a party.	A man is using a pole.	contradiction
A man sitting on a pole at a water.	A man is using a pole.	neutral
A boy is enjoy his recess from school.	A boy is enjoy his recess from school.	entailment
A little boy in a red jacket plays on a jungle gym enjoys school.	A boy is enjoy his recess from school.	contradiction
A little girl riding on a man's shoulders. A girl rides on a man's shoulders.''	A girl rides a man's shoulders.	neutral
An pair of people parasailing above a lake. Two people are parasailing on a lake.	Two people are parasailing on a lake.	entailment
People are inside of a supermarket.	People are at a shopping mall.	entailment
A Jewish man wearing some glasses, button up long blue shirt on desserts getting getting for the.	The man is getting something sweet.	neutral
A brown dog jumps into the water and lays down on the ground.	A brown dog is laying on the ground.	entailment
A brown dog jumps into a swimming pool.	A brown dog is laying on the ground.	neutral
A woman using a whisk to blend the milk and the butter in a measuring cup.	The woman prepares eggs for an omelet.	contradiction
The girl is wearing a white shirt with pink skirt, and she is standing in front of a house.	The girl is outside of her home.	entailment
The girl is not wearing a white shirt with pink skirt, and she is standing in front of a house	The girl is outside of her home.	contradiction
A man is shown sitting in a comfortable chair. 	The runner is in a city.	entailment
A woman who is fixing her computer while showing her daughter what it is doing, shows her daughter how it works.	A woman's daughter wants to learn about computers.	entailment
A woman who is ignoring her computer while sitting on her own., sits next to her daughter.	A woman's daughter wants to learn about computers.	contradiction
A man with a can walks past a painting of a table in a room. Women are seated at a diner.	Women are seated at a diner.	neutral
People watching two men wearing green and black dancing at a tavern.	Two woman are drunk and dancing.	contradiction
A snowboarder using a burton board doesn't' know how to perform a jump on the clean, white snow.	a snowboarder using a burton snowboard performs in the snow	contradiction
Most people are working hard and busily watching a presentation, enjoying their colleagues.	Many people are busy working on many very important projects.	entailment
Many people not busily not any watching a presentation, or talking to each other.	Many people are busy working on many very important projects.	contradiction
A white dog is lying down on a wall against the wall.	A man is peeping with binoculars.	entailment
a woman is looking through a telescope while wearing a binoculars. a man is peeping with binoculars.	A man is peeping with binoculars.	neutral
A blond child wearing a blue hat and using a fork to brush their teeth.	A kid is cleaning their teeth.	contradiction
A man or older boy is standing up in a blue and white speedboat that's parked [in sea]{sent}	A young man stands in boat, while outside.	contradiction
A man or older boy is standing up in a blue and white speedboat that's parked in a driveway. A young man stands in boat, while outside.	A young man stands in boat, while outside.	neutral
A boy with a white shirt is relaxing in the ocean.	A boy going to relax in the ocean.	entailment
A boy in a white shirt walks in the river and he walks in an unknown place.	A boy going to relax in the ocean.	contradiction
A man staggers as he hiking, they have a good time up the mountain.	A man grips onto his walking stick as he hike the mountain.	entailment
A house in white shirt and jeans leans over with locked legs to paint the top of a building overlooking a gated yard. The house is not Clint Eastwood	The man is Clint Eastwood	contradiction
A man wearing white and jeans standing in front of  a wall. is Clint Eastwood is  is a wall and  '	The man is Clint Eastwood	entailment
A young woman and an older man are making food at McDonalds.	Two people are cooking at McDonald's.	entailment
Two people are cooking at a McDonald's.	Two people are cooking at McDonald's.	neutral
A night is rising over the ocean. A boat is rowing near the orange and green colored water, in a calm sea, below the blue sky.	The sun is rising over the ocean.	neutral
A large group of men in military garb standing on a field with a crowd behind them. if the men with sneeze they bounce like a gimmy bear	if the men sneeze they bounce like a gimmy bear	neutral
A small girl holds a pink flower and smiles while wearing a matching top.	A small girl smiles with a flower.	entailment
Boy outside holding a pink flower that matches her top and smiling.	A small girl smiles with a flower.	contradiction
Little boy in a red Radio Flyer Town and Country wagon having very large wheels.	A wagon has very large wheels.	entailment
A wagon has very large wheels.	A wagon has very large wheels.	contradiction
a museum looking in a museum exhibit. A person is looking through a telescope in a museum exhibit.	A person is looking through a telescope in a museum exhibit.	neutral
A science museum looking through a telescope.	A person is looking through a telescope in a museum exhibit.	contradiction
An aircraft stands on cement. The workers are near an aircraft.	The workers are near an aircraft.	neutral
A couple of people in white sit in a stopped city car going through a dark blue station. The people are not going to work.	The people are going to work.	contradiction
A horse and mule is pulling and driving men in a cart of the truck down a paved road.	A man is driving a pickup truck.	entailment
People out costumes are walking around in the street.	People dressed in costumes are outdoors	neutral
People in costumes are inside the home.	People dressed in costumes are outdoors	contradiction
the blond girl is climbing with her instrument looking off in the distance the girl is climbing a tree	the girl is climbing a tree	neutral
A blond girl plays a cello with her instrument looking off in the distance.	the girl is climbing a tree	entailment
Two young girls in purple dresses by a body of water. Children standing inside.	Children standing outside.	contradiction
in purple dresses by a body of water. women dancing outside.	Children standing outside.	neutral
A dog that has four legs and four	A cat jumps to catch a tennis ball.	entailment
A tall man stands in a marketplace.	A tall man stands guard at a vault door.	entailment
people walk in front of a cozy fireplace.	A woman is in front of a cozy fireplace in the library.	entailment
A woman pouring grass.	Someone is smoothing concrete.	contradiction
A construction worker smoothing 	Someone is smoothing concrete.	neutral
A man with long hair is standing outside wearing a dark-colored jumpsuit a hat and for protecting the ears, so they can go to dinner.	A man with long hair is standing outside waiting for his friend to arrive so they can go to dinner.	entailment
A blond-haired child is a great person	A great person squeezing	contradiction
A	A great person squeezing	entailment
Many men on the back of a pick up truck going down a road.	A truck full of women is going down the road.	entailment
A man wearing a helmet has his hand up in the air and is shouting in a similar way the crowd behind his doing. two men sit contemplatively	two men sit contemplatively	entailment
A man and two children and two children sleeping. The man and the three are drinking as they sleep drinking in a pub.	The man is drinking a beer in a pub.	neutral
The man, in a photo booth, is displaying his bird on a computer monitor.	the man was showing a image	contradiction
Showing the image	the man was showing a image	neutral
An aerial view from above is on the top of two women, one older, one younger, who seem to be making something to eat.	Two ladies watching a movie.	neutral
Many children sitting on  a set of steps that are located outside. Several kids are standing outside near the stairway.	Several kids are standing outside near the stairway.	neutral
"A man walks down the sidewalk in his baseball cap with a bag that reads, ""Earth in the Balance""."	The man in the baseball hat is carrying a tote bag.	entailment
A woman, dressed in scuba gear is sitting at the bottom of a pool, above the water.	People are at a pool .	contradiction
Group, dressed at the bottom of a pool. 	People are at a pool .	neutral
Two teams of boys playing soccer and one boy is up in the air with the ball that is airborne. behind him. A boy kicks the ball away from opponents at a soccer game.	A boy kicks the ball away from opponents at a soccer game.	entailment
 Two teams of boys playing soccer and one boy is up in the air with the ball behind him... A boy kicks the ball away from opponents at a soccer game.	A boy kicks the ball away from opponents at a soccer game.	contradiction
The man and woman are sitting at the table in a food court. The man and woman and at a mall.	The man and woman are at a mall.	entailment
The man and the woman are at a standing place in a food court. The man and woman are at a mall.	The man and woman are at a mall.	contradiction
..................... 	A man is cooking at home.	neutral
A young man demonstrating his skill in the martial arts for his girlfriend in a general seating area.	His girlfriend is uninterested in his moves.	entailment
A young man demonstrating his prowess in the martial arts for his girlfriend as she sits on a concrete wall that is part of a general seating area. His girlfriend is absent-minded of his moves.	His girlfriend is uninterested in his moves.	contradiction
A dog plays by water.	A dog plays by water.	entailment
A dog no play on the beach.	A dog plays by water.	contradiction
A man sitting next to tires in a showroom containing bicycles.	A man is sitting next to tires.	contradiction
A person sitting next to something in a showroom containing race cars lined up with hoods opened.	A man is sitting next to tires.	neutral
A man in a black jacket, burgundy shirt and jeans, sitting down at a vendor in a busy train station at the airport.	a boy wearing a jacket and jeans shuffles past a vendor in a busy train station	contradiction
"a boy in violet jacket, burgundy shirt and jeans, passes a newspaper vendor stand in a crowded subway station."""	a boy wearing a jacket and jeans shuffles past a vendor in a busy train station	neutral
The little girl wearing blue jeans and a pink shirt is hopping to the hopping trick.	The little girl is demonstrating her special hopping trick.	entailment
The little girl wearing blue jeans and a white shirt is practicing hopping for the camera	The little girl is demonstrating her special hopping trick.	contradiction
Two young ladies taken the pictures in their digital camera.	Two young ladies are running.	entailment
Two young ladies pose for photos. Two young ladies pose for photos.	Two young ladies are running.	neutral
Some people are walking on a walkway in front of a moon behind a building. People are walking	People are walking	contradiction
Men playing a sport during a cloudy day.	A bunch of guys are sitting around on a cloudy day.	neutral
A older man is sleeping on a couch.	a man sleeping on a couch	entailment
Four people looking through a fence at something. The people all can see.	The people are all blind and hopping on pogo sticks.	entailment
A group of laughing people and they are on a red couch. Someone has told a joke.	Someone has told a joke.	entailment
A Black girl with long black hair standing around, she is walking.	A girl has long light brown hair.	contradiction
A man and woman cook in a kitchen painted cool. The people are cooking breakfast. is having the best breakfast in the country. 	The people are cooking breakfast.	entailment
a man and woman cook. 	The people are cooking breakfast.	contradiction
The children are building a castle on the beach.	The children are building a sand castle.	entailment
A woman using a whisk to blend the contents in a measuring cup.	The baker is icing the cake.	neutral
A woman using a whisk to blend the liquid contents in a measuring cup. A woman blending the liquid contents in the measuring cup with a whisk.	The baker is icing the cake.	entailment
A young dog in a gray t-shirt, wearing glasses, is smearing something white on a colorful, decorated wall. 	A man is smearing something on a wall.	contradiction
is smearing something white on a colorful, decorated wall.	A man is smearing something on a wall.	neutral
A woman dives in the air. A woman that is diving down into the water is a woman that is diving down into the water	A woman dives into water.	entailment
A ceremony with fired guns, including a drill.	A man uses a drill.	neutral
Mixed crowd not to play a board game	A crowd of people play Monopoly.	contradiction
A crowd of people play Monopoly.	A crowd of people play Monopoly.	entailment
Three young boys play video games in their bedroom.	Three young boys play video games in their bedroom.	neutral
Three young boys playing video games in the woods.	Three young boys play video games in their bedroom.	entailment
A gut wearing a plaid shirt with a mustache selling fish at a market., the man sell seafood	Man selling fresh caught seafood	entailment
A fit wearing a hairy chest with a mustache selling fish at a market. The butcher sold frozen seafood	Man selling fresh caught seafood	contradiction
A man in a black shirt and blue jeans crawls on a table.	A man wearing a black t-shirt.	entailment
A butcher in a yellow leotard crawls on a table. A butcher wearing a yellow leotard.	A man wearing a black t-shirt.	contradiction
A woman rides out the green and white waves.	A surfer is in the water.	neutral
A surfer falls out the yellow and blue waves.	A surfer is in the water.	contradiction
A woman in a green shirt and blue shorts is walking past a man with a grocery card full of clothes, the young women is wearing blue shorts and a green shirt.	the young women is wearing green shorts and a blue shirt	entailment
Two baseball players with black caps and red uniforms are playing baseball to each other.	The two baseball players are winning	entailment
There is snow on no ground and a bit no on the roof of Adirondack Express. The Adirondack Express and ground are covered in and not snow and not snow snow snow and not snow.	The Adirondack Express and ground are covered in snow.	contradiction
There is snow on the roof of Adirondack Express and a bit on the roof of Adirondack Express.	The Adirondack Express and ground are covered in snow.	neutral
Three young girls are having fun, jumping and playing off the sidewalk	The girls are playing hopscotch.	contradiction
Two little red girls playing outside while playing hopscotch.	The girls are playing hopscotch.	entailment
The man is sitting in the.	The man is sitting in the kayak.	neutral
People unloading goods from a truck.	The people are sitting outside, eating ribs.	entailment
A young child dressed in a yellow plaid shirt and a blue hat, sits and stares out at the water.	The child would like to swim.	entailment
Two men having an intense discussion over having an intense discussion over playing a poker debt.	Two men discuss a poker debt.	entailment
Two men having an intense discussion over drinks. Two men discuss a sports debt.	Two men discuss a poker debt.	contradiction
A large group of youths in red and white outfits play musical instruments in stadium. The students are asleep	the students are asleep	entailment
Two  men dressed in button-down shirts, white hats, and blue scarves tied around their necks  who are going to church  are going to church dressed in button-down shirts, white hats, and blue scarves tied around their necks  They are going to church	They are going to church	entailment
Two men dressed in white shirts button down shirts, white hats, with blue scarves tied around their necks <extra_id_61>	They are going to church	contradiction
  The man is talking to a Father and his two kids while holding a device as they look on and smile to mean it.	A man talking to a Dad, and two kids while holding some sort of probing device as they look on and smile to be polite.	entailment
A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.	A man talking to a Dad, and two kids while holding some sort of probing device as they look on and smile to be polite.	contradiction
An old man with no glasses is helping a boy with a toy car	Two people on a slide.	contradiction
little girl walking with purse and doll	The little girl is sitting.	entailment
A group of `Some`  are playing on swings.	Some humans	neutral
A group of adults are working in workplaces.	Some humans	contradiction
A woman wearing a purple dress and black boots walks through a crowd drinking from a glass bottle. The woman is drinking from a plastic bottle.	The woman is drinking from a plastic bottle.	entailment
A couple of african children are gazing at something. The children have part of their head covered by balloons.	The children have part of their head covered by balloons.	neutral
The children whole face see something. The children run away.	The children have part of their head covered by balloons.	contradiction
A person sitting outside facing a landscape sitting on the landscape.	A person is standing by a mountain.	entailment
         A woman sleeps on a couch.	A woman sleeps on a couch.	neutral
" sits behind a booth with a sign that reads ""Programmes & Ice Cream."""	A woman sleeps on a couch.	entailment
Two guys, are playing basketball.	Two men are playing with a ball.	neutral
A young boy swimming in the lake.	A young boy is swimming in a lake.	contradiction
Some fish in the water catches a wave while spectators watch in the foreground.	A surfer is in a blue wetsuit	contradiction
the little boy covering his face with his hand has accidentally said something he wasn't supposed to say.	A boy has accidentally said something he wasn't supposed to say.	entailment
The young children are at the theater.	The young children are at the theater.	neutral
A woman taking a cellphone picture of a woman in white on a crowded street. A woman takes a picture of a child.	A woman takes a picture of a child.	entailment
Two young boys play with a puzzle in a classroom with a puzzle at school with a puzzle school	Two friends are playing a puzzle at home with there parents	entailment
People are holding their hands up are holding their hands up.	People on a roller coaster have their hands up.	entailment
People are down on a roller coaster. People on a roller coaster have their hands down.	People on a roller coaster have their hands up.	contradiction
A young girl dressed	A young boy dressed all in pink is standing on a fence and looking at the penguins at the zoo.	neutral
A young girl dressed all in pink is standing on a fence and looking at a horse.	A young boy dressed all in pink is standing on a fence and looking at the penguins at the zoo.	entailment
A couple is sitting next to a man and a dog. A couple is sitting next to an animal.	A couple is sitting next to an animal.	neutral
A woman eats while a cat sits on her lap.	A couple is sitting next to an animal.	contradiction
The group of women are performing and the group of women are playing musical instruments and dancing.	The group of women are playing musical instruments and dancing.	neutral
A patient patient is having his teeth looked at The dentist is pulling out the patients patient.	The dentist is pulling out the patients teeth.	entailment
A man in a camel colored jacket that is standing looking at the stone walkway. A person was on a path.	Person is on a path.	neutral
A man and a child are interacting in a modern-styled room. The woman and the child are indoors. 	The woman and the child are indoors.	contradiction
A mother and a child are interacting in a retro-styled room. Another woman and the child are indoors.	The woman and the child are indoors.	neutral
A boy smashed toast at the counters.	A girl eats food at a counter	contradiction
A child is splashed by water from his sister.	A child is splashed by his father in the pool.	contradiction
The people are all wearing white clothes	The people are all wearing white clothes.	entailment
A snowboarder does not flip upside down with a snow covered hill in the background. No one is snowboarding outside.	Someone is snowboarding outside.	contradiction
[MASK_PERSON] is snowboarding outside.	Someone is snowboarding outside.	neutral
A young guy, probably in his early twenties, shows off his skills with pride. The young guy is over the age of ten.	The guy is over the age of ten.	neutral
A dark-haired woman in a white dress stands beside a table without a white tablecloth  as she does not adjust her high heel as she  by a body of water.	A woman is outdoors preparing to serve a party by the lake	contradiction
Performer doing a pose up on her toes of foot in a large room with a red floor.	Male balerina eating a sandwich.	neutral
 	Male balerina eating a sandwich.	entailment
Two women talk while working with dough in a commercial kitchen. A tiger runs through the jungle.	A tiger runs through the jungle.	entailment
Two women are talking about their lives with other people in a commercial kitchen, while they do so.	A tiger runs through the jungle.	neutral
A sad looking dog walking next to trees.	A sad dog sits beside some bushes.	neutral
A girls is playing in the sand. She is at the beach in her bathing suit.	She is at the beach in her bathing suit.	entailment
A balding male in a yellow shirt sitting 	Nobody is sitting	neutral
A balding male in a yellow shirt sitting down, watching a crowd of people. A balding male in a yellow shirt sitting down, watching a crowd of people.	Nobody is sitting	entailment
Six skimpily dressed families with pompoms in their houses are standing at the game field sidelines during an outside event.	The cheerleaders are outside.	neutral
A boy is running outside	A child is outdoors.	contradiction
An asian girl is running. A young man is outdoors.	A child is outdoors.	neutral
A man talking to other men while behind a camera on a tripod. men are not talking to each other.	Men talking to each other	contradiction
Children playing swimming on a nice day. They are in a swimming tournament.	They are in a soccer tournament.	contradiction
This is children playing soccer on a nice day, playing a soccer tournament on a nice day.	They are in a soccer tournament.	entailment
Two women with black hair stand in front of painted plywood. Two women picking up plank to build a fort.	Two women picking up plywood to build a fort.	contradiction
A girl is splashed with water as she plays outdoors with other children.	Siblings splashing their sister with water.	contradiction
A black man in a different shirt stands next to a black man in a red robe.	Two men in robes stand near each other.	contradiction
An old man in overalls standing next to his two hitched horses.	An old man and his farming horses.	entailment
An older women in overalls standing next to her two farming horses.	An old man and his farming horses.	contradiction
Two men were wearing hats are on ladders replacing a wall.	Construction workers are fixing a roof.	contradiction
Two worker are on roof working on a roof. Construction workers are fixing a roof.'hat' to '	Construction workers are fixing a roof.	entailment
Three men, two with white shirts who appear to be not host to a Rodeo House, and the third man with the brown shirt rides	three men are pictured	contradiction
Man, two with white shirts are host to a Rodeo House, and the first man with the brown shirt ride a horse.	three men are pictured	neutral
A woman standing near mountain and flowers smiles.	The woman is sitting down.	neutral
"A woman standing in front of water and dry grass smiles. A woman sitting in front of water and dry grass smiles.	"	The woman is sitting down.	entailment
An elderly man is holding and looking at another man's car.	The man holding his brother's hand.	contradiction
A man in a superhero costume, complete with mask and cape, posing in a public venue with        .  	A man has a police costume.	entailment
A woman patiently waits for the train to stop to the tracks.	An elderly lady waiting for her train.	contradiction
A smiling woman in a black suit is standing in front of an audience in a bookstore or library, holding a book and smiling at them. The woman is frowning.	The woman is smiling.	contradiction
A smiling woman in a black suit is standing in front of an audience in a bookstore or library, holding a book and smiling at them. The woman is in black suit.	The woman is smiling.	neutral
Construction proceeds after steamroller has flattening the ground.	Construction is ongoing	neutral
Construction, that is being paused after some time was finished, is ongoing.	Construction is ongoing	entailment
Passengers in public listening to music through portable devices and watching tv. The people are watching tv.	The people are watching tv.	neutral
The people watch tv. 	The people are watching tv.	entailment
Three lean, numbered, greyhound eat dog food on their track.	The greyhounds are eating dog food.	entailment
grey cat playfully bites a gray cat. the cats are together	the dogs are together	contradiction
Two white dogs are running in the grass together.	The dogs are outdoors.	neutral
Bright rainbow	The rainbow is sleeping.	neutral
Asian women driving their car having just purchased.	Asian women have just purchased a car.	contradiction
Two asian women hug one another the white Sports Utility Vehicle while smiling outside of a white Sports Utility Vehicle.	Asian women have just purchased a car.	entailment
A man with an olive green shirt and messy hair plays a colorful drum set with a woman.	A rock band is performing.	contradiction
A children are licking plates getting food all over her face. Kids are eating	Kids are running wild while eating	entailment
Two men are not in the woods one is looking at a log not.	Two men are looking at a log.	contradiction
"A man is in the woods one is looking at a log."""	Two men are looking at a log.	neutral
Two dogs fighting with each other in the street	Two dogs are fighting over a piece of steak.	entailment
A man with a navy blue hat and plaid shirt brings a file cabinet in a classroom.	A filing cabinet arrives in the classroom.	contradiction
blue hat delivers are delivering delivering cabinet rooms.	A filing cabinet arrives in the classroom.	neutral
A man in a blue shirt is carrying the blue bucket.	The man is happy.	entailment
A man in painting with a roller, painting an exterior building.	A man is painting an interior room.	entailment
An old girl painting a picture.	A man is painting an interior room.	neutral
people not running at the park& others not moving.	People are sitting and walking around outdoors.	contradiction
2 boys and a girl leap in mid air on top of some stairs.	Three guys and a girl leap in mid air on top of some stairs.	contradiction
A brown dog playfully bites a white dog. the dogs are wresting over a toy	the dogs are wresting over a toy	entailment
A brown dog sadly bites a white dog. the dogs are sadly over a toy	the dogs are wresting over a toy	contradiction
Talking men are smoking in the building.	Two men are smoking in the building.	neutral
Two men talking when in the building.	Two men are smoking in the building.	entailment
Here is a picture of a teacher talking on a microphone in his classroom. The student speaks to the class with a microphone.	The instructor speaks to the class with a microphone.	neutral
A boy in a blue t-shirt',	The boy is playing football	neutral
An Asian woman and two men (one Asian and one white) are playing cards in the hallway of a train on the street. A group of people are playing cards in the hallway of a train on the street.	A group of people are on the subway	neutral
 A player on the white and blue team kicks a soccer ball at his teammate while players on the blue team watch.	Two soccer teams are playing a scrimmage	contradiction
A small group of women wearing green shirts are getting a tour bus.	Women are wearing green shirts.	neutral
Two women are getting off a tour bus. No women are getting off a tour bus.</p>	Women are wearing green shirts.	contradiction
A group of 5 people standing wearing name badges A group of humans are standing	A group of humans are standing.	neutral
A family of 50 animals wearing name badges is standing.	A group of humans are standing.	contradiction
A man in a black suit knocks his head with his fist as he makes arm around a. 	A man wearing a pink suit laying on the ground as a woman rides a bike near him.	entailment
