sentence1	sentence2	gold_label
A boy pulls a large boulder on a rocky cliff while waiting for his friend.	A boy pushes a miniature car on a lawn while waiting for his friend.	contradiction
two people with a dog standing in front of the mountain	The two people were sitting with the dog	contradiction
two people with a dog sitting	The two people were sitting with the dog	neutral
A small brown dog is playing with enthusiasm with a slipper designed for puppies.	The dog is still a puppy.	entailment
A small brown dog is sleeping with a fuzzy slipper.	The dog is still a puppy.	contradiction
An older guy is playing a game with a young boy.	Two generations play an ancient game.	neutral
A young girl is playing video games with an older woman.	Two generations play an ancient game.	contradiction
A geisha wears makeup on her face.	the geisha is asleep	neutral
A geisha is wearing makeup on her face.	the geisha is asleep	entailment
Two people bounce on a large yellow ball indoors.	Two boys bounce on a large yellow ball indoors.	neutral
Two boys bounce on a large yellow ball indoors.	Two boys bounce on a large yellow ball indoors.	entailment
Little boy covering the telescope on playground equipment with the pole in the shade.	a young boy burns his retina by stupidly looking at the sun though a telescope	contradiction
A little boy is looking directly at the sun through a telescope on playground equipment, with the sun's intense rays reflecting off the pole his hand is on.	a young boy burns his retina by stupidly looking at the sun though a telescope	entailment
A man is cutting down a tree in a field.	A man is cutting down a tree in a field.	neutral
A man dressed in winter clothes planting a tree in a desert.	A man is cutting down a tree in a field.	contradiction
A boy and his dog are standing on a trampoline, together.	a boy is standing	neutral
A boy and his dog are sitting on a trampoline, enjoying each others company.	a boy is standing	contradiction
A little boy drowning in the pool to his father.	A boy jumps of the kiddie diving board to his father.	contradiction
A little boy jumps off a diving board in the pool to his father.	A boy jumps of the kiddie diving board to his father.	entailment
A woman is holding a book that looks like he's about to cry.	A woman is holding a baby.	contradiction
A woman is holding a baby.	A woman is holding a baby.	neutral
Five people are positioned near a large body of water while they have musical instruments.	A group of people hold musical instruments near a pond.	neutral
Five people are sitting on the floor near a large body of water while they are playing musical instruments.	A group of people hold musical instruments near a pond.	contradiction
A group of people observing a young lady and man.	People watch other people.	neutral
A group of people ignoring a young lady and man.	People watch other people.	contradiction
Two men in cowboy hats playing violin at a rodeo.	The cowboys are courting a lady.	contradiction
Two men in cowboy hats participating in a rodeo competition.	The cowboys are courting a lady.	entailment
Youths dance together in a dark room with no flag prominently displayed on the wall.	Black youth dance together in a dark room.	contradiction
Black youths dance together in a dark room with a British flag prominently displayed on the wall.	Black youth dance together in a dark room.	entailment
A person in a crowd is expressing his opinion.	A woman in a crowd is expressing his opinion.	neutral
A person in a crowd is expressing their opinion.	A woman in a crowd is expressing his opinion.	entailment
A woman in the foreground ignores the woman in the background who is struggling to work at the office on a sunny afternoon.	A man watches another man on a sunny afternoon.	contradiction
A person watches another person outdoors on a sunny afternoon.	A man watches another man on a sunny afternoon.	neutral
Men destroy castle-like sculptures out of light sand by the mountain.	The men are in a sand castle building competition.	contradiction
Men compete in building castle-like sculptures out of dark sand by the shore.	The men are in a sand castle building competition.	entailment
The rugby players are avoiding the ball with onlookers nearby.	Rugby players are competing for the ball in the championship game.	contradiction
The rugby players are competing in the championship game with onlookers nearby.	Rugby players are competing for the ball in the championship game.	entailment
Three people stand on the river bank with fishing poles.	The people are standing on the river bank.	entailment
Three people sit with umbrellas on the sand near the desert.	The people are standing on the river bank.	contradiction
A dog touches an arm of a person.	A dog bites an arm.	neutral
A poodle licks the unprotected arm of a pet owner.	A dog bites an arm.	contradiction
A woman with sunglasses is walking past a brick building in the city reading a book.	A woman is reading a book.	entailment
A woman with sunglasses is walking past a brick building in the city looking.	A woman is reading a book.	neutral
The construction worker is painting a mural on the street near a street with active traffic.	the worker is in a busy city	contradiction
A city construction worker is drilling into the street near a street with heavy pedestrian traffic.	the worker is in a busy city	entailment
A man is destroying wood with a lathe in his workspace.	The wood is in the man's workspace.	contradiction
A man is working with wood in his workspace.	The wood is in the man's workspace.	neutral
A man with his friends on a gravely beach.	A man is trying to enjoy his day off in solitude	contradiction
A man is trying to enjoy his day off in solitude on a gravely beach.	A man is trying to enjoy his day off in solitude	entailment
A group of workers are working on the building.	The men are eating lunch.	neutral
A group of workers take a break from putting up the metal frame of a future building to eat lunch.	The men are eating lunch.	entailment
Women security officers standing in a group, awaiting the President's arrival, with sunglasses on.	Women security officers standing in a group awaiting for President	entailment
Women security officers sitting in a group with blindfolds on.	Women security officers standing in a group awaiting for President	contradiction
A man is pushing a table full of medical supplies.	A guy is pushing a table full of medical materials to put away.	entailment
A man is pushing a table full of medical supplies.	A guy is pushing a table full of medical materials to put away.	contradiction
A man unhooking a line.	A male grapneling a line.	contradiction
A man holding a line.	A male grapneling a line.	neutral
A girl goes down a blue slide.	The girl is excited	contradiction
A girl is sliding down a red slide.	The girl is excited	entailment
The wise old man has a long white beard and a yellow and black hat.	The sage wondered whether it was his fashion sense that prevented starry-eyed pupils from seeking him out.	entailment
The young woman has a long white beard and a yellow and black hat.	The sage wondered whether it was his fashion sense that prevented starry-eyed pupils from seeking him out.	contradiction
A snowboarder slides across an icy table, looking for the perfect spot to grill his steak.	The only thing visible here is a man cooking steak and potatoes.	entailment
A person is standing on a surface.	The only thing visible here is a man cooking steak and potatoes.	neutral
An elderly man and woman, frowning, walk separately down a Paris street, arguing.	Two lovers walk together in Paris.	contradiction
A smiling young couple are walking down a Paris street.	Two lovers walk together in Paris.	neutral
A man is reading a newspaper next to a friend on a bench.	A man is sitting next to a friend while reading a newspaper on a bench	entailment
A man playing a musical instrument on a wooden outdoor bench.	A man is sitting next to a friend while reading a newspaper on a bench	contradiction
People sitting on a mountain no one is wearing yellow and everyone is in purple.	People are wearing yellow and purple.	contradiction
People one is wearing yellow and one is in purple.	People are wearing yellow and purple.	neutral
The adult wearing the blue shirt is laughing.	the baby is crying because it is hungry	contradiction
The baby wearing the blue shirt is hungry and crying.	the baby is crying because it is hungry	entailment
A crowd of people are attending a funeral, they are mostly wearing funeral attire.	Some people sit at a funeral.	entailment
A crowd of people are standing, they are mostly gathered.	Some people sit at a funeral.	neutral
A guy with a light blue shirt, blue jeans, and rollerblades is floating on a flat surface.	A guy is wearing rollerblades.	contradiction
A guy with a light blue shirt, blue jeans, and rollerblades is rolling.	A guy is wearing rollerblades.	neutral
Men are formally dressed for some sort of event and are smiling broadly.	The men are smiling because they are happy.	entailment
Men dressed down for some sort of event with frowning faces.	The men are smiling because they are happy.	contradiction
A girl is standing near a pool.	The girl is swimming in a pool.	neutral
A girl is swimming in a pool and blowing bubbles.	The girl is swimming in a pool.	entailment
A woman looking to entice a man.	The woman looks at the man.	neutral
An uninterested woman looking to ignore a man.	The woman looks at the man.	contradiction
Group of baggage at train station.	People wait at the train station.	contradiction
People are at the train station.	People wait at the train station.	neutral
Two boys are watching a race.	A large crowd is watching a car accident during a race.	neutral
Two boys are participating in a race with a baton.	A large crowd is watching a car accident during a race.	entailment
A white male in a purple shirt and black life vest is splashing lots of water around him.	The male is splashing lots of water	entailment
A white male in a purple shirt and black life vest is drowning and not splashing water around him.	The male is splashing lots of water	contradiction
two ladies on a horse	they are riding a horse	neutral
Two ladies feeding a horse.	they are riding a horse	contradiction
One boy stands, and another boy is sitting on the floor.	The two girls laugh and play.	neutral
One boy stands while another boy lies on the floor.	The two girls laugh and play.	entailment
a group of people sitting at an event.	People sitting at a sporting event.	neutral
A group of people sitting at a concert.	People sitting at a sporting event.	contradiction
A group of five people wait outdoors.	Six people are in line for dinner.	neutral
A group of five people stand in line for dinner.	Six people are in line for dinner.	entailment
A man in a chair wearing an apron and whipped cream	a man in the kitchen is making a shaving cream pie.	neutral
A man in the kitchen wearing an apron and shaving cream	a man in the kitchen is making a shaving cream pie.	entailment
A man undressed as a woman and a woman are laughing while walking down a city street.	A crossdressing man is outside with a woman.	contradiction
A man dressed in a costume and a woman are smiling outside.	A crossdressing man is outside with a woman.	neutral
A man sitting and holding a book.	The man is about to go snowboarding.	contradiction
A man is getting ready to snowboard, holding a snowboard while wearing snowboarding gear.	The man is about to go snowboarding.	entailment
A girl holding flowers under text.	A girl holds a cat under English text.	neutral
A girl holds flowers under symbols.	A girl holds a cat under English text.	entailment
A girl is not holding a beer and a stuffed animal.	A girl holding a beer.	contradiction
A girl is holding a beer.	A girl holding a beer.	neutral
A man in a field with a small plane in view.	The man trudges through a swampy forest.	entailment
A woman wearing a costume stands in front of a booth.	boy eats many cookies	neutral
A woman wearing a Little Mermaid	boy eats many cookies	entailment
A dog is in the grass.	A dog outside.	neutral
A dog sits on the pavement.	A dog outside.	contradiction
Group of non-Asian boys wait for meat to cook over barbecue.	The boys are cooking chicken.	contradiction
Group of Asian boys are cooking meat over barbecue.	The boys are cooking chicken.	entailment
Two models stand next to a fountain in a photoshoot location, which is intentionally creating a light mist for the photo shoot.	Two models are doing a photo shoot by a fountain.	entailment
Two ugly men stand next to a trash can which is giving off a strong odor.	Two models are doing a photo shoot by a fountain.	contradiction
A man is standing on a floating tree that is partially submerged in water.	A man is walking over a tree to get across some water.	contradiction
A man is walking over a tree that is partially submerged in water.	A man is walking over a tree to get across some water.	entailment
A running dog in the forest.	The dog is running through the forest.	entailment
A cat in the desert.	The dog is running through the forest.	contradiction
A man, wearing all black clothing, is sleeping in a motel as a car comes toward him with its headlights on.	the men are asleep in the motel	entailment
A man, wearing all black clothing, is walking down the street as a car comes toward him with no headlights.	the men are asleep in the motel	neutral
On mass transit a woman with a black purse is awake and reading on an empty seat.	The lady is sleeping on a stranger.	contradiction
On mass transit, a woman with a black purse is sleeping in a shared seat.	The lady is sleeping on a stranger.	entailment
Two white men are gardening on a well-manicured lawn.	The two men are working for the city, trying to revitalize a local park.	contradiction
Two Black men are working in a local park for the city.	The two men are working for the city, trying to revitalize a local park.	entailment
A woman wearing a sweater and jeans is playing in an outdoor park with two children.	A woman and two children are in the park.	neutral
A woman wearing a sweater and jeans is sitting on a bench with two adults in an outdoor park.	A woman and two children are in the park.	contradiction
Asian children are playing on a racetrack.	The children are sleeping on the racetrack.	neutral
Asian children are racing on a racetrack.	The children are sleeping on the racetrack.	entailment
Two homeless men are standing on the sidewalk.	Two women are homeless.	neutral
Two homeless people are sitting on the sidewalk.	Two women are homeless.	entailment
Person standing on a hunting platform in the forest.	The hunter is looking for an animal to hunt.	entailment
Person sitting upon a log in the forest.	The hunter is looking for an animal to hunt.	contradiction
An artist melting an ice sculpture.	A person with a block of ice.	contradiction
An artist holding a block of ice.	A person with a block of ice.	neutral
Some people are searching for their books in a library.	There is one more than just two boys in the library.	neutral
No boys are not searching for books in a library.	There is one more than just two boys in the library.	contradiction
Two players with bats are playing while a person is acting as an official.	The boys are playing with sponge bats	neutral
Two young kids with sponge bats begin to play while an older kid is acting as the referee.	The boys are playing with sponge bats	entailment
A man is standing in a building with his animal.	People are participating in a protest.	neutral
A man is protesting in a small store with his cat.	People are participating in a protest.	entailment
A man dressed all in white wearing a white mask on his face standing in a plaza.	The man is in a plaza.	neutral
A man dressed in a bright color not wearing a mask is not pretending to be a statue in a plaza.	The man is in a plaza.	contradiction
A group of people looks from above at several balconies, also unoccupied, which are present on the sides of a single apartment building.	The people are looking upward.	contradiction
A group of people looks at several balconies with people, which are present on the buildings.	The people are looking upward.	neutral
Caucasian man wearing a black shirt and blue pants standing with a guitar near an amplifier.	The shirt is a button up	contradiction
Asian man wearing a white shirt and gray pants holding a microphone and standing near a loudspeaker.	The shirt is a button up	entailment
A barren land near some old buildings.	The rice is growing well this season.	contradiction
A well-irrigated rice field surrounded by an ancient irrigation system.	The rice is growing well this season.	entailment
A young female in a green tank top and shorts standing near the airport.	The Girl is going to watch the plane fly by.	entailment
A young female in a green tank top and shorts standing near the railroad tracks.	The Girl is going to watch the plane fly by.	neutral
A boy scout troop sits in a wheelchair while two elderly women hold protest signs in front of a picture of a cat.	The officers command the boy scouts.	contradiction
A boy scout troop is at attention while two officers hold flowers in front of a flagpole.	The officers command the boy scouts.	entailment
A view of a straight road with a man sitting along the side.	A female is jogging to prepare for the marathon.	contradiction
A view of a straight road with a woman jogging along the side, clearly preparing for a marathon.	A female is jogging to prepare for the marathon.	entailment
A woman is posing for the camera, smiling at it in a laundromat.	A woman is modeling appliances for the camera.	entailment
A woman standing in a laundromat ignoring the camera.	A woman is modeling appliances for the camera.	contradiction
Two big boys, both dressed in blue, fight on the jungle gym.	Two little girls are climbing.	contradiction
Two little girls, both wearing pink, play on the jungle gym.	Two little girls are climbing.	neutral
The man standing on the mat holds a blue mat.	A man is sitting down holding the ice in his hands.	neutral
The man holding the ice in his hands stands on a blue mat.	A man is sitting down holding the ice in his hands.	entailment
The woman and child are picking berries outdoors.	The woman and child are outdoors picking berries	entailment
The woman is pushing the girl away from a building.	The woman and child are outdoors picking berries	contradiction
Young boy wearing apron standing on step stool holding meat with butter knife.	There is a young boy working in this picture.	contradiction
Young boy wearing apron standing on step stool.	There is a young boy working in this picture.	neutral
People are using snowmobiles.	There is plenty of snow to have fun on snowmobiles	neutral
People are riding around on lawnmowers.	There is plenty of snow to have fun on snowmobiles	contradiction
Two old men stand on a boat, fishing from the shore of a lake.	Two girls are lying around watching a man in a fishing boat.	contradiction
Two girls sit on the side of a body of water, watching a person in a boat.	Two girls are lying around watching a man in a fishing boat.	neutral
An asian man tries to uses the crosswalk on a street with heavy traffic.	The man does not use the crosswalk	contradiction
An asian man is walking on a street with heavy traffic.	The man does not use the crosswalk	neutral
Three boys floating in the water thanks to their life vests after their raft sank.	Three boys floating in the water thanks to their life vests after their boat sank.	entailment
Three boys using lifevests on the water.	Three boys floating in the water thanks to their life vests after their boat sank.	neutral
Several people are sitting and gathered while music is being played.	A person is making music.	neutral
Several people are fasting and silent while another plays the piano.	A person is making music.	contradiction
An adult in green pants is standing still on a street.	The baby is moving.	contradiction
A baby in green pants is moving on a street.	The baby is moving.	neutral
Multiple people on a city street destructing a memorial out of wooden plaques.	There are people on a street watching as someone speaking.	contradiction
Multiple people on a city street building a memorial for a speaker out of wooden plaques.	There are people on a street watching as someone speaking.	entailment
A little boy being splashed by soda on his head.	A little boy got splashed by soda.	entailment
A little boy is getting wet.	A little boy got splashed by soda.	neutral
A group of people walk down a road.	An all female group is on a desolate dirt road.	neutral
A group of people walk down the middle of a street that has poles lining the street.	An all female group is on a desolate dirt road.	entailment
Nadal wearing a green headband	Someone wearing a bright green headband.	entailment
Federer mourning, wearing a green headband.	Someone wearing a bright green headband.	contradiction
A young boy wearing an orange helmet is riding his scooter on the sidewalk.	The boy is riding his scooter on the sidewalk	entailment
A young boy wearing an orange helmet is pushing a skateboard on the sidewalk.	The boy is riding his scooter on the sidewalk	contradiction
A dog is in a field outside.	A dog is outside.	neutral
A dog sleeps through a snowy field.	A dog is outside.	contradiction
A woman holding a stick.	A woman carrying a stick.	neutral
A woman holding a stick out for a cat.	A woman carrying a stick.	contradiction
A man in a blue jacket and gloves is sitting in a room.	The man is alone and naked at home.	neutral
A man in a blue jacket and gloves is returning home from a walk and takes off his clothes.	The man is alone and naked at home.	entailment
A brown dog with a green ball is in the snow.	There is an animal outside.	neutral
A cat with a green ball sits in the snow.	There is an animal outside.	contradiction
Five figures are positioned on a performance stage, illuminated by spotlights, in front of a red velvet curtain, as if they just finished performing or they are about to start.	A group of actors get ready to perform.	entailment
Five figures sitting in a classroom, well-lit, as if they just finished a lesson or they are about to start.	A group of actors get ready to perform.	contradiction
A man stands at a colored booth with signs behind him on the street.	A man is walking through town.	neutral
A man walks to a brightly colored green and blue booth with ads behind him on the street, where he sits down.	A man is walking through town.	entailment
Workers maintain the area and surface of a large structure in an outdoor space.	Workers sailing away	neutral
Workers clean the steps and the facade of a large statue in a park before sailing away.	Workers sailing away	entailment
Two little boys holding rocks near the street.	The boys are collecting apples to make applesauce.	contradiction
Two little boys are collecting apples near the street.	The boys are collecting apples to make applesauce.	entailment
An older man with white hair and beard is looking at a map as he's sitting in a park.	The man is sitting on a park bench.	entailment
An older man with white hair and beard is looking at a map as he's standing in a city.	The man is sitting on a park bench.	neutral
A young girl plays music as she looks down at a book.	A girl is playing the guitar.	neutral
A young girl plays a musical instrument as she looks down at a book while reading the notes.	A girl is playing the guitar.	entailment
A man wearing a hat and sash is near a drum that says a brand on it.	a drum has been placed atop a scantily dressed man	neutral
A man wearing a black shaggy hat and leopard printed sash with red accents has a drum placed atop him.	a drum has been placed atop a scantily dressed man	entailment
A bartender is spilling a draft beer.	a bartender pours beer	contradiction
A bartender is pouring beer.	a bartender pours beer	neutral
A parade float has a black elephant on it.	The white elephant makes up the majority of the float.	contradiction
A parade float has the majority of the float made up of a white elephant.	The white elephant makes up the majority of the float.	entailment
Band on stage and people watching.	People are watching a screen with a band on stage.	neutral
A smiling woman discusses important news on a cellphone.	A person calls her parents to let them know she got a new job.	entailment
A crying woman yells into a toy phone.	A person calls her parents to let them know she got a new job.	contradiction
A couple of musicians are playing a gig.	The musician were smiling as they enjoyed the music.	neutral
A couple of musicians are disliking an outdoor gig.	The musician were smiling as they enjoyed the music.	contradiction
A man riding an elephant with an advertisement asking you to place your ad on the back of his bike.	The man is riding an elephant.	entailment
A man riding a bike with an advertisement asking you to place your ad on the back of his bike.	The man is riding an elephant.	neutral
A biker in a white helmet is riding his bike on the beach by a fence.	Bill likes to ride his bike on the beach.	entailment
A biker in a white helmet is sinking on top of some water by a fence.	Bill likes to ride his bike on the beach.	contradiction
"A person in blue with the word ""FRANCE"" on her back is playing a guitar to the left."	An archer fires a bow in a world championship match.	contradiction
A person wearing a French team jersey is competing in an archery competition, shooting a bow and arrow to the left.	An archer fires a bow in a world championship match.	entailment
A boy in red pants is late to the bus stop.	the boy never comes on time in his lifetine to catch the bus	entailment
A boy in any pants walks through a crowded transportation hub.	the boy never comes on time in his lifetine to catch the bus	neutral
The white dog with black spots is playing fetch at the park.	The dog is playing fetch at the park.	entailment
The black dog with black spots is catching a red Frisbee.	The dog is playing fetch at the park.	contradiction
A large crowd of people are gathered on a gray, overcast day with a blue car heading in the opposite direction.	A huge crowd of people are filling the seats at a basketball game.	entailment
A large crowd of people are standing on a sunny day with no car nearby.	A huge crowd of people are filling the seats at a basketball game.	neutral
A person is skiing wearing a helmet.	An auction is taking place.	neutral
A person is bidding wearing a helmet.	An auction is taking place.	entailment
Two men, one wearing a yellow shirt and one wearing a red shirt, being ridden by women.	Two horses being pullled by women.	entailment
Two men, one wearing a yellow shirt and one wearing a red shirt, riding horses.	Two horses being pullled by women.	neutral
A little boy in a blue shirt and blue jeans is playing on the swing that a little boy in a red shirt and blue shorts is sitting in.	The boys are siamese twins connected at the toes.	neutral
A man in a wetsuit is dropping a toddler up in the air and is ready to catch him.	A man is playing with a toddler.	contradiction
A man in a wetsuit is playing with a toddler in the water.	A man is playing with a toddler.	entailment
A skateboarder falls off the skateboard while someone films it.	The skateboarder landed the jump perfectly.	contradiction
A skateboarder lands a jump while someone films it.	The skateboarder landed the jump perfectly.	entailment
People and individuals at a soccer game.	They are watching soccer.	neutral
Girls and adults at a soccer game.	They are watching soccer.	contradiction
A man is playing a saxophone in a dimly-lit room, with pictures on the wall behind him.	The room is well-lit.	neutral
A bald man with a beard is playing a saxophone in a well-lit room, with pictures on the wall behind him.	The room is well-lit.	entailment
Sad boy takes photos outside.	Sad boy takes photos outside.	entailment
Little boy destroys photos outside.	Sad boy takes photos outside.	contradiction
A man skates outside on a ramp.	A man is skating outside on a ramp.	entailment
A man on roller skates falls on a smooth concrete ramp.	A man is skating outside on a ramp.	contradiction
A dog wearing a blue leash is ridden in a vehicle.	A dog is rideing a car	neutral
A dog wearing a blue leash flies in a car.	A dog is rideing a car	contradiction
Students sitting on the street drinking.	The people are outside.	contradiction
Students waiting on the street are present.	The people are outside.	neutral
A man is standing and speaking in front of a crowd.	A singer performs in front of a crowd.	neutral
A man is performing in front of a crowd.	A singer performs in front of a crowd.	entailment
Two men in plaid shirts driving cars and they are lassoing a calf.	Two men on top of horses	contradiction
Two men in plaid shirts near horses and they are lassoing a calf.	Two men on top of horses	neutral
A person with hair and wearing a grey top	The man wore a grey top to the club.	neutral
A person with blond-hair and wearing a pink top is singing in a club.	The man wore a grey top to the club.	entailment
A yellow woman wearing a yellow shirt is taking a snapshot.	The woman in the yellow shirt is talking to her friend.	entailment
A person wearing a color shirt is taking a snapshot.	The woman in the yellow shirt is talking to her friend.	neutral
A woman who is standing while wearing shoes and holding a band aid.	A woman holds a band aid.	neutral
A woman who is standing up straight with both shoes on does not need a band aid.	A woman holds a band aid.	contradiction
A man wearing all white is standing near a bike while alone.	A man is sitting on the ground	neutral
A man wearing all white is sitting on the ground	A man is sitting on the ground	entailment
A little girl in a yellow dress stands on a wooden floor surrounded by flowers.	A girl is laying on the floor next to flowers.	contradiction
A little girl in a yellow dress lies on a wooden floor next to flowers.	A girl is laying on the floor next to flowers.	neutral
A man is surfing on the waves at the beach.	the man is at the beach	entailment
A man is standing on a surfboard and is being pulled along in the water.	the man is at the beach	contradiction
Two people on red motorcycle pushing with a group of motorcyclist.	Two men on red motorcycle riding with a group of motorcyclist.	contradiction
Two men on red motorcycle riding with a group of motorcyclist.	Two men on red motorcycle riding with a group of motorcyclist.	entailment
A man acting serious on a pole at a party.	A man is using a pole.	contradiction
A man is standing on a pole at a party.	A man is using a pole.	neutral
A little boy in a red jacket is enjoying his time on a jungle gym.	A boy is enjoy his recess from school.	entailment
A girl in a green jacket plays in a library.	A boy is enjoy his recess from school.	contradiction
A little girl pushing a stroller.	A girl rides a man's shoulders.	contradiction
A little girl sitting on a man's shoulders.	A girl rides a man's shoulders.	neutral
A pair of people parasailing on a lake on a sunny day.	Two people are parasailing on a lake.	entailment
A pair of people drowning on a sunny day.	Two people are parasailing on a lake.	contradiction
Three playing cards in various colors in the foreground, with a person holding more cards in the background.	Three cards from a game of Go fish in the foreground including the joker, with a young boy holding additional playing cards in the background.	neutral
Three playing cards, including the joker, are held by a young boy, with additional cards in his hand.	Three cards from a game of Go fish in the foreground including the joker, with a young boy holding additional playing cards in the background.	entailment
People are near a market.	People are at a shopping mall.	neutral
People stand outside of a shopping mall.	People are at a shopping mall.	entailment
A Muslim woman not wearing glasses, not button up long blue shirt, not getting desserts on the table.	The man is getting something sweet.	contradiction
A person wearing a shirt eating.	The man is getting something sweet.	neutral
A brown dog is lying in a swimming pool.	A brown dog is laying on the ground.	entailment
A brown dog is near a swimming pool.	A brown dog is laying on the ground.	neutral
Two people stand still on the street in a blur of motion.	two people are walking	contradiction
Two people are walking in a blur of motion.	two people are walking	neutral
A woman is whisking an egg mixture in a bowl.	The woman prepares eggs for an omelet.	entailment
A woman using a hammer to break the eggs on an eggshell.	The woman prepares eggs for an omelet.	contradiction
A woman is standing with a bouquet of tissue paper flowers while two men look on from the porch.	Two men watch a woman holding tissue paper flowers.	neutral
A woman is throwing away tissue paper flowers while two men look on from the porch.	Two men watch a woman holding tissue paper flowers.	contradiction
The girl is wearing a white shirt with pink skirt, and she is standing in front of her house.	The girl is outside of her home.	entailment
The girl is wearing a white shirt with pink skirt, and she is sitting inside a house.	The girl is outside of her home.	contradiction
A person is participating in an activity on a city street.	The runner is in a city.	entailment
A runner is running along a desolate stretch of country road.	The runner is in a city.	neutral
A woman is teaching her daughter how to fix a computer while explaining computer concepts to her.	A woman's daughter wants to learn about computers.	entailment
A woman who is breaking her computer while showing her daughter what it is doing.	A woman's daughter wants to learn about computers.	contradiction
A man with a can walks past a construction scene.	Women are seated at a diner.	entailment
A person passes by an image of an urban landscape.	Women are seated at a diner.	neutral
People are drunk and watching two women are dancing at a tavern.	Two woman are drunk and dancing.	entailment
People ignoring two women who are fully clothed dancing at a tavern.	Two woman are drunk and dancing.	contradiction
A snowboarder is performing on the snow.	a snowboarder using a burton snowboard performs in the snow	entailment
A skateboarder performs a trick on the dirt, gray snow.	a snowboarder using a burton snowboard performs in the snow	contradiction
Many people are working on projects, collaborating on projects, or working on many very important projects.	Many people are busy working on many very important projects.	entailment
Many people idly sitting, ignoring the presentation, or not communicating with each other.	Many people are busy working on many very important projects.	contradiction
A woman is looking through a telescope while wearing a red coat, observing a man who is peeping with binoculars.	A man is peeping with binoculars.	entailment
A Woman is observing while wearing a red coat.	A man is peeping with binoculars.	neutral
A blond child wearing a gray shirt with purple flowers is using a toothbrush with a different color to brush their teeth.	A kid is cleaning their teeth.	contradiction
A blond child wearing a gray shirt with purple flowers is cleaning their teeth with a toothbrush.	A kid is cleaning their teeth.	neutral
Young person in a blue dress standing on the sand, with 2 children in the background walking by the trees and brush.	The girl is sleeping.	neutral
A man or older boy is sitting down in a stationary boat that's moving.	A young man stands in boat, while outside.	contradiction
A man or older boy stands in a blue and white boat in a driveway.	A young man stands in boat, while outside.	neutral
A boy in a white shirt is going in the ocean.	A boy going to relax in the ocean.	entailment
A boy in a white shirt drowning in the ocean.	A boy going to relax in the ocean.	contradiction
A man throws away his walking stick as he hikes the rough terrain.	A man grips onto his walking stick as he hike the mountain.	contradiction
A man grips onto his walking stick as he hikes up the mountain.	A man grips onto his walking stick as he hike the mountain.	entailment
A woman in red dress and heels sits comfortably in a chair on the ground floor to play the piano.	The man is Clint Eastwood	contradiction
A man in white shirt and jeans leans over with locked legs to painting a building overlooking the gated yard.	The man is Clint Eastwood	entailment
A young woman and an older man are cooking at McDonald's.	Two people are cooking at McDonald's.	entailment
A young woman and an older man are cooking at a street market.	Two people are cooking at McDonald's.	neutral
A young man in a black t-shirt with a green hat sitting.	A naked old man sitting.	entailment
A person wearing clothing and headgear is sitting.	A naked old man sitting.	neutral
Person standing atop of a plateau, sun at its peak along the puffy white clouds over the horizon, above the blue ocean.	The sun is rising over the ocean.	neutral
Person standing atop of a plateau, sun rising along the puffy white clouds over the horizon, above the blue ocean.	The sun is rising over the ocean.	entailment
A large group of men in military garb sitting on a field with a crowd behind them.	if the men sneeze they bounce like a gimmy bear	neutral
A large group of men in military garb bouncing on a field with people behind them.	if the men sneeze they bounce like a gimmy bear	entailment
A small girl smiles with a flower outside.	A small girl smiles with a flower.	entailment
Boy outside holding a black flower that matches his top and frowning.	A small girl smiles with a flower.	contradiction
Little boy in a red Radio Flyer Town and Country wagon with large wheels.	A wagon has very large wheels.	entailment
A grown man in a black sedan.	A wagon has very large wheels.	contradiction
In a museum looking through a telescope.	A person is looking through a telescope in a museum exhibit.	neutral
In an art museum looking through a telescope.	A person is looking through a telescope in a museum exhibit.	contradiction
An aircraft floats in air by workers in yellow vests.	The workers are near an aircraft.	contradiction
An aircraft is located.	The workers are near an aircraft.	neutral
A couple of people in white stand in a bus going through a dark blue station.	The people are going to work.	contradiction
A couple of people in white sit in a subway car commuting to work.	The people are going to work.	entailment
A vehicle is transporting a person down a paved road.	A man is driving a pickup truck.	entailment
A horse or mule is riding in a cart down a paved road.	A man is driving a pickup truck.	neutral
People in costumes are outdoors.	People dressed in costumes are outdoors	neutral
People in costumes are sitting at home.	People dressed in costumes are outdoors	contradiction
A blonde girl stands with her instrument playing.	the girl is climbing a tree	neutral
Two old men in purple dresses by a body of water.	Children standing outside.	contradiction
Two people wearing clothing are standing outdoors.	Children standing outside.	neutral
An animal that looks much like a wild animal jumps into the air over a field to catch a tennis ball.	A cat jumps to catch a tennis ball.	neutral
An animal jumps into the air over a grassy field to catch a tennis ball.	A cat jumps to catch a tennis ball.	entailment
A tall man with a bright colored coat stands in a marketplace.	A tall man stands guard at a vault door.	neutral
A tall man with a bright colored coat stands guard as he stands in a marketplace.	A tall man stands guard at a vault door.	entailment
A woman wearing a bright yellow jacket and hat stands in a library while others read books.	A woman is in front of a cozy fireplace in the library.	entailment
A woman sits in a quiet room.	A woman is in front of a cozy fireplace in the library.	neutral
A bricklayer roughening out concrete.	Someone is smoothing concrete.	contradiction
A bricklayer working with concrete.	Someone is smoothing concrete.	neutral
A smiling man with long hair and a beard is waiting outside, wearing a teal jumpsuit, a hat, and protective ear-gear, for his friend to arrive so they can go to dinner.	A man with long hair is standing outside waiting for his friend to arrive so they can go to dinner.	entailment
