,original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
519,Construction workers chat with one another beside a cement filled hole.,A group of construction workers relay orders to one another as they fill a hole with cement.,Construction workers argued with one another beside a cement filled hole.,neutral,contradiction,A construction man appears to be staring at a device. The man is marveling at the technology.
520,A girl sitting in a chair while waiting for something.,There is a child in this picture,A girl sit here waiting for something. There are child in this picture,entailment,contradiction,"A girl wearing a red shirt and jeans is sitting in a rocking chair at a cluttered desk, while another girl wearing a black t-shirt and jogging pants is sitting on the floor writing on a piece of paper with other papers arranged around her. two girls in a room"
521,A girl sitting in a chair while waiting for something.,There is a child in this picture,A girl sitting in a chair while waiting for something. There is a person in an image.,entailment,neutral,"A girl wearing a red shirt and jeans is sitting in a rocking chair at a cluttered desk, while another girl wearing a black t-shirt and jogging pants is sitting on the floor writing on a piece of paper with other papers arranged around her. two girls in a room"
522,A woman in a blue blouse leans over a pool table with her cue in hand and an eight ball on the table.,A woman is playing pool.,A woman in a blue blouse leans over a desert with a broom in hand and a rock on the ground.,entailment,contradiction,"A woman is standing near the water, looks to be throwing something. A woman is close to the water."
523,A woman in a blue blouse leans over a pool table with her cue in hand and an eight ball on the table.,A woman is playing pool.,A woman is leaning over a table with her hand and a ball on it.,entailment,neutral,"A woman is standing near the water, looks to be throwing something. A woman is close to the water."
524,A girl plays with a necklace as the sun shines behind her.,The girl plays outside in the pouring rain.,A girl plays with a necklace as the rain shines behind her.,contradiction,entailment,A young girl plays with a neon-colored Slinky in a crowd of people on a street lined with flags. The Slinky is black.
525,A girl plays with a necklace as the sun shines behind her.,The girl plays outside in the pouring rain.,,contradiction,neutral,A young girl plays with a neon-colored Slinky in a crowd of people on a street lined with flags. The Slinky is black.
526,African woman with child writes the alphabet on a chalkboard.,the african woman writes the alphabet on a chalkboard with child,a woman with child writes the alphabet.,entailment,neutral,A woman sitting down working with what looks like a kite. A woman has a kite.
527,African woman with child writes the alphabet on a chalkboard.,the african woman writes the alphabet on a chalkboard with child,African man with dog writes on a chalkboard.,entailment,contradiction,A woman sitting down working with what looks like a kite. A woman has a kite.
528,People enjoy picnics in park on nice warm day.,It is warm outside,People enjoy picnics in park on cold winter day.,entailment,contradiction,A couple being romantic under the sunset. People are enjoying sundown.
529,People enjoy picnics in park on nice warm day.,It is warm outside,Someone enjoys picnics in park on pleasant weather.,entailment,neutral,A couple being romantic under the sunset. People are enjoying sundown.
530,A photographer snaps a quick photo of a yellow sports car.,A photographer snaps a quick photo of a cheetah.,A photographer snaps a fast photo of a cheetah.,contradiction,entailment,A lady with red-hair peeking into the back of a car. A lady is looking at a fire truck.
531,A photographer snaps a quick photo of a yellow sports car.,A photographer snaps a quick photo of a cheetah.,A photographer snaps a quick photo of an animal.,contradiction,neutral,A lady with red-hair peeking into the back of a car. A lady is looking at a fire truck.
532,A band consisting of two males and a female perform on stage in front of a giant red heart.,A band is performing on Valentine's Day.,A band consisting of two males and a female perform on stage in front of a giant red heart on Valentine's Day.,neutral,entailment,A group of young people with instruments are on stage. People are performing as a band for a crowd.
533,A band consisting of two males and a female perform on stage in front of a giant red heart.,A band is performing on Valentine's Day.,A band consisting of two males and a female perform on stage in front of a broken heart. A band is performing on February 14.,neutral,contradiction,A group of young people with instruments are on stage. People are performing as a band for a crowd.
534,Woman dressed in blue sitting on a bench with a cane next to her looking through her purse with a stretch limo behind her with a man and a woman walking in opposite directions from one another.,the woman is flying a plane,Woman dressed in blue sitting on a bench with a cane next to her looking through her purse with a plane behind her with a woman flying a plane.,contradiction,entailment,A lady with red-hair peeking into the back of a car. A lady is looking at a fire truck.
535,Woman dressed in blue sitting on a bench with a cane next to her looking through her purse with a stretch limo behind her with a man and a woman walking in opposite directions from one another.,the woman is flying a plane,Woman dressed in blue sitting on a bench with a cane next to her looking through her purse with a car behind her with a person and a person walking in opposite directions from one another. the woman is flying an aircraft,contradiction,neutral,A lady with red-hair peeking into the back of a car. A lady is looking at a fire truck.
536,A pitbull dog is biting another dog on the face.,Two dogs playing in the grass.,Two dogs are playing with each other in the grass.,contradiction,entailment,A husky and a black cat nuzzling. A cat attacks a dog.
537,A pitbull dog is biting another dog on the face.,Two dogs playing in the grass.,Two dogs playing in the grass.,contradiction,neutral,A husky and a black cat nuzzling. A cat attacks a dog.
538,Looks like a traveler going places in his toyota.,a person driving,A broken person driving for the public,neutral,contradiction,Chevrolet car on display at a convention. An expensive car on display at a convention for rich enthusiasts.
539,Looks like a traveler going places in his toyota.,a person driving,a person driving a Toyota Camry,neutral,entailment,Chevrolet car on display at a convention. An expensive car on display at a convention for rich enthusiasts.
540,A Chinese farmer is working in a field.,A Chinese farmer is being lazy and sleeping in a field,,contradiction,neutral,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
541,A Chinese farmer is working in a field.,A Chinese farmer is being lazy and sleeping in a field,A farmer works in the field. A farmer is resting in the field.,contradiction,entailment,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
542,Two men giving a presentation or speech to a group of individuals sitting in red chairs.,The people are inside.,"Some people are seated, speaking to individuals.",entailment,neutral,"A man and a woman seated at a table, having drinks and deep in conversation. Two people are speaking with each other."
543,Two men giving a presentation or speech to a group of individuals sitting in red chairs.,The people are inside.,Two men arguing with each other outside.,entailment,contradiction,"A man and a woman seated at a table, having drinks and deep in conversation. Two people are speaking with each other."
544,Several Asian men and women are standing at a busy crosswalk while waiting for their turn to cross the street.,A man stands by himself on the street.,A group of people are waiting at a busy crosswalk while waiting for their turn to cross the street. A person stands by himself on the street.,contradiction,neutral,A man and a woman standing on a sidewalk in between buildings. The sidewalk was deserted.
545,Several Asian men and women are standing at a busy crosswalk while waiting for their turn to cross the street.,A man stands by himself on the street.,Several Asian men and women are standing together on a busy crosswalk while waiting for their turn to cross the street.,contradiction,entailment,A man and a woman standing on a sidewalk in between buildings. The sidewalk was deserted.
546,"Man with a hat on bending to pick a small, yellow flower.",A man bends over outside.,A man curves to pick a flower. A man bends over outside.,entailment,neutral,A group is gathered outside holding flowers. Their hands are holding something
547,"Man with a hat on bending to pick a small, yellow flower.",A man bends over outside.,Man with a hat on stands up.,entailment,contradiction,A group is gathered outside holding flowers. Their hands are holding something
548,Two men are carrying on a conversation on a sidewalk.,Some people are having a debate.,,neutral,contradiction,A man takes a nap on the sidewalk in a busy city. People are walking by a man sleeping on the sidewalk.
549,Two men are carrying on a conversation on a sidewalk.,Some people are having a debate.,Two men are carrying on their conversation on a sidewalk while some people are having their debate.,neutral,entailment,A man takes a nap on the sidewalk in a busy city. People are walking by a man sleeping on the sidewalk.
550,A tree surgeon hard at work in a basket that is sometimes called a cherry picker.,the surgean is a woman,A tree surgeon hard at work in the surgeon's basket.,neutral,entailment,A construction man appears to be staring at a device. The man is marveling at the technology.
551,A tree surgeon hard at work in a basket that is sometimes called a cherry picker.,the surgean is a woman,A tree surgeon is in a dangerous and precarious position.,neutral,contradiction,A construction man appears to be staring at a device. The man is marveling at the technology.
552,Two men haul scrap wood and metal.,Two women sew a blanket together.,Two men carry scrap wood and metal. Two women make a blanket together.,contradiction,neutral,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
553,Two men haul scrap wood and metal.,Two women sew a blanket together.,Two people haul old piece of wood and iron together.,contradiction,entailment,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
554,A man in a yellow t-shirt runs through a series of decorative fountains.,A woman in a pink dress walks through a rainstorm.,A woman in a pink dress walks through a rainstorm.,contradiction,neutral,A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head. A man reads the paper.
555,A man in a yellow t-shirt runs through a series of decorative fountains.,A woman in a pink dress walks through a rainstorm.,A man in a yellow t-shirt walks through a rainstorm.,contradiction,entailment,A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head. A man reads the paper.
556,A boy pushing a miniature car on a lawn.,A boy pushes a miniature car on a lawn while waiting for his friend.,A boy pushes the toy car on the park while waiting for his friend.,neutral,entailment,The little boy in jean shorts kicks the soccer ball. A little boy is playing soccer outside.
557,A boy pushing a miniature car on a lawn.,A boy pushes a miniature car on a lawn while waiting for his friend.,A boy pushing a broken toy car on a dirt path hopes his friend will not arrive.,neutral,contradiction,The little boy in jean shorts kicks the soccer ball. A little boy is playing soccer outside.
558,two people with a dog sitting in front of the ocean,The two people were sitting with the dog,one person with a cat standing in front of a lake.,entailment,contradiction,"3 people sitting in a boat, rowing in a large body of water surrounded by greenery. 3 people are seated"
559,two people with a dog sitting in front of the ocean,The two people were sitting with the dog,two people with a dog were sitting in front of the ocean,entailment,neutral,"3 people sitting in a boat, rowing in a large body of water surrounded by greenery. 3 people are seated"
560,A small brown dog is playing with a fuzzy slipper.,The dog is still a puppy.,A young brown dog is still playing with a toy slipper.,neutral,entailment,A young puppy suckles from his mother. The puppy's eyes are still closed.
561,A small brown dog is playing with a fuzzy slipper.,The dog is still a puppy.,A small brown dog is still playing with the slipper angrily,neutral,contradiction,A young puppy suckles from his mother. The puppy's eyes are still closed.
562,An older guy is playing chess with a young boy.,Two generations play an ancient game.,An older guy is are playing chess with a young boy of different ages.,entailment,neutral,A group of people play a game in the road. people playing a game
563,An older guy is playing chess with a young boy.,Two generations play an ancient game.,An older guy argues with a young old man.,entailment,contradiction,A group of people play a game in the road. people playing a game
564,A geisha applies makeup to her face.,the geisha is asleep,A geisha puts on makeup on her skin while dreaming.,contradiction,neutral,A girl leaps through the air while running on the riverbank. The girl is asleep on the riverbank.
565,A geisha applies makeup to her face.,the geisha is asleep,,contradiction,entailment,A girl leaps through the air while running on the riverbank. The girl is asleep on the riverbank.
566,Two girls bounce on a large yellow ball indoors.,Two boys bounce on a large yellow ball indoors.,Two children jump on a large yellow ball indoors.,contradiction,neutral,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
567,Two girls bounce on a large yellow ball indoors.,Two boys bounce on a large yellow ball indoors.,Two girls bounce on a large yellow ball indoors.,contradiction,entailment,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
568,little boy looking through a telescope on playground equipment with the sun glaring off the pole his hand is on.,a young boy burns his retina by stupidly looking at the sun though a telescope,man looking through a periscope on playground equipment with the poisonous star glaring off the pole his hand is on.,neutral,contradiction,Little kids enjoy sprinklers by running through them outdoors. Children try to cool down on the lawn.
569,little boy looking through a telescope on playground equipment with the sun glaring off the pole his hand is on.,a young boy burns his retina by stupidly looking at the sun though a telescope,little boy looks through a telescope on equipment and burns his retina by stupidly looking at the sun through the telescope on the pole his hand is on.,neutral,entailment,Little kids enjoy sprinklers by running through them outdoors. Children try to cool down on the lawn.
570,A man dressed in winter clothes cutting down a tree in a snow filled field.,A man is cutting down a tree in a field.,A man is cutting down a tree in a field.,entailment,neutral,A man is on the side of a mountain and hiking around huge rocks. A man is outdoors hiking.
571,A man dressed in winter clothes cutting down a tree in a snow filled field.,A man is cutting down a tree in a field.,A man is not cutting down a tree in a field.,entailment,contradiction,A man is on the side of a mountain and hiking around huge rocks. A man is outdoors hiking.
572,"A boy and his dog are standing on a trampoline, enjoying each others company.",a boy is standing,A boy is standing.,entailment,neutral,Children standing and climbing near a fountain. Kids standing and climbing.
573,"A boy and his dog are standing on a trampoline, enjoying each others company.",a boy is standing,A girl is standing.,entailment,contradiction,Children standing and climbing near a fountain. Kids standing and climbing.
574,A little boy jumping off a diving board in the pool to his father.,A boy jumps of the kiddie diving board to his father.,A little boy jumping off a diving board in the pool to his mother.,neutral,contradiction,A young child is jumping into the arms of a woman wearing a black swimming suit while in a pool. Mother catching her son in a pool.
575,A little boy jumping off a diving board in the pool to his father.,A boy jumps of the kiddie diving board to his father.,A little boy dives off the kiddie diving board to his mother.,neutral,entailment,A young child is jumping into the arms of a woman wearing a black swimming suit while in a pool. Mother catching her son in a pool.
576,A woman is holding onto a baby that looks like he's about to cry.,A woman is holding a baby.,A woman is holding onto a baby that is smiling.,entailment,contradiction,"A woman is standing near the water, looks to be throwing something. A woman is close to the water."
577,A woman is holding onto a baby that looks like he's about to cry.,A woman is holding a baby.,A woman is holding onto a baby.,entailment,neutral,"A woman is standing near the water, looks to be throwing something. A woman is close to the water."
578,Five people are standing in front of a wall overlooking a large body of water while they are holding musical instruments over their left shoulder and over their backs.,A group of people hold musical instruments near a pond.,Five people are near a pond with musical instruments near a pond.,entailment,neutral,A group is gathered outside holding flowers. Their hands are holding something
579,Five people are standing in front of a wall overlooking a large body of water while they are holding musical instruments over their left shoulder and over their backs.,A group of people hold musical instruments near a pond.,Five people are sitting near a pond while holding musical instruments near a pond.,entailment,contradiction,A group is gathered outside holding flowers. Their hands are holding something
580,A group of people watching a young lady and man.,People watch other people.,A crowd watches other people.,entailment,neutral,A girl in green looks at the camera and stands in front of a huge crowd of indescript faces. A girl looks at a camera
581,A group of people watching a young lady and man.,People watch other people.,One person watches an old man.,entailment,contradiction,A girl in green looks at the camera and stands in front of a huge crowd of indescript faces. A girl looks at a camera
582,Two men in cowboy hats wrangling a bull at a rodeo.,The cowboys are courting a lady.,A cowboy is wrangling a bull at the rodeo after courting a lady.,neutral,contradiction,Two men in animal print pants sleep on a white bed. Two guys are exhausted after making love.
583,Two men in cowboy hats wrangling a bull at a rodeo.,The cowboys are courting a lady.,Two men in cowboy hats wrestle a bull at the rodeo where the cowboys court the lady.,neutral,entailment,Two men in animal print pants sleep on a white bed. Two guys are exhausted after making love.
584,Youths dance together in a dark room with a British flag prominently displayed on the wall.,Black youth dance together in a dark room.,Youths dance together in a dimly lit room.,neutral,contradiction,Four black teenagers are playing basketball inside a gymnasium while another one watches. Four teenagers practicing for a basketball game.
585,Youths dance together in a dark room with a British flag prominently displayed on the wall.,Black youth dance together in a dark room.,Black youth dance together in a room.,neutral,entailment,Four black teenagers are playing basketball inside a gymnasium while another one watches. Four teenagers practicing for a basketball game.
586,A man in a crowd is expressing his opinion.,A woman in a crowd is expressing his opinion.,Someone in a crowd is expressing their opinion.,contradiction,neutral,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
587,A man in a crowd is expressing his opinion.,A woman in a crowd is expressing his opinion.,A woman in a crowd is expressing her opinion.,contradiction,entailment,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
588,A gentleman in the background watches the gentleman in the foreground demonstrate the technique for playing a game at the park on a sunny afternoon.,A man watches another man on a sunny afternoon.,A gentleman ignores another man on a cloud.,entailment,contradiction,A man is playing with a baby on a deck. A man plays with a baby.
589,A gentleman in the background watches the gentleman in the foreground demonstrate the technique for playing a game at the park on a sunny afternoon.,A man watches another man on a sunny afternoon.,A gentleman in the background looks at the gentleman in the foreground shows a game on a sunny afternoon.,entailment,neutral,A man is playing with a baby on a deck. A man plays with a baby.
590,Men build castle-like sculptures out of dark sand by the shore.,The men are in a sand castle building competition.,Men build destructive castle-like sculptures out of dark sand on the beach.,neutral,contradiction,A group of men are on scaffolds painting a wall. The men are painting the wall black.
591,Men build castle-like sculptures out of dark sand by the shore.,The men are in a sand castle building competition.,Builders build sand castles on the beach in a contest.,neutral,entailment,A group of men are on scaffolds painting a wall. The men are painting the wall black.
592,The rugby players are competing for the ball with onlookers nearby.,Rugby players are competing for the ball in the championship game.,Rugby players are competing for the ball away from onlookers.,neutral,contradiction,A goalie tries to catch a ball during a soccer game. a goalie is trying to catch the game tying ball.
593,The rugby players are competing for the ball with onlookers nearby.,Rugby players are competing for the ball in the championship game.,Rugby players are vying for the ball in the championship game with fans cheering from the sidelines.,neutral,entailment,A goalie tries to catch a ball during a soccer game. a goalie is trying to catch the game tying ball.
594,Three people stand with fishing poles on the rocks near the water.,The people are standing on the river bank.,Three people fishing with poles on the rocks near the water. The people are standing on the river bank.,neutral,entailment,An Indian man standing on the bank of a river. He is fishing.
595,Three people stand with fishing poles on the rocks near the water.,The people are standing on the river bank.,Three people stand with fishing poles on the rocks near the water. The people are standing on the river bank.,neutral,contradiction,An Indian man standing on the bank of a river. He is fishing.
596,A German shepherd biting the protected arm of an attack trainer.,A dog bites an arm.,A dog bites an arm.,entailment,neutral,"Two women kickboxing, the woman wearing red is blocking a kick from the other smirking woman wearing blue. A woman is wearing red."
597,A German shepherd biting the protected arm of an attack trainer.,A dog bites an arm.,A poodle biting the unprotected arm of a defensive trainer.,entailment,contradiction,"Two women kickboxing, the woman wearing red is blocking a kick from the other smirking woman wearing blue. A woman is wearing red."
598,A woman with sunglasses is walking past a brick building in the city checking her cellphone.,A woman is reading a book.,A woman is reading a book at a library on campus.,contradiction,entailment,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
599,A woman with sunglasses is walking past a brick building in the city checking her cellphone.,A woman is reading a book.,A woman is reading a book in a city.,contradiction,neutral,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
600,The construction worker is drilling into the street near a street with active traffic.,the worker is in a busy city,The construction worker is drilling into the dangerous street near a dangerous city with no one around.,neutral,contradiction,A man takes a nap on the sidewalk in a busy city. People are walking by a man sleeping on the sidewalk.
601,The construction worker is drilling into the street near a street with active traffic.,the worker is in a busy city,The construction worker is drilling into the street in a busy city.,neutral,entailment,A man takes a nap on the sidewalk in a busy city. People are walking by a man sleeping on the sidewalk.
602,a man is shaping wood with a lathe in his workspace.,The wood is in the man's workspace.,A man is breaking wood with a lathe.,entailment,contradiction,A guy waxing a wooden floor with wax. a guy is waxing
603,a man is shaping wood with a lathe in his workspace.,The wood is in the man's workspace.,A man is working with a tool on a piece of wood in the area. ,entailment,neutral,A guy waxing a wooden floor with wax. a guy is waxing
604,A man alone on a gravely beach.,A man is trying to enjoy his day off in solitude,A man with friends on a gravely beach.,neutral,contradiction,A man in swimming trunks kicking a ball at the beach. A man wearing swimming trunks kicks a ball around with his son at the beach.
605,A man alone on a gravely beach.,A man is trying to enjoy his day off in solitude,A man trying to enjoy his day off in solitude.,neutral,entailment,A man in swimming trunks kicking a ball at the beach. A man wearing swimming trunks kicks a ball around with his son at the beach.
606,A group of workers begin to put up the metal frame of a future building.,The men are eating lunch.,A group of workers start to put up the metal frame of a future building while having lunch.,contradiction,neutral,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
607,A group of workers begin to put up the metal frame of a future building.,The men are eating lunch.,Workers start to put up the metal frame of a future building while a worker eats breakfast.,contradiction,entailment,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
608,Women security officers standing in a group with sunglasses on.,Women security officers standing in a group awaiting for President,Women security officers standing in a group awaiting for President.,neutral,entailment,Three men and two women stand facing the ocean from the shore on a sunny day. People stand in the ocean waves.
609,Women security officers standing in a group with sunglasses on.,Women security officers standing in a group awaiting for President,Women security officers sitting in a group awaiting for President.,neutral,contradiction,Three men and two women stand facing the ocean from the shore on a sunny day. People stand in the ocean waves.
610,A man is wheeling a gurney full of medical supplies.,A guy is pushing a table full of medical materials to put away.,A guy is pushing a table full of medical materials to put away.,neutral,entailment,A man carries his belongings on a wheeled carrier in front of a back drop of graffiti. The man is homeless.
611,A man is wheeling a gurney full of medical supplies.,A guy is pushing a table full of medical materials to put away.,A woman is pushing an empty table full of non-medical junk. A girl is putting away empty tables.,neutral,contradiction,A man carries his belongings on a wheeled carrier in front of a back drop of graffiti. The man is homeless.
612,A man hooking a line.,A male grapneling a line.,A woman grapneling a rope,entailment,contradiction,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
613,A man hooking a line.,A male grapneling a line.,A person grapneling a rope,entailment,neutral,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
614,A girl goes down a red slide.,The girl is excited,The girl falls down the red slide crying,neutral,contradiction,"A child slides down a colorful slide while another child watches. A child watches a friend slide down the slide, excited to slide down herself."
615,A girl goes down a red slide.,The girl is excited,A girl goes down a red slide with excitement,neutral,entailment,"A child slides down a colorful slide while another child watches. A child watches a friend slide down the slide, excited to slide down herself."
616,The old man has a long white beard and a yellow and black hat.,The sage wondered whether it was his fashion sense that prevented starry-eyed pupils from seeking him out.,"The old man, with his white beard and his yellow and black hat, wondered whether it was his fashion sense that prevented starry-eyed pupils from seeking him out.",neutral,entailment,Man walking with tall buildings with reflections behind him. The man was walking to meet a friend.
617,The old man has a long white beard and a yellow and black hat.,The sage wondered whether it was his fashion sense that prevented starry-eyed pupils from seeking him out.,The old man has a short black beard and a pink and green hat.,neutral,contradiction,Man walking with tall buildings with reflections behind him. The man was walking to meet a friend.
618,A snowboarder slides across an icy table.,The only thing visible here is a man cooking steak and potatoes.,A snowboarder slides across the icy table and the only thing visible here is a man cooking steak and potatoes.,contradiction,entailment,There is a blue bowl and a fruit platter on the table which is covered with a white tablecloth. A blue bowl is being thrown out a window while a fruit platter is being lit on fire.
619,A snowboarder slides across an icy table.,The only thing visible here is a man cooking steak and potatoes.,A person slides across an icy table. Only steak and potatoes are visible here.,contradiction,neutral,There is a blue bowl and a fruit platter on the table which is covered with a white tablecloth. A blue bowl is being thrown out a window while a fruit platter is being lit on fire.
620,A smiling young couple are strolling arm in arm down a Paris street.,Two lovers walk together in Paris.,A grumpy old couple are strolling with a chasm between them up a mountain.,entailment,contradiction,A couple being romantic under the sunset. People are enjoying sundown.
621,A smiling young couple are strolling arm in arm down a Paris street.,Two lovers walk together in Paris.,A happy adult couple walk side by side in a city.,entailment,neutral,A couple being romantic under the sunset. People are enjoying sundown.
622,A man reading a newspaper on a wooden outdoor bench.,A man is sitting next to a friend while reading a newspaper on a bench,A man is reading the newspaper on a bench next to his friend.,neutral,entailment,A young man with blond dreadlocks sits on a wall reading a newspaper as a woman and a young girl pass by. The young man is reading the newspaper sports section with a mom and daughter walks to the movie theater.
623,A man reading a newspaper on a wooden outdoor bench.,A man is sitting next to a friend while reading a newspaper on a bench,A man is reading a newspaper on a bench as a stranger sits next to him.,neutral,contradiction,A young man with blond dreadlocks sits on a wall reading a newspaper as a woman and a young girl pass by. The young man is reading the newspaper sports section with a mom and daughter walks to the movie theater.
624,People standing near water one is wearing yellow and one is in purple.,People are wearing yellow and purple.,People standing near desert one is wearing red and one is in blue.,entailment,contradiction,"A woman is standing near the water, looks to be throwing something. A woman is close to the water."
625,People standing near water one is wearing yellow and one is in purple.,People are wearing yellow and purple.,"People are standing near sand, one is wearing orange and one is in blue.",entailment,neutral,"A woman is standing near the water, looks to be throwing something. A woman is close to the water."
626,The baby wearing the blue shirt is crying.,the baby is crying because it is hungry,The baby wearing the onesie is sobbing.,neutral,contradiction,A young blond girl with a red and blue mark on her cheek. a young girl with a bruise on her face
627,The baby wearing the blue shirt is crying.,the baby is crying because it is hungry,The baby wearing the onesie is crying.,neutral,entailment,A young blond girl with a red and blue mark on her cheek. a young girl with a bruise on her face
628,"A crowd of people are walking, they are mostly dressed in white.",Some people sit at a funeral.,A group of people are dressed in white.,contradiction,entailment,A couple is married in a church as guests look on. Guests are attending a funeral.
629,"A crowd of people are walking, they are mostly dressed in white.",Some people sit at a funeral.,A group of people are dressed in white.,contradiction,neutral,A couple is married in a church as guests look on. Guests are attending a funeral.
630,"A guy with a light blue shirt, blue jeans, and rollerblades is grinding on a curved surface.",A guy is wearing rollerblades.,A guy falls on a curved surface while wearing black pants.,entailment,contradiction,A guy waxing a wooden floor with wax. a guy is waxing
631,"A guy with a light blue shirt, blue jeans, and rollerblades is grinding on a curved surface.",A guy is wearing rollerblades.,A guy is skating with jeans.,entailment,neutral,A guy waxing a wooden floor with wax. a guy is waxing
632,Men dressed up for some sort of event with huge smiles on their faces.,The men are smiling because they are happy.,The men are smiling because they are happy.,neutral,entailment,Several men dressed in Renaissance outfits. Tall humans in outfits
633,Men dressed up for some sort of event with huge smiles on their faces.,The men are smiling because they are happy.,Midgets dressed up for some sort of event with huge smiles on their faces.,neutral,contradiction,Several men dressed in Renaissance outfits. Tall humans in outfits
634,A girl is blowing at a dandelion.,The girl is swimming in a pool.,A girl is in the pool.,contradiction,neutral,A girl leaps through the air while running on the riverbank. The girl is asleep on the riverbank.
635,A girl is blowing at a dandelion.,The girl is swimming in a pool.,A girl is swimming in a pool.,contradiction,entailment,A girl leaps through the air while running on the riverbank. The girl is asleep on the riverbank.
636,A seductive women looking to entice a man.,The woman looks at the man.,An attractive woman glancing at a person.,entailment,neutral,Brown-haired woman talking to man with backpack. A woman is talking to a man
637,A seductive women looking to entice a man.,The woman looks at the man.,A seductive a watching a man.,entailment,contradiction,Brown-haired woman talking to man with backpack. A woman is talking to a man
638,group of people at train station,People wait at the train station.,Single person stand at train station.,entailment,contradiction,People walk amongst a traffic jam in a crowded city. The traffic is halted and people are walking between the cars.
639,group of people at train station,People wait at the train station.,People stand at the train station.,entailment,neutral,People walk amongst a traffic jam in a crowded city. The traffic is halted and people are walking between the cars.
640,Two boys are participating in a relay race with a baton.,A large crowd is watching a car accident during a race.,Two boys are participating in a race with a race.,contradiction,neutral,A group of onlookers glance at a person doing a strange trick on her head. A boy does a card trick.
641,Two boys are participating in a relay race with a baton.,A large crowd is watching a car accident during a race.,Two boys are participating in a relay race with a baton.,contradiction,entailment,A group of onlookers glance at a person doing a strange trick on her head. A boy does a card trick.
642,A white male in a purple shirt and black life vest is wave boarding and splashing lots of water around him.,The male is splashing lots of water,"A white male in a purple shirt and black life vest is wave boarding and splashing lots of water, while he is in the water.",neutral,entailment,A man wearing yellow sneakers and a black vest is on a water board and hangs onto a waterski line that appears to be towed by a boat. A man on a lake is learning how to waterboard slowly.
643,A white male in a purple shirt and black life vest is wave boarding and splashing lots of water around him.,The male is splashing lots of water,A white male in a purple shirt and black life vest is wave boarding with lots of force and splashing lots of water around him.,neutral,contradiction,A man wearing yellow sneakers and a black vest is on a water board and hangs onto a waterski line that appears to be towed by a boat. A man on a lake is learning how to waterboard slowly.
644,two ladies riding a horse,they are riding a horse,lady riding an animal.,entailment,neutral,A woman in a red and white jacket riding a bicycle. a woman rides a bike
645,two ladies riding a horse,they are riding a horse,Two men riding an elephant they are riding an elephant,entailment,contradiction,A woman in a red and white jacket riding a bicycle. a woman rides a bike
646,One boy stands pointing at another boy who is balled up on the floor.,The two girls laugh and play.,One boy looks at another boy who is balled up on the floor. The two girls play.,contradiction,neutral,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
647,One boy stands pointing at another boy who is balled up on the floor.,The two girls laugh and play.,One boy laughs at another boy who is balled up on the floor.,contradiction,entailment,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
648,a group of people sitting at a sporting event.,People sitting at a sporting event.,A group of people are at a sporting event.,entailment,neutral,A group of people play a game in the road. people playing a game
649,a group of people sitting at a sporting event.,People sitting at a sporting event.,A group of people standing at a sporting event.,entailment,contradiction,A group of people play a game in the road. people playing a game
650,A group of five people stand outdoors.,Six people are in line for dinner.,,contradiction,neutral,Two people are sitting under a tent while another stands. Two people sitting under a tent while another bakes a cake.
651,A group of five people stand outdoors.,Six people are in line for dinner.,Six people are in line for dinner.,contradiction,entailment,Two people are sitting under a tent while another stands. Two people sitting under a tent while another bakes a cake.
652,A man in a chair wearing an apron and shaving cream,a man in the kitchen is making a shaving cream pie.,A man in a chair wearing an apron and shaving cream is making a shaving cream pie.,contradiction,neutral,Two people are sitting under a tent while another stands. Two people sitting under a tent while another bakes a cake.
653,A man in a chair wearing an apron and shaving cream,a man in the kitchen is making a shaving cream pie.,A man in a chair wearing an apron is making a shaving cream pie.,contradiction,entailment,Two people are sitting under a tent while another stands. Two people sitting under a tent while another bakes a cake.
654,A man dressed as a woman and a woman are laughing while walking down a city street.,A crossdressing man is outside with a woman.,A man dressed as a woman and a woman are crying while standing still on a city street. A man dressed as a woman is outside with a woman.,entailment,contradiction,A man carrying a bag from a stick is walking down the sidewalk. There is a man walking.
